Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000115170,ACVR1,21,0.13116,34,0.94701,2,-2.8570,23,0.30595,15,-0.3573,15,-0.3152,22,0.25899,17,-0.1660,13,-0.5471,24,0.35334
ENSG00000144283,PKP4,55,-0.5476,66,-0.2529,109,0.54191,39,-1.0491,59,-0.4274,87,0.16822,76,-0.0543,54,-0.5592,161,1.19607,76,-0.0354
ENSG00000123636,BAZ2B,68,1.29466,26,-0.2697,43,0.52401,23,-0.4417,20,-0.6715,10,-1.7400,9,-1.9630,26,-0.2850,54,0.90538,54,0.89119
ENSG00000136536,MARCH7,34,-0.1152,49,0.46650,55,0.63581,41,0.18511,21,-0.8394,26,-0.5348,38,0.06142,27,-0.4930,31,-0.2620,44,0.28288
ENSG00000241399,CD302,45,1.38110,7,-1.5916,18,-0.1129,10,-0.9943,16,-0.2630,28,0.60543,6,-1.7483,24,0.32183,29,0.61369,25,0.36325
ENSG00000136560,TANK,36,0.33563,29,0.01625,52,0.94758,21,-0.5174,22,-0.4354,22,-0.4136,25,-0.2328,25,-0.2055,38,0.42985,23,-0.3470
ENSG00000115233,PSMD14,47,-1.0121,123,0.49089,103,0.21210,61,-0.6074,99,0.15146,114,0.37113,84,-0.1188,99,0.14268,82,-0.1500,97,0.11436
ENSG00000136535,TBR1,15,-2.1078,115,1.01757,189,1.93606,33,-0.9385,29,-1.1516,36,-0.8228,42,-0.6387,45,-0.5050,112,0.97308,21,-1.6337
ENSG00000144290,SLC4A10,43,-1.5368,181,0.71244,142,0.31161,161,0.51412,129,0.15953,97,-0.2876,133,0.23640,126,0.12404,95,-0.3271,44,-1.4735
ENSG00000115271,GCA,28,-0.2900,28,-0.2701,49,0.62947,17,-1.0544,44,0.45355,17,-0.9914,19,-0.8985,73,1.29708,31,-0.1105,41,0.32082
ENSG00000115290,GRB14,6,-1.3957,21,0.34728,6,-1.3923,27,0.78789,8,-1.0132,43,1.60759,27,0.87295,3,-2.3823,6,-1.5844,8,-1.0695
ENSG00000153253,SCN3A,16,-1.8772,108,1.10666,74,0.47170,56,0.03045,50,-0.1368,48,-0.2038,43,-0.4324,71,0.41416,69,0.35627,28,-1.0477
ENSG00000136531,SCN2A,57,-2.3591,539,1.12769,455,0.83608,236,-0.2265,210,-0.4114,229,-0.2780,284,0.07054,289,0.09005,300,0.15161,119,-1.2689
ENSG00000178662,CSRNP3,51,-1.4216,172,0.46646,189,0.62680,107,-0.2824,111,-0.2348,128,-0.0050,125,-0.0416,214,0.83562,134,0.07165,56,-1.2689
ENSG00000144285,SCN1A,15,-1.5533,25,-0.8042,102,1.48242,50,0.28014,63,0.64722,21,-1.0230,35,-0.3080,93,1.32545,13,-1.7241,10,-2.1552
ENSG00000198648,STK39,59,-0.4232,86,0.17728,139,0.96396,51,-0.6401,50,-0.6686,54,-0.5464,71,-0.1437,83,0.10950,114,0.62742,71,-0.1331
ENSG00000172292,CERS6,24,-1.8379,131,0.76691,126,0.69402,98,0.29558,131,0.76978,72,-0.1946,80,-0.0305,71,-0.2254,36,-1.2451,49,-0.7859
ENSG00000163093,BBS5,11,-0.5293,20,0.34617,16,-0.0376,32,1.07457,11,-0.5993,18,0.16062,16,0.01830,11,-0.5252,7,-1.1712,19,0.24602
ENSG00000138398,PPIG,135,0.49947,101,0.03565,102,0.03825,76,-0.4117,62,-0.7333,62,-0.7159,68,-0.6290,200,1.16327,134,0.48178,82,-0.3056
ENSG00000213160,KLHL23,31,-0.7961,85,0.79453,41,-0.3860,70,0.46266,48,-0.1131,60,0.21345,50,-0.0713,62,0.26762,33,-0.6847,44,-0.2734
ENSG00000138385,SSB,99,0.02407,133,0.48784,122,0.35539,77,-0.3701,86,-0.2005,91,-0.1162,83,-0.2860,119,0.31353,92,-0.0947,91,-0.1130
ENSG00000138382,METTL5,38,-0.8096,76,0.24187,69,0.10138,77,0.26999,47,-0.5019,97,0.64115,67,0.05769,63,-0.0519,66,0.02145,48,-0.4789
ENSG00000144357,UBR3,31,-1.4504,144,0.97760,81,0.03789,93,0.25122,54,-0.6098,72,-0.1529,95,0.32185,77,-0.0414,61,-0.4119,71,-0.1851
ENSG00000128683,GAD1,13,-3.8788,27,-2.8370,95,-0.9678,136,-0.4278,382,1.26828,29,-2.6947,45,-2.2086,1111,3.69042,23,-3.0406,60,-1.6490
ENSG00000115806,GORASP2,12,-1.9585,69,0.71861,88,1.13573,58,0.43247,34,-0.4234,46,0.06597,31,-0.5837,46,0.06327,41,-0.1094,30,-0.6008
ENSG00000198586,TLK1,77,-0.0959,107,0.43339,85,0.06421,102,0.34691,70,-0.2408,83,0.03128,93,0.22668,68,-0.2840,50,-0.7493,71,-0.2247
ENSG00000071967,CYBRD1,204,2.08315,8,-2.9827,46,-0.4519,37,-0.7836,21,-1.6107,36,-0.8243,45,-0.5578,31,-1.0559,92,0.63860,117,1.03375
ENSG00000077380,DYNC1I2,110,-0.0184,125,0.18202,163,0.61780,77,-0.5719,67,-0.7767,52,-1.1711,81,-0.5431,102,-0.1326,240,1.28071,127,0.20152
ENSG00000115840,SLC25A12,28,-0.8224,62,0.38938,78,0.78388,56,0.23249,62,0.40573,56,0.23523,34,-0.5692,51,0.08773,34,-0.5592,35,-0.4897
ENSG00000128708,HAT1,16,-0.1722,8,-1.2337,9,-0.9937,20,0.17774,24,0.45101,8,-1.2455,16,-0.2216,26,0.58722,22,0.34035,33,0.97711
ENSG00000144355,DLX1,6,-2.5420,4,-2.9490,38,0.22194,31,-0.0813,57,0.90187,8,-2.1595,13,-1.4758,161,2.97406,8,-2.1176,23,-0.5559
ENSG00000091409,ITGA6,49,1.47100,5,-1.9168,19,-0.0936,17,-0.2936,23,0.20513,8,-1.4267,8,-1.4500,9,-1.2500,34,0.83368,43,1.22986
ENSG00000091428,RAPGEF4,69,-1.3404,126,-0.4384,181,0.12396,70,-1.3276,218,0.42523,125,-0.4470,155,-0.1304,223,0.46205,390,1.42806,125,-0.4518
ENSG00000172845,SP3,44,0.56416,32,0.03097,24,-0.3982,32,0.06925,19,-0.7575,53,0.86887,25,-0.3678,28,-0.1663,27,-0.2023,32,0.05393
ENSG00000138430,OLA1,81,-1.0636,232,0.58991,236,0.62199,128,-0.3563,186,0.23281,141,-0.2033,193,0.32955,152,-0.0875,123,-0.4243,104,-0.6742
ENSG00000138433,CIR1,103,1.00853,63,0.18325,55,-0.0219,43,-0.4086,35,-0.7025,38,-0.5718,56,0.01885,60,0.13057,64,0.22913,38,-0.5838
ENSG00000163328,GPR155,14,-2.6598,142,0.90890,128,0.73516,74,-0.1459,66,-0.3278,69,-0.2661,61,-0.4994,123,0.66435,103,0.36608,57,-0.5635
ENSG00000128656,CHN1,471,-1.7936,3003,1.11883,1756,0.22056,1783,0.24474,1557,0.02817,1829,0.28631,1958,0.44898,874,-0.8669,927,-0.7785,710,-1.1824
ENSG00000115966,ATF2,50,-0.5582,86,0.27998,100,0.52292,80,0.16957,84,0.23919,73,0.01736,90,0.40080,53,-0.4763,51,-0.5381,36,-1.0657
ENSG00000154518,ATP5MC3,249,-0.3958,307,-0.0679,349,0.13618,400,0.35895,375,0.25138,388,0.30858,340,0.10537,288,-0.1672,224,-0.5576,263,-0.3092
ENSG00000144320,LNPK,29,-0.7050,71,0.68033,61,0.44139,55,0.25082,30,-0.6968,45,-0.0463,36,-0.4175,67,0.59457,32,-0.5611,48,0.06139
ENSG00000128654,MTX2,37,-1.0489,120,0.79421,94,0.39410,76,0.05646,103,0.54263,75,0.03349,70,-0.0979,65,-0.1879,51,-0.5664,48,-0.6507
ENSG00000170144,HNRNPA3,217,0.13657,203,0.03039,230,0.23291,218,0.14980,189,-0.0758,201,0.01870,175,-0.2201,196,-0.0240,187,-0.0991,196,-0.0248
ENSG00000116044,NFE2L2,124,1.25892,25,-1.2744,34,-0.8274,63,0.12478,49,-0.2676,23,-1.3920,24,-1.4452,64,0.15610,94,0.78045,115,1.13273
ENSG00000018510,AGPS,14,-1.0266,39,0.48069,30,0.06093,30,0.06138,31,0.13315,18,-0.6948,26,-0.1350,32,0.15661,26,-0.1506,42,0.62434
ENSG00000079156,OSBPL6,12,-1.2954,48,0.90686,31,0.15998,16,-0.8344,24,-0.2194,39,0.55992,26,-0.1045,33,0.29983,23,-0.2773,26,-0.1123
ENSG00000180228,PRKRA,42,-0.9144,97,0.37981,54,-0.5233,120,0.74348,43,-0.8796,70,-0.1336,95,0.40185,111,0.61387,40,-0.9873,70,-0.1394
ENSG00000116095,PLEKHA3,56,-0.0097,66,0.26501,84,0.66200,76,0.49385,49,-0.1982,30,-0.9310,63,0.21971,59,0.09372,38,-0.5810,29,-0.9987
ENSG00000187231,SESTD1,51,0.63860,39,0.20004,35,0.00253,26,-0.4404,36,0.05088,22,-0.7171,26,-0.4840,32,-0.1247,61,0.92499,27,-0.3948
ENSG00000144331,ZNF385B,7,-1.4447,25,0.34787,62,1.96569,11,-0.9058,11,-0.8382,9,-1.1316,26,0.46271,14,-0.5154,16,-0.2824,10,-0.9977
ENSG00000170035,UBE2E3,69,-0.9329,141,0.16844,135,0.09399,178,0.54258,137,0.12177,141,0.16521,144,0.22063,115,-0.1488,86,-0.6080,107,-0.2680
ENSG00000162992,NEUROD1,4,-2.1852,48,1.59255,0,-5.3058,36,1.05482,12,-0.7085,56,1.86442,19,0.06306,0,-4.7151,0,-5.6129,11,-0.8255
ENSG00000138434,ITPRID2,72,0.48545,52,-0.0407,23,-1.2565,45,-0.2693,22,-1.3222,71,0.46188,63,0.30883,45,-0.2632,65,0.32177,63,0.28226
ENSG00000115252,PDE1A,90,-0.1870,187,1.00221,155,0.67964,126,0.34442,40,-1.4108,99,-0.0435,97,-0.0771,78,-0.4066,88,-0.2351,61,-0.7944
ENSG00000077232,DNAJC10,61,0.13602,78,0.51509,74,0.43245,43,-0.4355,32,-0.8606,43,-0.4033,53,-0.1128,95,0.85439,46,-0.3207,42,-0.4549
ENSG00000162998,FRZB,383,5.18284,13,-1.8613,14,-1.7168,5,-3.1040,4,-3.4897,6,-2.9184,12,-2.0536,0,-5.8978,4,-3.5369,31,-0.5205
ENSG00000061676,NCKAP1,155,-1.1583,502,0.68608,325,-0.0195,561,0.87565,335,0.02773,356,0.12869,322,-0.0369,287,-0.2132,234,-0.5325,219,-0.6345
ENSG00000065548,ZC3H15,116,-0.5251,218,0.46700,193,0.26574,214,0.43680,123,-0.4432,142,-0.2187,169,0.06436,186,0.20683,176,0.12335,88,-0.9519
ENSG00000138448,ITGAV,110,0.00456,89,-0.3278,50,-1.1970,144,0.43551,89,-0.3252,147,0.47757,94,-0.2603,94,-0.2445,134,0.32065,160,0.61249
ENSG00000144369,FAM171B,85,-1.6500,314,0.35187,291,0.23035,372,0.63209,142,-0.8876,262,0.06134,250,-0.0113,254,0.01045,258,0.03734,293,0.24211
ENSG00000144366,GULP1,10,-1.0257,25,0.38335,7,-1.6186,36,0.96706,29,0.60844,20,0.03914,30,0.75493,27,0.46614,2,-3.4489,3,-2.8070
ENSG00000115368,WDR75,6,-1.4963,21,0.44102,30,1.03776,13,-0.3284,10,-0.6234,3,-2.4851,11,-0.5593,29,0.97139,23,0.59302,17,0.11299
ENSG00000138381,ASNSD1,19,-0.9159,41,0.28562,30,-0.1892,48,0.54307,47,0.51089,30,-0.2134,39,0.22107,35,0.05667,19,-0.8644,29,-0.2598
ENSG00000128699,ORMDL1,33,-0.5952,58,0.28267,55,0.18247,66,0.49438,46,-0.0856,40,-0.3137,40,-0.3406,59,0.31790,54,0.17194,44,-0.1609
ENSG00000198130,HIBCH,38,0.74626,21,-0.2388,28,0.24463,23,-0.1080,12,-1.0293,24,-0.0258,15,-0.7747,25,0.08342,22,-0.1549,42,0.90893
ENSG00000151689,INPP1,18,-0.8014,28,-0.1677,39,0.34413,28,-0.1760,43,0.49823,22,-0.5326,26,-0.2853,39,0.33315,29,-0.1040,45,0.58427
ENSG00000151690,MFSD6,40,-1.7532,221,0.88702,204,0.75784,79,-0.7444,81,-0.7152,151,0.25864,135,0.08451,145,0.19322,139,0.12958,82,-0.7001
ENSG00000138386,NAB1,56,1.32469,24,-0.0564,25,0.01062,10,-1.3948,14,-0.9199,14,-0.8550,14,-0.9906,41,0.77450,37,0.62184,28,0.17115
ENSG00000115419,GLS,85,-1.4898,409,0.97380,326,0.59154,218,-0.0566,275,0.31453,201,-0.1838,249,0.16818,213,-0.0967,146,-0.6776,117,-1.0164
ENSG00000115415,STAT1,90,0.68468,69,0.25291,78,0.46171,42,-0.5134,65,0.16443,53,-0.1609,31,-1.0307,65,0.16459,83,0.56264,37,-0.6977
ENSG00000144339,TMEFF2,28,-1.5342,127,0.81826,193,1.56856,63,-0.2947,61,-0.3454,46,-0.7838,63,-0.3330,50,-0.6693,83,0.12893,65,-0.2604
ENSG00000196950,SLC39A10,90,-1.4516,491,1.24778,272,0.25182,318,0.50810,237,0.03307,216,-0.1140,279,0.33091,110,-1.1476,122,-0.9901,140,-0.7826
ENSG00000138411,HECW2,11,-1.4332,49,0.85179,61,1.21615,21,-0.5243,28,-0.0532,23,-0.3578,30,0.06297,16,-0.9053,24,-0.2925,27,-0.1433
ENSG00000119041,GTF3C3,27,0.33286,31,0.55823,27,0.34789,11,-1.0416,13,-0.7267,17,-0.3989,11,-1.0903,54,1.51684,19,-0.2124,18,-0.2688
ENSG00000197121,PGAP1,40,-0.9480,129,0.91421,77,0.07507,109,0.63892,72,-0.0249,86,0.24855,64,-0.2478,86,0.24939,42,-0.8540,40,-0.9222
ENSG00000115524,SF3B1,123,0.57690,104,0.29539,89,0.05747,91,0.08931,63,-0.4772,81,-0.0970,59,-0.6522,88,0.03786,105,0.32066,85,-0.0168
ENSG00000115520,COQ10B,46,-0.3606,69,0.28000,44,-0.4343,78,0.46330,59,0.02826,55,-0.0951,64,0.17023,92,0.74475,41,-0.5405,27,-1.1409
ENSG00000144381,HSPD1,155,-0.2171,197,0.16080,164,-0.1275,196,0.15079,124,-0.5632,123,-0.5762,202,0.22258,241,0.48856,138,-0.3939,217,0.31354
ENSG00000115541,HSPE1,149,-0.9878,196,-0.5654,220,-0.3906,379,0.47435,365,0.41325,358,0.38265,304,0.13420,247,-0.2064,230,-0.3185,351,0.34820
ENSG00000115540,MOB4,47,-0.7380,101,0.45773,103,0.49125,88,0.23300,100,0.44309,55,-0.5016,59,-0.4314,110,0.59375,63,-0.2791,50,-0.6506
ENSG00000162944,RFTN2,60,0.81260,8,-2.1613,16,-1.2490,34,-0.1166,30,-0.2967,26,-0.5144,14,-1.4798,60,0.82848,78,1.26083,58,0.76554
ENSG00000115896,PLCL1,9,-1.5585,35,0.43260,8,-1.7590,25,-0.1404,20,-0.4746,40,0.63813,42,0.82365,23,-0.2377,35,0.43184,16,-0.7740
ENSG00000119042,SATB2,22,-0.5754,41,0.41205,60,1.05965,49,0.71256,15,-1.1285,25,-0.3509,29,-0.1613,20,-0.6639,40,0.39289,17,-0.9644
ENSG00000178074,C2orf69,15,-1.7364,84,0.92372,69,0.59979,63,0.44721,35,-0.4676,37,-0.3952,41,-0.2699,47,-0.0081,57,0.29944,34,-0.4992
ENSG00000196141,SPATS2L,73,-0.2713,94,0.11418,109,0.35900,145,0.82921,78,-0.1843,69,-0.3777,94,0.13418,79,-0.1595,45,-1.0065,80,-0.1385
ENSG00000082153,BZW1,114,-0.1254,130,0.08242,139,0.18846,125,0.01974,119,-0.0484,98,-0.3501,100,-0.3614,193,0.73152,126,0.03288,112,-0.1561
ENSG00000013441,CLK1,90,1.19215,40,-0.1206,53,0.31004,45,0.05106,23,-0.9617,25,-0.8603,18,-1.4602,46,0.06907,50,0.22989,72,0.81846
ENSG00000196290,NIF3L1,4,-1.9154,26,0.72528,22,0.49183,25,0.67575,5,-1.6701,19,0.28179,19,0.25173,16,0.01321,10,-0.8004,14,-0.2568
ENSG00000155744,FAM126B,14,-2.1222,95,0.75252,68,0.20702,80,0.46001,88,0.61811,48,-0.3346,47,-0.4216,89,0.64443,37,-0.7487,45,-0.4373
ENSG00000119013,NDUFB3,139,-0.6234,118,-0.8706,155,-0.4563,282,0.48996,197,-0.0869,215,0.05539,268,0.46055,217,0.06907,161,-0.4023,266,0.39849
ENSG00000003402,CFLAR,69,1.76738,15,-0.7331,25,0.07536,8,-1.6553,10,-1.2879,31,0.38750,14,-0.8576,19,-0.3828,25,0.06937,36,0.61403
ENSG00000115993,TRAK2,30,-0.7595,59,0.27845,69,0.51718,38,-0.4274,65,0.41918,35,-0.5604,36,-0.5439,43,-0.2154,78,0.73374,58,0.24656
ENSG00000082146,STRADB,44,0.82948,25,-0.0961,20,-0.3962,23,-0.1871,27,0.05066,39,0.63414,15,-0.9121,39,0.61528,21,-0.3533,21,-0.3458
ENSG00000155755,TMEM237,26,-0.5312,40,0.08708,56,0.65622,27,-0.5052,60,0.77198,27,-0.5201,29,-0.4516,67,0.93855,23,-0.7566,29,-0.4149
ENSG00000003393,ALS2,13,-0.9649,44,0.88443,24,-0.0934,32,0.37401,20,-0.3948,32,0.34025,26,0.03688,18,-0.5710,24,-0.1270,22,-0.2145
ENSG00000116030,SUMO1,102,-0.7805,179,0.10291,165,-0.0327,179,0.09696,134,-0.3607,180,0.10983,250,0.73482,169,0.00895,124,-0.4797,119,-0.5392
ENSG00000055044,NOP58,55,0.37592,50,0.19830,45,0.04205,61,0.51745,38,-0.2124,27,-0.7248,44,-0.0047,54,0.33166,39,-0.1821,25,-0.8362
ENSG00000204217,BMPR2,109,-0.6292,190,0.24981,210,0.41003,170,0.07187,210,0.41014,215,0.44418,165,0.02256,135,-0.2939,115,-0.5447,107,-0.6521
ENSG00000138439,FAM117B,12,-0.4668,32,1.13429,23,0.57445,12,-0.3822,8,-0.9394,17,0.07494,16,0.05299,13,-0.2527,13,-0.3370,12,-0.4395
ENSG00000163596,ICA1L,24,-0.6109,54,0.66812,35,-0.0344,34,-0.0495,36,0.02185,36,0.01861,35,-0.0316,32,-0.1796,40,0.19350,30,-0.2434
ENSG00000138442,WDR12,4,-2.6176,24,0.10563,31,0.48662,18,-0.3544,25,0.15487,20,-0.2075,18,-0.3470,48,1.26487,25,0.19127,16,-0.4878
ENSG00000138443,ABI2,158,-0.6809,343,0.54282,242,-0.0212,256,0.06916,232,-0.0900,322,0.43757,276,0.20920,222,-0.1571,207,-0.2683,164,-0.6231
ENSG00000173166,RAPH1,21,-1.0632,69,0.78131,44,0.05448,56,0.42741,44,0.03070,34,-0.3501,53,0.40137,45,0.07919,21,-1.0450,28,-0.6237
ENSG00000118257,NRP2,50,0.54877,45,0.39671,18,-1.0271,52,0.62993,27,-0.4078,61,0.89614,13,-1.6322,35,0.00649,21,-0.7974,53,0.65066
ENSG00000023228,NDUFS1,101,-0.5365,151,0.09591,227,0.76299,137,-0.0535,166,0.24825,134,-0.0885,138,-0.0525,107,-0.4389,120,-0.2630,143,0.01496
ENSG00000114942,EEF1B2,626,0.49977,299,-0.6670,283,-0.7500,295,-0.6904,625,0.49659,403,-0.2040,437,-0.0853,681,0.63888,446,-0.0447,518,0.19290
ENSG00000204186,ZDBF2,36,-0.2797,75,0.89429,41,-0.0872,47,0.13368,21,-1.1067,59,0.51338,64,0.74215,20,-1.1850,27,-0.7386,20,-1.1427
ENSG00000114948,ADAM23,29,-1.2582,150,1.34434,69,0.05801,81,0.29868,71,0.09185,88,0.43711,69,0.05028,25,-1.4794,47,-0.5590,39,-0.8443
ENSG00000118246,FASTKD2,18,-0.4664,29,0.22088,51,1.16843,19,-0.4166,13,-1.0091,20,-0.3553,16,-0.7009,49,1.09167,18,-0.4547,25,0.00392
ENSG00000118263,KLF7,9,-1.4536,25,0.07639,73,1.91446,20,-0.2854,19,-0.3608,10,-1.3463,16,-0.7193,16,-0.6593,49,1.16842,12,-0.9963
ENSG00000118260,CREB1,35,-0.0384,38,0.11489,41,0.21122,32,-0.1542,35,-0.0390,41,0.20322,30,-0.2938,49,0.49615,37,0.05550,25,-0.5434
ENSG00000144401,METTL21A,8,-1.0044,8,-1.0619,23,0.51587,15,-0.1279,9,-0.9725,6,-1.4463,12,-0.5299,44,1.63980,27,0.76920,18,0.10998
ENSG00000163249,CCNYL1,5,-1.5807,19,0.31761,30,1.06231,22,0.49040,17,0.15565,23,0.61138,19,0.27931,4,-2.0855,13,-0.3525,3,-2.2860
ENSG00000178385,PLEKHM3,15,-1.3442,55,0.68264,56,0.69739,30,-0.2887,42,0.24572,41,0.20116,45,0.39970,19,-0.9540,32,-0.2151,17,-1.1061
ENSG00000188674,C2orf80,43,-1.4454,190,0.86835,38,-1.6255,131,0.25446,75,-0.6208,248,1.34088,180,0.90231,78,-0.5583,21,-2.5002,42,-1.4779
ENSG00000138413,IDH1,28,0.52519,17,-0.2378,20,0.03279,50,1.55691,14,-0.5338,14,-0.5273,10,-1.0719,8,-1.3107,17,-0.2392,29,0.62896
ENSG00000115020,PIKFYVE,43,0.64974,51,0.93442,30,0.07021,23,-0.3651,28,-0.0581,28,-0.0284,17,-0.8144,14,-1.0993,21,-0.4965,43,0.66658
ENSG00000078018,MAP2,336,-1.7077,764,-0.4668,1259,0.32289,683,-0.6399,1026,-0.0045,1405,0.50198,1275,0.38722,1120,0.13474,1416,0.51480,764,-0.4660
ENSG00000144406,UNC80,34,-1.0211,103,0.70355,118,0.93302,58,-0.2282,66,-0.0056,58,-0.2201,61,-0.1482,76,0.21734,55,-0.3025,42,-0.6943
ENSG00000197713,RPE,20,-0.4357,37,0.56322,29,0.17688,23,-0.1829,18,-0.5412,25,-0.0791,20,-0.4417,43,0.79551,28,0.12725,24,-0.1598
ENSG00000115365,LANCL1,86,-0.6994,161,0.27460,156,0.22537,121,-0.1780,174,0.39662,126,-0.1180,108,-0.3887,222,0.80451,118,-0.2156,111,-0.3146
ENSG00000178568,ERBB4,16,-2.1851,9,-2.9526,64,-0.1224,80,0.21340,111,0.76483,18,-1.9974,29,-1.3997,292,2.61051,55,-0.3646,60,-0.2188
ENSG00000144451,SPAG16,34,-0.3740,32,-0.4807,28,-0.6969,38,-0.2266,33,-0.4249,43,-0.0189,49,0.21300,50,0.22041,62,0.56272,62,0.54914
ENSG00000138363,ATIC,37,-0.1420,40,-0.0480,40,-0.0127,31,-0.4243,21,-0.9834,41,0.00478,48,0.30575,59,0.60219,47,0.23261,35,-0.2527
ENSG00000115414,FN1,620,4.45467,6,-3.8954,19,-2.2123,31,-1.4788,30,-1.5362,35,-1.2744,21,-2.1837,20,-2.1151,28,-1.6048,69,-0.2669
ENSG00000079246,XRCC5,96,-0.1541,141,0.46380,124,0.25562,98,-0.1245,72,-0.6040,121,0.21545,132,0.40033,62,-0.8273,102,-0.0512,83,-0.3712
ENSG00000260804,LINC01963,23,-0.7137,40,0.13205,56,0.67423,32,-0.2123,46,0.33608,31,-0.2925,38,0.01914,35,-0.0881,38,0.03927,31,-0.2786
ENSG00000144583,MARCH4,24,-0.1056,32,0.32005,18,-0.5143,38,0.60787,14,-0.8859,28,0.11209,31,0.34355,52,1.14489,5,-2.3653,10,-1.3657
ENSG00000197756,RPL37A,3065,0.24238,1072,-1.3793,1834,-0.5658,1630,-0.7458,2021,-0.4151,3362,0.39210,3047,0.26108,2461,-0.1073,3694,0.54709,3743,0.56854
ENSG00000115461,IGFBP5,332,1.71328,175,0.58919,59,-1.1136,75,-0.7422,79,-0.6628,112,-0.1310,106,-0.2375,110,-0.1625,87,-0.5290,98,-0.3402
ENSG00000079308,TNS1,96,2.71763,2,-3.2090,18,-0.2502,5,-2.0476,9,-1.3737,6,-1.7650,7,-1.8394,35,0.76164,35,0.80049,17,-0.3268
ENSG00000163466,ARPC2,186,-0.0296,189,-0.0104,205,0.11986,259,0.50241,154,-0.3233,247,0.42094,216,0.22896,141,-0.4605,151,-0.3618,125,-0.6548
ENSG00000127837,AAMP,54,-0.3609,98,0.58515,88,0.39909,71,0.05276,61,-0.1859,54,-0.3634,67,-0.0327,39,-0.8522,58,-0.2460,94,0.51708
ENSG00000127838,PNKD,151,0.05139,114,-0.3862,117,-0.3448,177,0.30631,236,0.77762,149,0.02924,121,-0.3323,117,-0.3465,158,0.12127,148,0.01924
ENSG00000135926,TMBIM1,68,1.01104,12,-1.7033,31,-0.2369,47,0.39428,35,-0.0479,18,-1.1059,15,-1.3792,14,-1.3881,50,0.49663,95,1.63001
ENSG00000144579,CTDSP1,48,1.14349,8,-1.6834,10,-1.2883,9,-1.3745,19,-0.3138,23,-0.0838,16,-0.6978,29,0.31456,31,0.43491,54,1.33578
ENSG00000144580,CNOT9,33,0.11012,36,0.23959,29,-0.0742,47,0.67293,26,-0.2771,37,0.30448,16,-1.0398,40,0.42491,24,-0.3856,34,0.14521
ENSG00000074582,BCS1L,27,0.23591,20,-0.2082,11,-1.0455,27,0.24671,18,-0.3413,30,0.38896,30,0.44126,12,-1.0312,16,-0.6049,34,0.62520
ENSG00000163481,RNF25,20,0.34733,17,0.11877,21,0.39603,19,0.28343,30,1.00028,11,-0.5583,15,-0.1763,11,-0.6298,9,-0.9399,10,-0.6594
ENSG00000171450,CDK5R2,98,-0.6125,222,0.68515,195,0.46881,139,-0.0766,132,-0.1569,148,0.02604,125,-0.2610,116,-0.3536,197,0.48258,105,-0.5106
ENSG00000115649,CNPPD1,19,-0.1796,19,-0.2087,28,0.37029,23,0.04658,9,-1.3390,9,-1.2730,23,0.05826,33,0.64140,29,0.42201,27,0.34076
ENSG00000144567,RETREG2,185,-0.4663,345,0.52054,294,0.25914,195,-0.3927,269,0.11781,328,0.43486,267,0.11745,222,-0.1841,177,-0.5377,200,-0.3481
ENSG00000158552,ZFAND2B,5,-2.1374,18,-0.3896,39,0.79334,25,0.11092,19,-0.3253,16,-0.6309,19,-0.3927,34,0.56223,31,0.41957,36,0.65108
ENSG00000115657,ABCB6,9,-1.7026,48,0.93918,31,0.22005,28,0.05485,12,-1.2126,24,-0.1776,25,-0.1150,40,0.61996,19,-0.5665,36,0.46868
ENSG00000198925,ATG9A,38,-0.8171,91,0.52833,80,0.32467,75,0.21973,75,0.21444,63,-0.0679,56,-0.2693,59,-0.1716,66,0.00574,61,-0.1039
ENSG00000115661,STK16,24,-0.0241,22,-0.2099,16,-0.6780,27,0.11975,32,0.40158,16,-0.7045,30,0.31077,23,-0.1038,25,0.03236,29,0.23905
ENSG00000127824,TUBA4A,222,-0.4014,426,0.64144,453,0.74433,288,0.00740,245,-0.2498,340,0.27519,331,0.25773,164,-0.8597,207,-0.5102,147,-1.0332
ENSG00000135924,DNAJB2,94,-0.7946,223,0.56134,185,0.25404,188,0.28630,98,-0.7301,175,0.16925,125,-0.3993,136,-0.2337,230,0.61209,153,-0.0413
ENSG00000054356,PTPRN,121,-1.3320,475,0.81369,241,-0.2866,363,0.36790,292,0.01859,360,0.35297,321,0.18777,291,0.01279,203,-0.5508,189,-0.6612
ENSG00000072195,SPEG,10,-1.1387,25,0.28279,23,0.16369,18,-0.2065,37,0.88948,27,0.40309,15,-0.5842,25,0.29604,21,-0.0387,15,-0.4689
ENSG00000123989,CHPF,79,-0.1410,93,0.10535,68,-0.3898,133,0.68679,105,0.29815,75,-0.2378,57,-0.7141,128,0.63105,86,-0.0196,76,-0.2152
ENSG00000188760,TMEM198,26,-0.5757,59,0.72605,23,-0.7622,44,0.27763,26,-0.5737,42,0.17794,41,0.18203,38,0.04356,18,-1.0788,52,0.53856
