Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000135624,CCT7,109,-0.5641,138,-0.2846,189,0.30976,209,0.54804,145,-0.1149,148,-0.0885
ENSG00000163013,FBXO41,82,-0.1637,93,0.04595,130,0.58010,82,-0.1779,81,-0.1898,82,-0.1698
ENSG00000135625,EGR4,4,-2.0912,16,-0.1896,19,0.12338,20,0.22472,16,-0.1215,32,0.97209
ENSG00000144034,TPRKB,15,-0.5669,25,0.33959,13,-0.7558,21,-0.0490,18,-0.3277,30,0.48963
ENSG00000124356,STAMBP,26,0.30143,21,-0.0654,16,-0.4279,22,0.08402,25,0.25460,19,-0.2110
ENSG00000114956,DGUOK,29,-1.0969,55,-0.1777,102,0.89928,67,0.23290,64,0.12583,43,-0.4983
ENSG00000163170,BOLA3,55,-0.4000,83,0.40506,61,-0.2423,61,-0.2606,61,-0.2264,76,0.12722
ENSG00000225439,BOLA3-AS1,8,-1.0177,18,0.27927,30,1.03638,12,-0.4040,9,-0.8775,16,-0.0126
ENSG00000114978,MOB1A,20,0.27412,15,-0.1979,15,-0.1125,16,-0.0484,27,0.78286,11,-0.6618
ENSG00000204843,DCTN1,210,-0.8032,352,0.00745,239,-0.6054,408,0.27907,325,-0.1231,511,0.61604
ENSG00000005448,WDR54,14,-1.3359,26,-0.6426,44,0.38171,41,0.30313,46,0.46099,57,0.81739
ENSG00000115274,INO80B,21,-0.6960,32,-0.0491,28,-0.2438,33,-0.0225,48,0.61400,38,0.23055
ENSG00000239779,WBP1,84,0.21464,93,0.62055,57,-0.4089,49,-0.6970,59,-0.3480,65,-0.1944
ENSG00000115275,MOGS,14,-0.2284,14,-0.3480,11,-0.6279,18,0.22252,20,0.32828,25,0.71565
ENSG00000115289,PCGF1,9,-0.7825,14,-0.0997,16,0.17114,17,0.24172,8,-0.9295,24,0.79172
ENSG00000115307,AUP1,45,-0.4045,50,-0.3486,61,0.09522,59,0.04673,75,0.42378,80,0.52547
ENSG00000115317,HTRA2,27,-0.1491,27,-0.2335,31,0.01653,38,0.42099,25,-0.3117,34,0.19881
ENSG00000135622,SEMA4F,10,-2.1838,42,-0.0233,34,-0.3335,63,0.76952,43,0.03086,42,-0.0288
ENSG00000115350,POLE4,91,0.37399,87,0.50396,82,0.22051,62,-0.2682,36,-1.0789,37,-1.0279
ENSG00000115364,MRPL19,14,-0.9896,31,0.38246,27,0.04072,22,-0.2773,33,0.35740,22,-0.2795
ENSG00000176204,LRRTM4,11,-1.7164,23,-0.7759,24,-0.5091,48,0.65049,37,0.14703,76,1.37129
ENSG00000066032,CTNNA2,207,0.69118,125,-0.2026,90,-0.6435,146,0.12405,150,0.15042,124,-0.1543
ENSG00000162951,LRRTM1,22,-1.0510,39,-0.2149,43,-0.0049,56,0.50626,30,-0.5302,65,0.67989
ENSG00000163541,SUCLG1,57,-0.4890,74,-0.0979,90,0.24860,85,0.16919,105,0.49297,55,-0.5279
ENSG00000034510,TMSB10,2251,-0.5584,3960,0.54811,2342,-0.4966,3677,0.24985,1759,-0.9377,2543,-0.3683
ENSG00000176407,KCMF1,43,-0.1807,45,-0.2027,69,0.56740,58,0.31280,33,-0.5911,47,-0.0500
ENSG00000152291,TGOLN2,55,-1.2917,96,-0.6310,149,0.25149,200,0.86018,163,0.39153,127,-0.0085
ENSG00000042445,RETSAT,36,1.15008,19,0.07517,5,-1.8793,19,0.06547,12,-0.5706,15,-0.2893
ENSG00000168906,MAT2A,67,-0.1697,52,-0.7796,59,-0.3816,114,0.80076,94,0.36746,92,0.33676
ENSG00000115486,GGCX,23,-0.5098,28,-0.2821,31,-0.0387,37,0.25765,53,0.84050,25,-0.3566
ENSG00000168899,VAMP5,76,2.02597,21,-0.3361,11,-1.1558,16,-0.7033,24,0.01775,14,-0.7706
ENSG00000168894,RNF181,87,0.17084,86,0.23178,46,-0.8280,75,-0.0751,69,-0.1867,86,0.15495
ENSG00000168883,USP39,22,0.33994,10,-1.0944,30,0.88214,20,0.20270,27,0.69783,16,-0.1216
ENSG00000115525,ST3GAL5,58,-0.5593,59,-0.7504,81,-0.0389,96,0.26620,143,0.89903,121,0.61797
ENSG00000132300,PTCD3,41,-0.0612,32,-0.6365,41,-0.0897,55,0.45161,59,0.50013,51,0.27495
ENSG00000132305,IMMT,49,-0.6688,73,-0.0836,70,-0.1239,111,0.73591,70,-0.1121,52,-0.5888
ENSG00000132313,MRPL35,19,-1.1262,36,-0.2852,24,-0.7728,58,0.67553,64,0.74388,38,-0.0877
ENSG00000068615,REEP1,45,-0.9439,61,-0.6573,98,0.27606,157,1.30090,58,-0.5556,64,-0.3885
ENSG00000115548,KDM3A,19,-0.0235,17,-0.2574,15,-0.3767,23,0.32736,28,0.58255,16,-0.2926
ENSG00000115561,CHMP3,113,-0.3747,142,-0.0372,125,-0.2293,118,-0.3491,193,0.47945,205,0.58055
ENSG00000239305,RNF103,39,-0.4441,31,-1.0610,67,0.44352,63,0.37708,75,0.61252,83,0.78580
ENSG00000153561,RMND5A,43,-0.6587,69,0.08076,85,0.39503,65,-0.0260,63,-0.0798,67,0.01602
ENSG00000222041,CYTOR,15,-0.5935,23,0.13020,16,-0.4338,20,-0.1188,24,0.12725,30,0.52942
ENSG00000172005,MAL,93,0.92781,45,-0.3538,54,0.02998,20,-1.5616,116,1.32932,45,-0.2686
ENSG00000144029,MRPS5,20,-1.0982,41,0.00091,30,-0.4958,50,0.35511,49,0.27738,48,0.24696
ENSG00000115041,KCNIP3,40,0.26365,33,-0.0563,45,0.45730,45,0.52906,17,-1.0767,15,-1.2671
ENSG00000115042,FAHD2A,25,-0.3593,29,-0.1758,38,0.34087,32,0.04551,27,-0.2426,42,0.48829
ENSG00000174501,ANKRD36C,30,0.99705,20,0.58091,10,-0.6953,5,-1.7379,15,-0.1026,15,-0.1421
ENSG00000158050,DUSP2,4,-1.9879,16,-0.0819,29,0.89983,18,0.11156,15,-0.1157,18,0.13764
ENSG00000084090,STARD7,139,-0.1459,134,-0.2982,136,-0.1778,178,0.28280,180,0.26317,178,0.25234
ENSG00000135956,TMEM127,29,-1.1959,52,-0.4167,62,0.00058,76,0.35932,82,0.43506,92,0.63562
ENSG00000144021,CIAO1,60,-0.6267,83,-0.2052,109,0.29763,106,0.29374,101,0.17377,91,0.00613
ENSG00000144028,SNRNP200,52,-0.3193,53,-0.4125,50,-0.3731,69,0.14925,108,0.87520,76,0.28371
ENSG00000114982,KANSL3,14,-0.2380,13,-0.4706,15,-0.1279,16,-0.0722,23,0.54389,28,0.83348
ENSG00000213337,ANKRD39,21,-0.6937,40,0.50479,36,0.16718,30,-0.1610,15,-1.1856,36,0.14449
ENSG00000168758,SEMA4C,16,0.04106,11,-0.7400,12,-0.3556,26,1.03404,11,-0.4430,18,0.26917
ENSG00000144199,FAHD2B,15,-1.1482,28,-0.3399,25,-0.4026,45,0.64655,47,0.61409,33,0.04906
ENSG00000135940,COX5B,799,0.06410,944,0.53860,548,-0.5313,567,-0.5267,673,-0.2095,744,-0.0481
ENSG00000115073,ACTR1B,59,-0.8305,103,0.06274,86,-0.2348,130,0.49055,81,-0.3436,104,0.06278
ENSG00000075568,TMEM131,23,-0.6862,27,-0.6294,43,0.27720,48,0.50358,35,-0.0535,57,0.74715
ENSG00000040933,INPP4A,43,-0.7938,65,-0.2092,88,0.33989,89,0.39782,50,-0.5735,96,0.47136
ENSG00000183513,COA5,59,0.04758,54,-0.1549,65,0.19623,64,0.19007,58,0.01377,50,-0.2257
ENSG00000115446,UNC50,29,-0.4431,30,-0.5693,55,0.55917,43,0.20025,49,0.38205,48,0.35134
ENSG00000071073,MGAT4A,23,-0.3137,28,-0.0258,18,-0.7231,39,0.59349,34,0.26333,19,-0.6158
ENSG00000196872,KIAA1211L,71,-0.6644,81,-0.6574,84,-0.4174,141,0.46875,126,0.22128,207,1.06734
ENSG00000185414,MRPL30,22,-0.5208,28,-0.2317,28,-0.1581,35,0.22375,35,0.16987,43,0.53110
ENSG00000115514,TXNDC9,15,-0.7309,23,-0.1682,34,0.54544,30,0.38384,29,0.26351,15,-0.7565
ENSG00000158417,EIF5B,135,0.41121,101,-0.0861,84,-0.3390,76,-0.5597,106,0.02977,165,0.75462
ENSG00000135945,REV1,13,-0.5011,11,-1.0167,24,0.41777,23,0.36919,34,0.98174,24,0.37701
ENSG00000144218,AFF3,19,-0.7426,24,-0.5546,42,0.47180,47,0.78820,21,-0.6252,39,0.33986
ENSG00000170500,LONRF2,110,-0.7298,144,-0.4508,216,0.33346,228,0.48455,156,-0.1918,245,0.53609
ENSG00000115526,CHST10,36,0.00921,27,-0.6229,38,0.09675,52,0.70606,54,0.65986,18,-1.0158
ENSG00000170485,NPAS2,31,-0.3129,40,0.13684,40,0.09708,39,0.06394,44,0.22870,25,-0.6452
ENSG00000071082,RPL31,1174,0.20236,1360,0.72931,723,-0.5649,729,-0.6085,730,-0.5502,833,-0.3458
ENSG00000158435,CNOT11,12,-0.3858,13,-0.4872,12,-0.4162,24,0.77717,25,0.74698,10,-0.6682
ENSG00000163162,RNF149,17,-0.4094,18,-0.4288,38,0.88998,28,0.44077,22,-0.0271,15,-0.5803
ENSG00000175874,CREG2,123,-1.4734,259,-0.4803,260,-0.3344,427,0.53762,346,0.12100,587,1.01250
ENSG00000071054,MAP4K4,58,-0.0778,66,0.17197,53,-0.2229,63,0.06348,67,0.15104,44,-0.5191
ENSG00000233639,PANTR1,48,0.89756,30,0.14630,21,-0.4476,19,-0.6173,25,-0.1670,27,-0.0253
ENSG00000198914,POU3F3,65,1.01177,27,-0.5638,29,-0.2880,19,-1.0339,56,0.76478,55,0.72462
ENSG00000135972,MRPS9,11,-1.2356,29,0.29696,21,-0.3608,35,0.56467,17,-0.6156,23,-0.2126
ENSG00000135966,TGFBRAP1,12,-0.8568,19,-0.2652,35,0.78210,22,0.03848,22,0.01417,26,0.29258
ENSG00000135974,C2orf49,20,0.21022,14,-0.4236,26,0.65850,17,-0.0274,17,-0.0430,19,0.16175
ENSG00000115641,FHL2,2,-3.0811,20,0.02251,29,0.63329,25,0.49313,10,-1.0043,24,0.34283
ENSG00000071051,NCK2,28,-0.6521,39,-0.1743,56,0.44828,58,0.57936,33,-0.3867,34,-0.3408
ENSG00000115652,UXS1,11,-1.3853,29,0.09639,34,0.34634,35,0.41369,13,-1.1669,34,0.32679
ENSG00000144057,ST6GAL2,14,-0.8156,26,0.12173,24,-0.0472,34,0.64115,20,-0.3433,15,-0.7476
ENSG00000135968,GCC2,55,-0.8141,105,0.29721,114,0.31992,101,0.13884,64,-0.5917,78,-0.2778
ENSG00000153201,RANBP2,69,-5.5956,56,-0.4711,55,-0.3600,101,0.73103,52,-0.4387,87,0.38308
ENSG00000175701,MTLN,138,-0.0495,156,0.22280,128,-0.1746,133,-0.1176,115,-0.3435,154,0.12507
ENSG00000175772,LINC01106,6,-2.2841,35,0.58402,27,-0.0189,31,0.19318,17,-0.7719,26,-0.0710
ENSG00000153107,ANAPC1,9,-1.1878,24,0.42391,15,-0.4618,26,0.48516,20,0.02747,9,-1.2118
ENSG00000188177,ZC3H6,105,0.87604,53,-0.3623,60,-0.0575,54,-0.2437,70,0.19265,66,0.08837
ENSG00000114999,TTL,50,0.02097,45,-0.1882,39,-0.3721,49,-0.0202,46,-0.1183,79,0.77637
ENSG00000125611,CHCHD5,70,0.88750,39,-0.1081,49,0.28925,29,-0.6113,24,-0.8105,52,0.39650
ENSG00000144136,SLC20A1,53,-0.0645,37,-0.8467,77,0.54589,89,0.93448,52,-0.0972,42,-0.4230
ENSG00000144134,RABL2A,9,-0.9239,11,-0.8908,22,0.38157,29,0.95246,21,0.31092,18,0.10274
ENSG00000115084,SLC35F5,14,-0.3476,15,-0.4408,23,0.38629,20,0.18432,29,0.77636,15,-0.3071
ENSG00000115091,ACTR3,40,-0.7226,57,-0.2690,89,0.54318,95,0.74989,38,-0.8160,55,-0.2391
ENSG00000175497,DPP10,40,-0.6343,54,-0.2162,91,0.68461,95,0.88995,26,-1.2474,33,-0.9123
ENSG00000235026,DPP10-AS1,15,-0.8444,30,0.35583,17,-0.6628,29,0.22945,16,-0.7375,33,0.38396
ENSG00000088205,DDX18,31,-0.2288,33,-0.2317,33,-0.1146,43,0.33321,46,0.40102,33,-0.1551
ENSG00000125629,INSIG2,16,-0.9800,25,-0.4382,35,0.21791,50,0.97471,35,0.23502,17,-0.8682
ENSG00000144119,C1QL2,28,-0.3563,22,-0.9890,7,-2.2976,7,-2.6114,127,2.31116,90,1.59941
ENSG00000155368,DBI,431,1.30714,202,0.02699,134,-0.6305,130,-0.7439,203,0.02339,163,-0.3240
ENSG00000088179,PTPN4,45,-0.1454,42,-0.3668,46,-0.1091,70,0.64821,37,-0.4642,59,0.27449
ENSG00000115109,EPB41L5,16,0.03536,13,-0.4130,28,0.93920,8,-1.0571,23,0.57127,23,0.54560
ENSG00000144118,RALB,30,-0.8079,64,0.62576,37,-0.5016,47,-0.1187,43,-0.2543,44,-0.2015
ENSG00000074054,CLASP1,40,-0.8052,58,-0.3257,85,0.38176,80,0.32362,71,0.08393,82,0.33411
ENSG00000155438,NIFK,17,-0.2054,16,-0.4696,19,-0.0741,18,-0.2035,25,0.33533,38,1.08118
ENSG00000211460,TSN,56,-0.0681,42,-0.7400,94,0.77042,81,0.58871,49,-0.3026,61,0.05788
ENSG00000136717,BIN1,120,-0.5355,155,-0.2067,186,0.15116,177,0.08085,150,-0.1877,262,0.72122
ENSG00000163161,ERCC3,13,-1.2219,26,-0.1928,45,0.75667,30,0.11302,35,0.32128,26,-0.1098
ENSG00000169967,MAP3K2,18,-0.1221,17,-0.4079,14,-0.5178,25,0.44718,22,0.19046,27,0.48025
ENSG00000163166,IWS1,31,0.28717,23,-0.2492,17,-0.6276,28,0.16040,24,-0.1022,37,0.57467
ENSG00000136709,WDR33,34,-0.3719,41,-0.1023,65,0.69181,32,-0.4888,66,0.72510,34,-0.3678
ENSG00000144231,POLR2D,22,0.17803,20,0.05094,17,-0.2749,18,-0.1641,27,0.47875,16,-0.3688
ENSG00000136715,SAP130,8,-1.2523,20,0.01756,21,0.08833,20,0.06475,30,0.69402,17,-0.2176
ENSG00000136731,UGGT1,20,0.02253,13,-0.7543,13,-0.5788,27,0.62099,28,0.61225,24,0.33844
ENSG00000136720,HS6ST1,86,-0.1102,65,-0.7552,131,0.57354,111,0.33966,126,0.50319,97,0.08229
ENSG00000136699,SMPD4,18,-0.9039,27,-0.3697,43,0.46521,36,0.18134,35,0.13915,46,0.55953
ENSG00000152082,MZT2B,598,0.18887,598,0.29027,385,-0.5087,433,-0.3622,441,-0.2972,640,0.29952
ENSG00000136710,CCDC115,31,-0.7889,47,-0.2174,49,-0.0986,82,0.89632,42,-0.3188,42,-0.3191
ENSG00000136718,IMP4,44,-0.3632,61,0.20322,60,0.12270,61,0.14270,42,-0.4416,48,-0.2321
ENSG00000072135,PTPN18,27,0.44488,16,-0.4630,17,-0.2818,17,-0.2691,34,0.84197,24,0.30913
ENSG00000178171,AMER3,11,-0.4568,16,0.12682,9,-0.7319,24,0.84823,7,-1.0866,12,-0.3334
ENSG00000136002,ARHGEF4,128,-0.1972,165,0.33105,123,-0.2548,149,0.05116,114,-0.3684,123,-0.2515
ENSG00000152102,FAM168B,115,-0.4729,124,-0.5043,223,0.59114,180,0.27597,179,0.23161,179,0.22594
ENSG00000115762,PLEKHB2,157,-0.5250,174,-0.5184,336,0.70506,331,0.79490,184,-0.2765,155,-0.5438
ENSG00000173272,MZT2A,257,0.09986,303,0.59201,133,-0.9331,170,-0.6089,175,-0.5062,300,0.34938
ENSG00000150551,LYPD1,41,0.74543,17,-0.8215,12,-1.0896,13,-1.0812,70,1.71972,38,0.62010
ENSG00000152127,MGAT5,27,-0.4548,17,-1.5117,87,1.47082,50,0.58495,42,0.20655,42,0.20730
ENSG00000152128,TMEM163,17,-0.2304,18,-0.1900,24,0.33542,38,1.32052,4,-2.1860,2,-3.0244
ENSG00000082258,CCNT2,10,-1.3805,21,-0.3148,47,1.09511,25,0.01153,20,-0.3250,33,0.49692
ENSG00000115839,RAB3GAP1,61,-0.4418,61,-0.6060,120,0.65069,137,1.03716,62,-0.4060,44,-0.9377
ENSG00000048991,R3HDM1,31,-1.8551,109,0.10815,83,-0.3513,128,0.38191,102,-0.0334,134,0.40578
ENSG00000144224,UBXN4,75,0.05469,77,0.15197,73,0.02263,53,-0.5288,102,0.56282,58,-0.3358
ENSG00000076003,MCM6,17,-0.1483,14,-0.5801,15,-0.3257,31,0.95051,10,-0.9963,27,0.55730
ENSG00000115866,DARS,76,0.50600,46,-0.4318,46,-0.3155,66,0.29567,83,0.64252,38,-0.5983
ENSG00000150540,HNMT,20,0.57149,13,-0.0443,15,0.19918,17,0.37657,9,-0.5970,5,-1.4515
ENSG00000168702,LRP1B,12,-0.8813,21,-0.0853,22,0.02021,29,0.50155,24,0.12622,19,-0.2325
ENSG00000121964,GTDC1,21,-0.7020,38,0.30210,27,-0.3150,39,0.30192,20,-0.7475,35,0.08264
ENSG00000169554,ZEB2,82,-0.1510,69,-0.5791,195,1.30764,78,-0.2636,66,-0.4784,125,0.53369
ENSG00000121989,ACVR2A,14,-0.4104,17,-0.2741,28,0.63587,23,0.33819,18,-0.0642,16,-0.2763
ENSG00000115947,ORC4,38,-0.7327,56,-0.1549,95,0.74829,58,-0.0701,67,0.16269,62,0.04079
ENSG00000204406,MBD5,8,-0.9578,12,-0.4500,14,-0.1090,19,0.40707,21,0.49189,22,0.55611
ENSG00000135999,EPC2,11,-0.8155,17,-0.1792,15,-0.3379,21,0.17686,20,0.10738,31,0.79883
ENSG00000168280,KIF5C,312,-0.4404,469,0.32488,527,0.39898,374,-0.1716,370,-0.1693,288,-0.5635
ENSG00000168288,MMADHC,47,-0.0914,30,-1.0557,61,0.31984,84,1.02221,46,-0.1107,55,0.16644
ENSG00000080345,RIF1,40,-0.0952,35,-0.4174,38,-0.1550,51,0.34984,44,0.08870,57,0.48774
ENSG00000162980,ARL5A,30,-0.3208,41,0.25747,34,-0.1395,31,-0.3131,35,-0.0956,45,0.31565
ENSG00000182389,CACNB4,45,-0.9642,78,-0.1447,86,0.05357,124,0.76595,87,0.07961,52,-0.7208
ENSG00000115145,STAM2,17,0.01036,10,-1.1220,15,-0.1723,28,0.89889,23,0.45512,22,0.36246
ENSG00000157827,FMNL2,75,0.43047,48,-0.3974,72,0.37639,54,-0.1042,81,0.57246,44,-0.4100
ENSG00000196504,PRPF40A,28,-0.3150,32,-0.1535,39,0.18826,36,0.06542,38,0.14456,39,0.21369
ENSG00000162989,KCNJ3,46,-1.1848,80,-0.4789,148,0.66384,126,0.45778,97,-0.0160,124,0.36993
ENSG00000115159,GPD2,48,0.36805,25,-0.8859,40,0.06435,53,0.59286,52,0.49088,37,-0.0567
ENSG00000136541,ERMN,32,0.86175,20,0.13504,52,1.76158,11,-0.8674,0,-5.6151,2,-3.0855
ENSG00000144283,PKP4,56,-0.1885,63,0.00012,99,0.72858,53,-0.3117,72,0.21110,47,-0.4745
ENSG00000123636,BAZ2B,43,0.74678,30,0.22483,17,-0.7568,19,-0.6545,28,0.04389,28,0.05387
ENSG00000136536,MARCH7,30,-0.0584,22,-0.7127,42,0.49036,40,0.44938,28,-0.1592,42,0.48318
ENSG00000136560,TANK,18,-0.2286,16,-0.5613,33,0.74027,31,0.73556,9,-1.2670,23,0.11791
ENSG00000115233,PSMD14,55,-0.5144,71,-0.1759,70,-0.1444,110,0.69651,57,-0.4646,78,0.04010
ENSG00000136535,TBR1,24,-2.0154,70,-0.5478,193,1.28760,173,1.31695,26,-1.8971,30,-1.6620
ENSG00000144290,SLC4A10,66,-1.2079,93,-0.9369,198,0.50572,250,1.06713,124,-0.2510,189,0.43264
ENSG00000115271,GCA,15,-0.9111,26,-0.1254,34,0.32393,40,0.68756,24,-0.1958,18,-0.6228
ENSG00000153253,SCN3A,31,-1.2106,54,-0.4887,93,0.52900,64,-0.0861,74,0.15422,130,1.10852
ENSG00000136531,SCN2A,128,-1.2731,233,-0.5001,304,0.06855,405,0.62239,267,-0.1400,472,0.79728
ENSG00000178662,CSRNP3,49,-0.9542,76,-0.3894,137,0.67986,141,0.85180,57,-0.7277,76,-0.2845
ENSG00000144285,SCN1A,18,-1.5696,39,-0.5852,107,1.24761,75,0.74147,31,-0.7582,46,-0.1485
ENSG00000172318,B3GALT1,13,-0.2863,14,-0.2898,17,0.18294,17,0.19158,15,-0.0318,21,0.44627
ENSG00000198648,STK39,59,0.01426,44,-0.6262,78,0.45907,97,0.98801,32,-0.9158,45,-0.3958
ENSG00000172292,CERS6,40,-0.8650,57,-0.4454,72,0.06024,107,0.84755,46,-0.6266,92,0.46029
ENSG00000163093,BBS5,17,0.17656,15,-0.0209,12,-0.3846,15,0.00990,23,0.67672,9,-0.7603
ENSG00000138398,PPIG,78,-0.5877,121,0.16122,109,-0.0560,81,-0.5673,135,0.29119,162,0.59210
ENSG00000213160,KLHL23,26,-0.3677,19,-1.1183,32,-0.0291,38,0.31077,54,0.82634,61,1.04303
ENSG00000138385,SSB,72,-0.6402,101,-0.1676,101,-0.1118,127,0.28717,122,0.19064,132,0.31538
ENSG00000138382,METTL5,35,-1.0072,65,-0.0651,56,-0.2885,77,0.26188,79,0.28072,84,0.36881
ENSG00000144357,UBR3,33,-1.2584,60,-0.4659,109,0.62766,114,0.82108,53,-0.5238,78,0.08532
ENSG00000128683,GAD1,145,-0.4659,132,-0.8353,555,1.83480,178,-0.1620,104,-0.9798,261,0.47434
ENSG00000115806,GORASP2,21,-1.0863,41,-0.1163,30,-0.5473,64,0.74440,52,0.29174,36,-0.2789
ENSG00000198586,TLK1,33,-0.7237,56,0.14815,44,-0.2906,72,0.57446,52,-0.0150,31,-0.8396
ENSG00000071967,CYBRD1,88,1.70259,19,-1.1262,23,-0.5303,14,-1.3353,87,1.68258,25,-0.4344
ENSG00000077380,DYNC1I2,118,0.22358,103,-0.0007,77,-0.4644,114,0.17750,130,0.37503,66,-0.6909
ENSG00000115840,SLC25A12,30,-1.0455,53,-0.2470,96,0.79419,81,0.58257,50,-0.2537,41,-0.5611
ENSG00000144355,DLX1,48,0.91878,14,-1.3185,57,1.21551,21,-0.4806,31,0.19220,40,0.61926
ENSG00000091428,RAPGEF4,93,-0.4838,179,0.95248,143,0.19420,111,-0.2414,35,-1.9571,61,-1.1433
ENSG00000091436,MAP3K20,7,-1.2969,19,0.33267,19,0.13346,10,-0.8539,10,-0.8141,36,1.26500
ENSG00000172845,SP3,16,-0.6020,17,-0.6896,37,0.73643,31,0.52501,37,0.74407,14,-0.7577
ENSG00000138430,OLA1,83,-0.7729,125,-0.2064,125,-0.1348,217,0.89371,80,-0.8342,143,0.07871
ENSG00000138433,CIR1,44,-0.2117,48,-0.1188,40,-0.3476,56,0.19220,57,0.21199,58,0.23379
ENSG00000163328,GPR155,75,-0.4626,75,-0.6344,131,0.43954,155,0.84272,108,0.12183,77,-0.4222
ENSG00000128656,CHN1,504,-1.5883,1263,-0.2635,1450,0.03824,2148,0.80186,1271,-0.1712,1579,0.17617
ENSG00000115966,ATF2,23,-1.4717,43,-0.7464,101,0.85111,86,0.66039,60,-0.0079,77,0.39417
ENSG00000154518,ATP5MC3,254,-0.4780,347,0.02022,376,0.14169,428,0.40703,243,-0.5491,323,-0.0985
ENSG00000144320,LNPK,26,-0.6607,32,-0.5411,50,0.33287,51,0.42570,47,0.24185,53,0.42538
ENSG00000128654,MTX2,31,-1.2644,65,-0.2097,84,0.26567,100,0.61878,62,-0.2253,77,0.12530
ENSG00000170144,HNRNPA3,167,-0.2477,190,-0.0647,174,-0.1867,254,0.49047,182,-0.1099,162,-0.2970
ENSG00000116044,NFE2L2,64,1.20195,22,-0.8066,40,0.40640,24,-0.4670,52,0.84020,23,-0.4960
ENSG00000018510,AGPS,18,-0.3313,16,-0.7067,46,1.24679,26,0.33085,26,0.27319,13,-0.7347
ENSG00000079156,OSBPL6,14,-1.2522,33,0.05398,36,0.16086,33,0.03038,49,0.67509,26,-0.3175
ENSG00000180228,PRKRA,41,-0.3621,41,-0.4668,58,0.19965,66,0.47731,57,0.17739,57,0.18374
ENSG00000116095,PLEKHA3,33,-0.5847,39,-0.4834,57,0.28203,60,0.42553,50,0.05733,65,0.47926
ENSG00000187231,SESTD1,23,-0.1957,21,-0.4961,36,0.48781,31,0.29585,30,0.19267,29,0.12813
ENSG00000144331,ZNF385B,8,-1.4516,13,-1.1425,68,1.93383,41,1.19041,6,-1.8225,8,-1.5207
ENSG00000170035,UBE2E3,62,-0.9388,103,-0.2014,130,0.22833,152,0.56111,85,-0.4515,134,0.27400
ENSG00000162992,NEUROD1,7,-1.7415,11,-1.3871,3,-2.7499,7,-1.7544,57,1.61220,96,2.73938
ENSG00000138434,ITPRID2,46,0.11172,40,-0.1864,34,-0.3862,31,-0.5742,59,0.52692,70,0.81237
ENSG00000115252,PDE1A,31,-1.4413,79,0.00713,75,-0.0689,118,0.77307,57,-0.4970,72,-0.1433
ENSG00000077232,DNAJC10,37,-0.1485,34,-0.3677,39,-0.0509,67,0.97100,33,-0.3072,24,-0.7973
ENSG00000061676,NCKAP1,171,-0.7598,211,-0.6174,306,0.15180,365,0.50721,335,0.30019,399,0.58795
ENSG00000065548,ZC3H15,77,-0.8447,127,-0.1033,190,0.58003,164,0.38327,90,-0.6162,137,0.04569
ENSG00000138448,ITGAV,60,-0.0029,42,-0.8046,39,-0.6807,51,-0.3013,162,1.71101,75,0.34567
ENSG00000144369,FAM171B,164,0.03115,121,-0.6352,156,-0.0486,172,0.12116,266,0.83093,196,0.32128
ENSG00000144366,GULP1,15,0.35289,7,-1.0184,2,-2.4133,20,0.94408,27,1.28389,8,-0.5623
ENSG00000204262,COL5A2,10,-0.8547,18,0.14256,15,-0.2645,33,1.24887,5,-1.7545,5,-1.8986
ENSG00000115368,WDR75,8,-0.9705,15,0.02475,19,0.40421,17,0.20919,20,0.49544,8,-0.9500
ENSG00000138381,ASNSD1,19,-0.2650,15,-0.8685,23,-0.0274,44,1.27969,16,-0.5808,24,0.04316
ENSG00000128699,ORMDL1,31,-0.6794,33,-0.8032,81,0.86214,71,0.72456,43,-0.1795,53,0.13855
ENSG00000198130,HIBCH,29,0.27274,20,-0.4732,36,0.59473,24,-0.0553,25,0.02609,29,0.26755
ENSG00000151689,INPP1,15,-0.7189,24,-0.0051,29,0.34022,26,0.20045,34,0.58930,11,-1.1424
ENSG00000151690,MFSD6,27,-1.8077,75,-0.3515,100,0.19600,157,1.14590,77,-0.2157,61,-0.5695
ENSG00000138386,NAB1,20,-0.0804,20,-0.1112,44,1.19285,26,0.34019,4,-2.4864,13,-0.7778
ENSG00000115419,GLS,97,-1.3306,193,-0.3940,296,0.40919,361,0.87152,197,-0.2427,213,-0.1183
ENSG00000115415,STAT1,50,0.08793,31,-0.9213,58,0.31661,69,0.70449,64,0.46233,43,-0.1638
ENSG00000138378,STAT4,7,-1.2334,12,-0.6396,20,0.33569,27,0.91464,17,0.06065,18,0.12480
ENSG00000144339,TMEFF2,44,-0.9218,58,-0.6958,132,0.82388,130,0.93256,41,-1.0338,91,0.21408
ENSG00000196950,SLC39A10,91,-1.3557,184,-0.3954,239,0.14044,346,0.88112,194,-0.1915,239,0.13842
ENSG00000138411,HECW2,15,-1.0249,29,-0.0661,23,-0.3812,38,0.46651,32,0.11560,35,0.24528
ENSG00000119041,GTF3C3,7,-1.4533,14,-0.5355,15,-0.3142,33,1.17717,19,0.11330,17,-0.0738
