Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000164466,SFXN1,146,1.46410,19,-1.7934,84,0.54594,38,-0.9964,53,-0.2714,68,0.12793
ENSG00000145920,CPLX2,146,-1.8814,101,-2.4342,648,0.51353,754,1.03449,168,-1.6729,497,0.00092
ENSG00000122203,KIAA1191,146,0.56066,60,-0.8671,143,0.61606,109,0.10154,35,-1.6688,83,-0.3614
ENSG00000146066,HIGD2A,146,0.28244,140,0.20885,106,-0.2777,100,-0.4307,41,-1.6808,270,1.36043
ENSG00000175416,CLTB,146,-0.6298,312,0.59854,274,0.43841,223,0.04831,117,-0.9734,169,-0.4038
ENSG00000113194,FAF2,146,2.39759,1,-4.7638,35,-0.2762,16,-1.6538,21,-0.9930,78,1.09923
ENSG00000146083,RNF44,146,1.75571,27,-1.1040,64,0.31098,41,-0.5915,34,-0.7401,33,-0.7821
ENSG00000169258,GPRIN1,146,1.75918,4,-3.9307,86,0.91035,42,-0.5411,20,-1.4985,23,-1.3397
ENSG00000074317,SNCB,146,-1.8846,69,-2.9867,1161,1.91037,565,0.28319,162,-1.7350,87,-2.6582
ENSG00000048140,TSPAN17,146,2.34323,31,-0.4727,47,0.23371,30,-0.6400,12,-1.8408,0,-6.7539
ENSG00000113763,UNC5A,146,2.28833,0,-6.2650,74,1.14234,21,-1.3271,17,-1.3839,7,-2.5692
ENSG00000169230,PRELID1,146,0.41978,220,1.13665,78,-0.6508,112,-0.0352,37,-1.7346,126,0.16703
ENSG00000169223,LMAN2,146,1.27873,140,1.19031,48,-0.6482,45,-0.8480,37,-0.9981,72,0.05427
ENSG00000169220,RGS14,146,2.46769,11,-1.8810,26,-0.7041,42,0.12601,11,-1.8576,8,-2.4198
ENSG00000131187,F12,146,2.62951,0,-6.0624,29,-0.4251,42,0.27754,2,-3.9299,0,-6.9206
ENSG00000198055,GRK6,146,2.19405,54,0.32188,43,-0.0483,32,-0.6315,10,-2.1909,5,-3.1512
ENSG00000131188,PRR7,146,1.86490,13,-2.1273,60,0.27306,41,-0.4617,18,-1.5908,45,-0.2270
ENSG00000113758,DBN1,146,1.14622,124,0.85270,78,0.08464,57,-0.5342,29,-1.4817,45,-0.7970
ENSG00000196923,PDLIM7,146,1.00043,416,3.38751,36,-1.3818,15,-2.9056,8,-3.3646,43,-0.9733
ENSG00000183258,DDX41,146,1.57342,38,-0.7112,62,0.07550,48,-0.4276,22,-1.5181,61,0.03757
ENSG00000146067,FAM193B,146,2.50061,58,0.65806,33,-0.2750,17,-1.5440,13,-1.7106,16,-1.3491
ENSG00000184840,TMED9,146,0.71912,204,1.31538,96,0.02031,52,-1.1590,36,-1.4912,122,0.40366
ENSG00000027847,B4GALT7,146,2.44156,22,-0.9043,45,0.21422,29,-0.6093,12,-1.8508,1,-5.0752
ENSG00000204677,FAM153CP,146,1.99049,15,-1.7763,41,-0.3088,32,-0.8067,70,0.59791,28,-0.8675
ENSG00000145916,RMND5B,146,2.12999,31,-0.6093,44,-0.0795,26,-1.0901,21,-1.2275,48,0.08304
ENSG00000145912,NHP2,146,-0.1604,145,-0.1735,160,-0.0169,207,0.56673,133,-0.3104,91,-0.9096
ENSG00000197451,HNRNPAB,146,1.03007,203,1.65258,67,-0.3101,42,-1.2105,40,-1.0676,67,-0.2809
ENSG00000169045,HNRNPH1,146,0.17088,183,0.54693,96,-0.5557,91,-0.7294,113,-0.2431,276,1.27512
ENSG00000127022,CANX,146,-1.1892,359,0.22354,358,0.25230,231,-0.6195,301,-0.0644,606,1.12701
ENSG00000213316,LTC4S,146,2.07275,71,0.69585,11,-2.3601,20,-1.5634,52,0.18339,70,0.66356
ENSG00000161013,MGAT4B,146,1.63833,43,-0.4820,49,-0.3027,60,0.07260,31,-0.9703,23,-1.4049
ENSG00000161011,SQSTM1,146,-0.5943,361,0.89095,188,-0.2225,195,-0.1905,124,-0.8513,324,0.70424
ENSG00000197226,TBC1D9B,146,1.23200,43,-0.7950,62,-0.2437,53,-0.6063,74,0.06847,95,0.47846
ENSG00000113269,RNF130,146,0.61756,32,-1.7637,72,-0.5909,108,0.15598,191,1.09004,69,-0.6001
ENSG00000050748,MAPK9,146,0.47085,43,-1.4495,183,1.02761,127,0.32836,21,-2.5150,33,-1.8538
ENSG00000131446,MGAT1,146,0.96120,291,2.34539,50,-0.8835,26,-2.0659,81,-0.0443,50,-0.8016
ENSG00000278970,HEIH,146,1.88104,36,-0.5361,44,-0.2878,42,-0.4236,38,-0.4756,28,-0.9265
ENSG00000250222,AC008443.5,146,2.50143,16,-1.3787,13,-1.7393,41,0.11367,25,-0.6839,13,-1.6778
ENSG00000146063,TRIM41,146,1.89623,0,-6.0333,32,-0.8297,37,-0.6594,109,1.31483,29,-0.8606
ENSG00000204628,RACK1,146,-1.8195,1392,1.94167,307,-0.7716,339,-0.6823,579,0.31944,538,0.19958
ENSG00000112679,DUSP22,146,2.26797,56,0.42064,26,-0.8641,40,-0.1356,8,-2.4843,4,-3.5487
ENSG00000124535,WRNIP1,146,1.93907,7,-2.8959,68,0.59674,32,-0.8668,17,-1.6306,47,-0.1104
ENSG00000124570,SERPINB6,146,0.99782,149,1.03544,17,-2.5310,40,-1.3519,137,0.87771,145,0.98736
ENSG00000124588,NQO2,146,1.27933,72,0.06163,63,-0.1868,63,-0.2145,20,-1.8984,74,0.09226
ENSG00000137267,TUBB2A,146,-2.8509,118,-3.1664,2288,1.98607,1058,0.22233,159,-2.7264,442,-1.2071
ENSG00000137285,TUBB2B,146,-0.9831,38,-2.9697,163,-0.9077,385,0.81919,137,-1.0868,662,1.55311
ENSG00000137266,SLC22A23,146,2.30937,35,-0.2742,45,0.13273,12,-2.1838,33,-0.3687,37,-0.2049
ENSG00000145945,FAM50B,146,2.75231,26,-0.5025,18,-1.0908,22,-0.8704,12,-1.5904,28,-0.3581
ENSG00000112739,PRPF4B,146,1.38532,56,-0.2560,51,-0.4563,30,-1.4390,58,-0.2017,138,1.28114
ENSG00000198721,ECI2,146,2.12229,47,0.05720,10,-2.4329,31,-0.7449,17,-1.5504,88,1.10165
ENSG00000214113,LYRM4,146,1.73616,55,0.01127,43,-0.4471,34,-0.9538,40,-0.4872,66,0.30544
ENSG00000124785,NRN1,146,0.36647,46,-1.4439,247,1.62058,106,-0.2180,18,-2.7839,32,-1.9592
ENSG00000112799,LY86,146,2.35038,22,-0.9935,11,-2.1624,21,-1.3136,67,0.81497,54,0.42735
ENSG00000124783,SSR1,146,0.82186,115,0.41343,79,-0.2359,55,-0.9550,57,-0.7020,166,1.04189
ENSG00000239264,TXNDC5,146,2.20955,58,0.46205,20,-1.3467,18,-1.6482,23,-1.0238,76,0.91072
ENSG00000124802,EEF1E1,146,1.63561,23,-1.3843,70,0.37254,57,-0.0336,17,-1.8972,23,-1.4445
ENSG00000111843,TMEM14C,146,1.14752,122,0.82763,39,-1.0972,77,0.07166,49,-0.6672,44,-0.8152
ENSG00000137210,TMEM14B,146,0.93702,69,-0.3246,75,-0.2127,75,-0.2403,57,-0.6200,110,0.44894
ENSG00000224531,SMIM13,146,1.10311,7,-3.5310,147,1.36632,49,-0.8869,40,-1.0219,57,-0.4725
ENSG00000205269,TMEM170B,146,1.99657,8,-2.7303,53,0.17014,38,-0.5187,29,-0.8170,35,-0.5142
ENSG00000112137,PHACTR1,146,0.01875,1,-6.5226,284,1.43124,162,0.25106,62,-1.3144,39,-2.0081
ENSG00000145990,GFOD1,146,1.12687,51,-0.6322,151,1.47766,50,-0.8054,30,-1.4323,0,-6.8407
ENSG00000225921,NOL7,146,0.96813,88,0.10542,48,-0.9336,77,-0.1522,70,-0.2534,111,0.49334
ENSG00000010017,RANBP9,146,1.84341,15,-1.9353,66,0.45499,47,-0.2084,15,-1.9189,20,-1.4679
ENSG00000050393,MCUR1,146,1.92217,19,-1.4811,33,-0.7563,38,-0.5617,48,-0.0716,60,0.27898
ENSG00000112149,CD83,146,2.54032,0,-6.1134,65,1.05663,21,-1.1312,6,-2.8039,0,-6.9713
ENSG00000047579,DTNBP1,146,2.15744,11,-2.1732,29,-0.7648,51,0.25530,22,-1.0965,17,-1.5076
ENSG00000124788,ATXN1,146,1.63318,0,-6.0539,53,-0.1765,63,0.20077,34,-0.8307,45,-0.4039
ENSG00000112186,CAP2,146,-0.0502,45,-1.8639,327,1.69521,156,0.06900,11,-3.8788,35,-2.2254
ENSG00000137414,FAM8A1,146,2.65698,0,-6.0471,36,-0.0014,25,-0.7595,19,-1.0069,16,-1.2892
ENSG00000137364,TPMT,146,2.61377,24,-0.6625,27,-0.5776,31,-0.3666,17,-1.1938,0,-6.4547
ENSG00000124795,DEK,146,1.13561,84,0.17992,37,-1.1989,56,-0.5878,71,-0.0823,132,0.95067
ENSG00000172201,ID4,146,0.74612,76,-0.3305,10,-3.4645,50,-1.2021,50,-0.9690,400,2.84110
ENSG00000272168,CASC15,146,2.80274,0,-5.9667,39,0.21738,25,-0.6407,12,-1.6283,0,-6.8253
ENSG00000152954,NRSN1,146,1.17708,0,-6.9582,111,0.82403,83,0.28243,17,-2.1774,25,-1.6746
ENSG00000112294,ALDH5A1,146,0.83097,6,-4.0188,92,0.06711,101,0.26659,39,-1.2711,125,0.55606
ENSG00000137261,KIAA0319,146,2.67210,0,-6.0381,39,0.14651,22,-0.9788,4,-3.2757,32,-0.1810
ENSG00000111802,TDP2,146,2.22870,26,-0.8146,62,0.67448,19,-1.5529,16,-1.4915,24,-0.8979
ENSG00000112304,ACOT13,146,1.91634,12,-2.1852,55,0.16642,36,-0.6656,25,-1.0561,51,0.03475
ENSG00000112308,C6orf62,146,0.21702,54,-1.3424,124,-0.0590,129,0.01407,95,-0.4728,223,0.93414
ENSG00000111913,RIPOR2,146,1.90152,9,-2.5605,94,1.28916,29,-1.0531,14,-1.9387,11,-2.3455
ENSG00000182952,HMGN4,146,2.46564,35,-0.1910,35,-0.2359,22,-1.1182,10,-1.9862,28,-0.5269
ENSG00000269293,ZSCAN16-AS1,146,0.57493,102,-0.0213,28,-2.1597,124,0.40851,81,-0.3942,175,0.88455
ENSG00000204713,TRIM27,146,2.29964,25,-0.7979,33,-0.4410,31,-0.6518,16,-1.4990,36,-0.2632
ENSG00000204681,GABBR1,146,-0.9837,93,-1.6707,414,0.82012,303,0.22738,172,-0.7317,316,0.23491
ENSG00000204655,MOG,146,2.16432,0,-6.3431,13,-2.0099,11,-2.4768,138,2.02749,62,0.53250
ENSG00000206503,HLA-A,146,-1.2395,1643,3.36440,89,-2.1276,107,-2.0167,190,-0.8379,438,0.49999
ENSG00000204619,PPP1R11,146,1.31270,65,-0.0769,73,0.13160,61,-0.2469,31,-1.2028,43,-0.7144
ENSG00000231074,HCG18,146,2.36593,7,-2.5456,51,0.39688,20,-1.3156,51,0.35878,3,-3.8822
ENSG00000241370,RPP21,146,1.32954,98,0.61462,51,-0.4884,56,-0.3808,34,-1.0734,59,-0.2091
ENSG00000204592,HLA-E,146,-0.9632,1529,3.75335,17,-4.3171,62,-2.5825,298,0.15832,240,-0.1941
ENSG00000204590,GNL1,146,0.81013,98,0.12664,85,-0.1144,63,-0.7258,75,-0.3019,136,0.68282
ENSG00000204574,ABCF1,146,1.78076,65,0.30830,55,0.04289,36,-0.8133,21,-1.4508,35,-0.6693
ENSG00000204569,PPP1R10,146,2.21606,55,0.35604,37,-0.2887,20,-1.4214,20,-1.2035,38,-0.2295
ENSG00000204568,MRPS18B,146,1.72949,24,-1.2875,38,-0.6377,56,0.02897,38,-0.5976,44,-0.3557
ENSG00000137343,ATAT1,146,1.95904,8,-2.7689,54,0.15031,44,-0.2305,17,-1.6226,34,-0.5962
ENSG00000204564,C6orf136,146,2.07219,19,-1.3800,51,0.16935,37,-0.4611,31,-0.6582,11,-2.1918
ENSG00000196230,TUBB,146,-1.4409,356,-0.0628,579,0.89949,434,0.36154,153,-1.3715,214,-0.8653
ENSG00000137312,FLOT1,146,-0.3697,232,0.37890,288,0.89326,166,-0.2249,134,-0.5043,74,-1.4187
ENSG00000204580,DDR1,146,0.48790,21,-2.4822,30,-2.1136,50,-1.4684,176,0.80934,427,2.61871
ENSG00000137411,VARS2,146,2.33759,41,-0.0381,29,-0.6307,22,-1.2413,42,0.01932,23,-0.9316
ENSG00000204525,HLA-C,146,-1.2393,1515,3.10880,128,-1.5647,115,-1.8978,146,-1.2469,509,0.75759
ENSG00000234745,HLA-B,146,-1.1790,1722,3.66745,46,-3.0599,72,-2.5686,254,-0.3250,371,0.28860
ENSG00000198563,DDX39B,146,0.83073,135,0.68608,76,-0.2792,69,-0.5245,73,-0.3293,90,0.00842
ENSG00000213760,ATP6V1G2,146,-0.4082,52,-1.9900,346,1.25700,238,0.53202,55,-1.8823,43,-2.2714
ENSG00000204482,LST1,146,2.17605,48,0.10093,7,-2.8523,22,-1.2931,91,1.21131,36,-0.3586
ENSG00000204472,AIF1,146,0.50284,139,0.41345,33,-1.9385,77,-0.6703,225,1.26377,163,0.68682
ENSG00000204469,PRRC2A,146,0.30161,164,0.49342,119,-0.0465,106,-0.2808,42,-1.6283,186,0.70976
ENSG00000204463,BAG6,146,0.39635,202,0.95371,113,-0.0290,74,-0.8670,78,-0.6051,160,0.54177
ENSG00000204435,CSNK2B,146,0.05470,188,0.47162,137,-0.0570,136,-0.0833,118,-0.2933,138,-0.0353
ENSG00000204427,ABHD16A,146,1.80057,33,-0.7384,43,-0.3651,32,-0.9812,32,-0.8013,85,0.77674
ENSG00000213722,DDAH2,146,0.99422,315,2.58007,16,-2.6201,31,-1.7497,54,-0.6573,92,0.20089
ENSG00000213719,CLIC1,146,1.10541,398,3.43526,2,-5.2506,18,-2.4972,30,-1.4564,56,-0.5073
ENSG00000204394,VARS,146,2.16885,11,-2.0557,39,-0.2449,31,-0.7495,31,-0.5766,44,-0.0138
ENSG00000204392,LSM2,146,1.59554,120,1.20878,27,-1.3225,29,-1.3321,44,-0.4579,80,0.49792
ENSG00000204389,HSPA1A,146,1.40905,130,1.19260,49,-0.4958,29,-1.4785,15,-2.2376,107,0.83317
ENSG00000204388,HSPA1B,146,1.96873,57,0.25102,62,0.44502,27,-1.1536,7,-2.8309,27,-0.9398
ENSG00000204387,SNHG32,146,0.62414,151,0.68204,25,-2.2674,75,-0.6003,166,0.84427,167,0.85205
ENSG00000204386,NEU1,146,2.20860,59,0.48811,41,-0.1121,31,-0.6984,3,-3.9912,12,-1.9092
ENSG00000204371,EHMT2,146,1.78116,19,-1.5797,68,0.45721,34,-0.8753,38,-0.5530,41,-0.4298
ENSG00000204356,NELFE,146,0.69907,106,0.16231,82,-0.2796,89,-0.1607,113,0.25686,68,-0.5419
ENSG00000204351,SKIV2L,146,2.72635,16,-1.1963,45,0.44371,12,-1.9114,13,-1.5763,18,-1.0176
ENSG00000204344,STK19,146,2.78235,31,-0.1876,25,-0.5901,19,-1.1839,18,-0.9871,12,-1.6027
ENSG00000204314,PRRT1,146,0.20263,15,-3.2194,248,1.37555,149,0.31280,31,-2.1590,29,-2.2898
ENSG00000204310,AGPAT1,146,0.60615,72,-0.5401,155,0.84608,75,-0.6103,38,-1.5252,122,0.29940
ENSG00000204308,RNF5,146,1.49701,42,-0.6217,50,-0.3961,56,-0.1974,45,-0.5099,57,-0.1486
ENSG00000204287,HLA-DRA,146,-0.9607,915,2.27125,40,-3.0344,114,-1.5980,573,1.30223,370,0.52272
ENSG00000198502,HLA-DRB5,146,1.27827,258,2.47412,4,-4.2842,27,-1.7283,89,0.40636,44,-0.7363
ENSG00000196126,HLA-DRB1,146,-0.6677,963,2.87572,68,-1.9591,81,-1.8588,259,0.24510,261,0.25679
ENSG00000179344,HLA-DQB1,146,0.28841,504,2.74009,24,-2.6322,29,-2.5529,184,0.67293,137,0.17587
ENSG00000204257,HLA-DMA,146,1.59312,219,2.47604,5,-3.6569,20,-1.9879,66,0.19019,30,-1.0466
ENSG00000204256,BRD2,146,1.18912,116,0.77894,50,-0.6699,43,-1.0088,46,-0.7392,119,0.81882
ENSG00000231389,HLA-DPA1,146,-0.3047,618,2.33577,35,-2.6314,65,-1.8388,331,1.06830,234,0.46123
ENSG00000223865,HLA-DPB1,146,0.59562,441,2.86850,6,-4.3336,23,-2.5858,121,0.27497,130,0.40090
ENSG00000204231,RXRB,146,1.71589,39,-0.5694,42,-0.4788,44,-0.4834,40,-0.5235,59,0.09321
ENSG00000112473,SLC39A7,146,2.45632,44,0.16309,33,-0.3077,18,-1.5004,19,-1.0977,27,-0.5745
ENSG00000204227,RING1,146,1.42581,77,0.29348,43,-0.7038,65,0.00673,41,-0.6988,35,-0.9531
ENSG00000223501,VPS52,146,2.44604,32,-0.3391,25,-0.7889,33,-0.3820,22,-0.9418,8,-2.3069
ENSG00000231500,RPS18,146,-3.1561,2919,1.60083,484,-1.5070,979,-0.3855,2004,0.89620,1639,0.54644
ENSG00000227057,WDR46,146,2.15337,58,0.40231,36,-0.4119,37,-0.4112,20,-1.2485,0,-7.2081
ENSG00000204220,PFDN6,146,1.46641,45,-0.5174,61,-0.0486,48,-0.5451,47,-0.4629,61,-0.0438
ENSG00000237441,RGL2,146,2.15333,101,1.38554,17,-1.6030,23,-1.2858,39,-0.2231,17,-1.4554
ENSG00000231925,TAPBP,146,0.35272,197,0.86481,99,-0.3231,100,-0.3366,72,-0.7742,148,0.37225
ENSG00000112511,PHF1,146,1.77710,88,0.82894,32,-0.8757,45,-0.3747,31,-0.8442,19,-1.5756
ENSG00000112514,CUTA,146,-0.7240,232,0.00283,230,-0.0118,227,-0.0443,191,-0.3084,374,0.80570
ENSG00000197283,SYNGAP1,146,1.02507,23,-1.8703,142,1.18930,77,-0.0743,14,-2.5881,19,-2.1554
ENSG00000137288,UQCC2,146,0.32182,198,0.83413,95,-0.4265,111,-0.1648,100,-0.2885,115,-0.0756
ENSG00000161904,LEMD2,146,2.47717,51,0.43238,21,-1.0629,20,-1.2300,14,-1.5993,39,-0.0213
ENSG00000137309,HMGA1,146,1.55191,31,-1.0189,61,0.01616,70,0.32471,29,-1.1195,5,-3.6208
ENSG00000186577,SMIM29,146,0.30810,64,-1.0024,164,0.59200,127,0.10216,58,-1.1550,113,-0.1096
ENSG00000272325,NUDT3,146,-0.4385,153,-0.3650,204,0.10504,200,0.08356,322,0.86589,104,-0.9657
ENSG00000124614,RPS10,146,-2.0181,1158,1.30658,309,-0.9863,475,-0.2843,837,0.72067,716,0.45152
ENSG00000124507,PACSIN1,146,-0.5119,47,-2.2291,358,1.18209,251,0.50351,82,-1.3956,72,-1.5862
ENSG00000196821,ILRUN,146,1.08489,53,-0.6016,58,-0.4991,76,-0.0426,77,0.00235,75,-0.0447
ENSG00000124562,SNRPC,146,0.92352,127,0.67231,72,-0.3032,84,-0.0166,59,-0.5781,35,-1.3682
ENSG00000064995,TAF11,146,2.54627,5,-3.0686,24,-0.7970,26,-0.7534,8,-2.3052,58,0.69882
ENSG00000198755,RPL10A,146,-1.9203,1140,1.40153,237,-1.3108,453,-0.2493,663,0.43270,808,0.77353
ENSG00000096060,FKBP5,146,1.05060,234,1.96775,15,-2.6135,29,-1.8036,77,-0.0413,134,0.88685
ENSG00000112062,MAPK14,146,2.75638,0,-5.9916,35,0.01140,19,-1.1796,10,-1.8564,32,-0.1321
ENSG00000096070,BRPF3,146,2.22873,32,-0.4844,35,-0.3763,20,-1.4907,51,0.26444,34,-0.3995
ENSG00000112078,KCTD20,146,2.39690,53,0.43140,29,-0.5620,28,-0.7534,11,-1.9061,13,-1.7600
ENSG00000112081,SRSF3,146,-0.0637,211,0.54358,128,-0.3165,134,-0.2735,165,0.13453,191,0.37131
ENSG00000124772,CPNE5,146,1.05051,14,-2.5540,169,1.65989,64,-0.4413,9,-3.2078,11,-2.8925
ENSG00000137168,PPIL1,146,2.36735,47,0.21925,28,-0.6530,32,-0.5079,22,-0.9627,2,-4.2102
ENSG00000198663,C6orf89,146,0.63764,101,0.02859,107,0.12786,69,-0.7461,101,0.02275,129,0.42693
ENSG00000137409,MTCH1,146,-1.9168,189,-1.5352,940,1.28480,578,0.28507,232,-1.2257,398,-0.3939
ENSG00000065491,TBC1D22B,146,2.94715,18,-0.9242,37,0.21530,17,-1.2689,3,-3.3033,4,-3.1436
ENSG00000112130,RNF8,146,2.59972,20,-0.9468,45,0.34576,21,-1.0982,9,-2.1049,8,-2.3403
ENSG00000137200,CMTR1,146,2.65266,30,-0.3384,36,-0.0424,21,-1.0227,10,-1.9134,7,-2.3989
ENSG00000198937,CCDC167,146,2.07240,4,-3.6390,22,-1.2838,31,-0.8301,24,-1.0119,111,1.51038
ENSG00000156639,ZFAND3,146,1.52538,53,-0.2323,37,-0.8694,54,-0.2693,44,-0.5348,72,0.27467
ENSG00000183826,BTBD9,146,1.79371,33,-0.7608,71,0.53962,47,-0.2800,16,-1.8166,4,-3.6936
ENSG00000124767,GLO1,146,0.73968,34,-1.5612,131,0.64795,88,-0.1387,60,-0.7155,80,-0.2624
ENSG00000146122,DAAM2,146,0.73863,79,-0.2853,19,-2.5750,22,-2.5049,358,2.53975,158,0.87759
ENSG00000124596,OARD1,146,2.42134,19,-1.1648,35,-0.2513,19,-1.3750,34,-0.2685,35,-0.2195
ENSG00000137166,FOXP4,146,2.58198,26,-0.5612,36,-0.0955,20,-1.2097,12,-1.7408,23,-0.7527
ENSG00000214736,TOMM6,146,0.18352,157,0.29934,105,-0.3963,156,0.39567,109,-0.2972,88,-0.6267
ENSG00000112576,CCND3,146,1.04249,82,0.04804,61,-0.4598,82,0.07912,61,-0.4151,55,-0.5740
ENSG00000048544,MRPS10,146,2.20267,15,-1.5994,59,0.57193,31,-0.6997,23,-1.0026,1,-5.4127
ENSG00000146223,RPL7L1,146,1.20629,30,-1.3803,104,0.70074,67,-0.1516,29,-1.4238,38,-1.0141
ENSG00000137161,CNPY3,146,1.36614,95,0.59099,25,-1.6334,53,-0.4762,105,0.76828,44,-0.6540
ENSG00000124587,PEX6,146,2.70804,30,-0.2686,25,-0.6294,19,-1.1887,21,-0.8010,17,-1.1394
ENSG00000112640,PPP2R5D,146,1.49032,12,-2.5084,77,0.41667,36,-1.0502,17,-1.9913,122,1.15329
ENSG00000124733,MEA1,146,0.52043,135,0.37958,109,0.03651,110,0.07270,83,-0.4057,48,-1.2293
ENSG00000124702,KLHDC3,146,-0.3452,94,-1.0282,286,0.91229,208,0.29930,82,-1.2390,117,-0.6928
ENSG00000124541,RRP36,146,1.90361,108,1.30823,34,-0.6829,33,-0.8492,16,-1.7602,18,-1.5457
ENSG00000112651,MRPL2,146,1.60646,81,0.53162,50,-0.2763,44,-0.5919,27,-1.1815,42,-0.5420
ENSG00000112658,SRF,146,1.99135,105,1.32752,40,-0.3610,27,-1.1148,24,-1.0666,1,-5.2229
ENSG00000112659,CUL9,146,2.31396,51,0.31781,23,-1.0545,35,-0.3694,8,-2.4642,22,-0.9753
ENSG00000112667,DNPH1,146,1.19601,104,0.59309,35,-1.2297,66,-0.1906,18,-2.1372,117,0.79137
ENSG00000146216,TTBK1,146,3.07706,3,-3.3351,25,-0.4168,27,-0.2853,1,-4.3727,0,-6.6850
ENSG00000204052,LRRC73,146,2.03027,0,-6.4309,75,0.89581,38,-0.4455,10,-2.3967,9,-2.4944
ENSG00000137207,YIPF3,146,0.89511,77,-0.1775,100,0.29243,52,-0.9924,51,-0.8192,144,0.86692
ENSG00000096080,MRPS18A,146,1.37128,102,0.71857,47,-0.6055,59,-0.2443,24,-1.5546,53,-0.3499
ENSG00000180992,MRPL14,146,1.34981,72,0.11127,62,-0.1373,64,-0.1106,23,-1.6103,47,-0.5757
ENSG00000137216,TMEM63B,146,1.13065,13,-2.6015,151,1.47389,43,-1.0868,8,-3.2566,81,0.11202
ENSG00000096384,HSP90AB1,146,-3.1746,615,-1.0412,2680,1.79849,1204,0.01731,608,-1.0590,408,-1.6613
ENSG00000178233,TMEM151B,146,0.41275,5,-4.4191,147,0.48495,163,0.86032,55,-1.1340,37,-1.7354
ENSG00000096401,CDC5L,146,1.84389,24,-1.2027,53,0.04316,29,-1.1343,30,-0.8863,77,0.63398
ENSG00000001561,ENPP4,146,2.06582,20,-1.3149,40,-0.2991,25,-1.2306,61,0.41701,43,-0.1461
ENSG00000112796,ENPP5,146,2.48019,0,-6.1483,65,1.02004,17,-1.5104,0,-7.8108,25,-0.7176
ENSG00000172348,RCAN2,146,0.27857,243,1.15626,82,-0.7220,142,0.31052,58,-1.1650,75,-0.7936
ENSG00000146072,TNFRSF21,146,2.01118,33,-0.6102,67,0.63326,28,-1.0381,15,-1.7759,22,-1.2130
ENSG00000146085,MMUT,146,1.91179,36,-0.5439,42,-0.3158,32,-0.8791,10,-2.3973,81,0.78817
ENSG00000170915,PAQR8,146,0.57754,22,-2.3273,54,-1.1215,67,-0.8428,172,0.85588,280,1.77702
ENSG00000096092,TMEM14A,146,0.78021,0,-7.3670,129,0.66689,92,0.01331,21,-2.2584,124,0.49301
ENSG00000170899,GSTA4,146,1.54164,18,-1.8621,83,0.60813,63,0.09682,11,-2.5902,15,-2.1271
ENSG00000112146,FBXO9,146,0.68174,68,-0.5623,168,1.11845,72,-0.6060,28,-1.9001,81,-0.2956
ENSG00000012660,ELOVL5,146,1.25151,116,0.83426,15,-2.5170,35,-1.3310,61,-0.2293,178,1.62818
ENSG00000001084,GCLC,146,2.05719,19,-1.3815,23,-1.2126,24,-1.2811,33,-0.5466,108,1.43658
ENSG00000151914,DST,146,-0.4143,120,-0.7199,152,-0.4018,152,-0.4573,319,0.87777,363,1.10734
ENSG00000151917,BEND6,146,2.35208,0,-6.2256,29,-0.6377,41,0.00353,44,0.10688,0,-6.8331
ENSG00000112200,ZNF451,146,2.43308,10,-2.1148,29,-0.5617,16,-1.6501,33,-0.3120,64,0.79152
ENSG00000118482,PHF3,146,2.31202,11,-2.0657,26,-0.8267,22,-1.2000,30,-0.5436,73,0.92275
ENSG00000230910,AL391807.1,146,2.23138,0,-6.3007,53,0.36365,29,-0.7959,18,-1.3349,35,-0.3565
ENSG00000135298,ADGRB3,146,1.68382,0,-6.6694,97,1.09254,40,-0.6778,14,-2.1231,34,-0.7853
ENSG00000168216,LMBRD1,146,0.71563,102,0.10274,78,-0.3691,61,-0.8822,43,-1.2347,229,1.53855
ENSG00000112305,SMAP1,146,1.12075,31,-1.3632,129,1.07810,68,-0.2160,22,-1.9052,20,-1.9921
ENSG00000112309,B3GAT2,146,1.45075,12,-2.4435,30,-1.2878,38,-1.0154,53,-0.2804,188,1.95539
ENSG00000119900,OGFRL1,146,0.30145,79,-0.6765,89,-0.5465,82,-0.7950,248,1.22118,199,0.82228
ENSG00000079841,RIMS1,146,1.09617,23,-1.8226,68,-0.2329,110,0.85016,48,-0.7370,10,-2.9792
ENSG00000156508,EEF1A1,146,-4.3424,6374,1.53463,1134,-1.4505,2163,-0.4299,4500,0.88630,4196,0.76298
ENSG00000112695,COX7A2,146,-1.8902,447,-0.1808,453,-0.1805,740,0.96118,317,-0.7181,462,-0.1252
ENSG00000112697,TMEM30A,146,-0.2036,126,-0.4360,324,1.41626,116,-0.7116,91,-0.9499,135,-0.3344
ENSG00000112701,SENP6,146,1.62825,98,0.87575,32,-1.0052,48,-0.3876,25,-1.2755,44,-0.4377
ENSG00000196586,MYO6,146,1.09514,61,-0.3645,36,-1.2872,36,-1.4200,238,2.05352,67,-0.2205
ENSG00000146247,PHIP,146,1.79828,50,-0.0967,43,-0.3651,25,-1.4389,84,0.74993,39,-0.4970
