Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000144029,MRPS5,61,0.70342,37,-0.1352,16,-1.3855,28,-0.5675,32,-0.4120,43,0.10302,56,0.65380
ENSG00000084090,STARD7,220,0.67960,126,-0.2426,202,0.53274,149,0.03424,117,-0.3938,122,-0.2864,131,-0.1977
ENSG00000135956,TMEM127,32,-0.9315,17,-1.8676,73,0.36401,76,0.42694,45,-0.4495,109,1.06353,64,0.16619
ENSG00000144021,CIAO1,83,-0.0541,86,0.00286,93,0.13459,69,-0.3541,74,-0.2603,76,-0.1994,108,0.44991
ENSG00000144028,SNRNP200,86,0.65811,34,-0.8418,90,0.75402,49,-0.2719,34,-0.9304,61,0.08811,66,0.25663
ENSG00000144199,FAHD2B,44,0.41584,23,-0.5972,18,-0.9383,38,0.19619,23,-0.6916,44,0.42410,46,0.58710
ENSG00000135940,COX5B,536,-0.4279,540,-0.4157,643,-0.1405,691,-0.0229,978,0.65357,624,-0.1862,659,-0.1141
ENSG00000115073,ACTR1B,46,-1.0337,30,-1.6512,133,0.68036,106,0.29532,89,0.00887,102,0.22558,101,0.24919
ENSG00000075568,TMEM131,66,0.59319,30,-0.6935,52,0.20056,45,-0.0514,41,-0.2023,50,0.14680,45,-0.0535
ENSG00000040933,INPP4A,33,-1.3527,70,-0.1888,56,-0.5587,82,0.05494,73,-0.1582,120,0.69271,103,0.51170
ENSG00000183513,COA5,101,1.05091,38,-0.5515,33,-0.7686,48,-0.2106,58,0.10579,56,0.05502,49,-0.1946
ENSG00000115446,UNC50,45,0.07035,14,-1.6918,22,-1.0400,58,0.47135,51,0.30952,51,0.27767,48,0.21187
ENSG00000071073,MGAT4A,30,-0.2417,35,0.01340,44,0.35851,42,0.28341,16,-1.3381,69,1.16310,32,-0.1750
ENSG00000196872,KIAA1211L,2,-4.7718,21,-1.7541,111,0.83154,121,0.98512,49,-0.5708,31,-1.2010,112,1.01783
ENSG00000185414,MRPL30,36,-0.1686,20,-1.0279,37,-0.1159,65,0.82723,36,-0.1574,45,0.22095,40,0.03232
ENSG00000115514,TXNDC9,18,-0.8980,8,-2.0486,43,0.50603,16,-1.0309,48,0.82341,31,-0.0347,37,0.25941
ENSG00000158417,EIF5B,210,1.34402,114,0.26756,135,0.55090,52,-0.9566,50,-1.1292,102,0.08264,79,-0.3742
ENSG00000144218,AFF3,20,-1.4083,23,-1.1969,47,-0.1332,70,0.52092,63,0.40742,41,-0.3469,65,0.47780
ENSG00000170500,LONRF2,62,-2.2142,147,-0.9142,330,0.37753,595,1.42535,186,-0.6081,286,0.13761,286,0.15842
ENSG00000115526,CHST10,19,-0.6416,29,0.01855,61,1.25971,23,-0.3948,21,-0.5964,21,-0.5192,34,0.27657
ENSG00000170485,NPAS2,1,-4.8514,17,-1.2300,59,0.70549,66,0.90132,32,-0.3428,10,-2.0055,65,1.05459
ENSG00000071082,RPL31,2103,1.02451,1762,0.71053,1268,0.15606,1149,-0.0048,1023,-0.2182,822,-0.5372,611,-1.0955
ENSG00000175874,CREG2,49,-2.8827,171,-1.0102,155,-1.1630,507,0.73764,270,-0.3452,468,0.59692,525,0.95809
ENSG00000071054,MAP4K4,371,2.54870,153,0.75930,122,0.37940,45,-1.1834,31,-1.8658,35,-1.5549,42,-1.4044
ENSG00000198914,POU3F3,127,1.64164,52,0.05669,28,-0.9036,10,-2.3400,52,0.05785,49,-0.0388,40,-0.3809
ENSG00000135972,MRPS9,11,-1.8074,19,-0.9940,31,-0.2934,29,-0.3530,43,0.26996,21,-0.8678,67,1.24897
ENSG00000071051,NCK2,41,0.30258,10,-1.7939,15,-1.2323,19,-0.9353,51,0.79561,32,-0.0822,44,0.46355
ENSG00000135968,GCC2,88,0.09277,114,0.53069,64,-0.4211,41,-1.0918,78,-0.1145,133,0.79264,75,-0.1759
ENSG00000153201,RANBP2,125,0.35493,96,-0.0837,98,-0.0439,130,0.42053,71,-0.6155,112,0.16527,102,0.02383
ENSG00000175701,MTLN,74,-0.5105,43,-1.3509,46,-1.2591,83,-0.3366,192,1.31740,93,-0.1580,100,-0.0501
ENSG00000153107,ANAPC1,0,-6.1055,24,-0.3119,7,-2.1304,50,0.86884,26,-0.1996,36,0.31364,48,0.97355
ENSG00000188177,ZC3H6,113,1.71990,63,0.64286,42,-0.0061,22,-0.9995,18,-1.4474,42,-0.0408,33,-0.4566
ENSG00000114999,TTL,28,-1.1816,60,-0.0242,24,-1.4131,72,0.27123,63,0.06257,61,-0.0017,88,0.73047
ENSG00000125611,CHCHD5,46,0.71515,33,0.14106,38,0.36741,46,0.71558,17,-0.9920,16,-0.9438,29,-0.0798
ENSG00000144136,SLC20A1,25,-0.3297,22,-0.5866,42,0.49546,38,0.30302,25,-0.4073,15,-1.1214,45,0.70457
ENSG00000189223,PAX8-AS1,15,-1.3045,18,-1.0417,51,0.58768,33,-0.1040,34,-0.0847,49,0.52255,43,0.35620
ENSG00000115084,SLC35F5,77,1.57484,26,-0.3192,31,-0.0311,29,-0.1255,21,-0.6997,24,-0.4029,27,-0.2861
ENSG00000115091,ACTR3,45,-1.3726,81,-0.4942,94,-0.2619,152,0.52334,108,-0.0495,164,0.66093,122,0.17877
ENSG00000175497,DPP10,30,-1.4865,57,-0.5200,54,-0.6036,98,0.33791,64,-0.3995,116,0.61880,117,0.75682
ENSG00000088205,DDX18,124,1.60728,37,-0.4788,36,-0.5149,82,0.85361,31,-0.8274,33,-0.6406,36,-0.5395
ENSG00000125629,INSIG2,28,-0.7680,31,-0.6023,23,-1.0661,58,0.38306,38,-0.3196,96,1.28629,49,0.13738
ENSG00000155368,DBI,850,1.94783,408,0.56536,478,0.84225,103,-1.6014,161,-1.0215,136,-1.1775,157,-1.0647
ENSG00000088179,PTPN4,9,-2.7103,50,-0.1741,55,0.00282,57,0.06298,57,0.07159,53,-0.0598,79,0.69811
ENSG00000144118,RALB,34,-0.9721,33,-0.9978,59,-0.1078,49,-0.4035,74,0.30434,92,0.64000,75,0.35093
ENSG00000074054,CLASP1,47,-0.7361,36,-1.1381,113,0.69034,85,0.20169,60,-0.4123,78,0.06057,98,0.52156
ENSG00000211460,TSN,61,-0.3236,47,-0.7373,94,0.38149,70,-0.1099,77,0.05086,42,-0.9005,102,0.61553
ENSG00000136717,BIN1,365,1.34789,117,-0.5637,128,-0.4246,174,0.06045,112,-0.7108,120,-0.5293,190,0.23639
ENSG00000169967,MAP3K2,51,0.78151,50,0.76320,36,0.22680,26,-0.3065,16,-1.1892,18,-0.8737,36,0.24918
ENSG00000163166,IWS1,44,0.43596,40,0.28496,39,0.24888,33,-0.0292,18,-1.0856,43,0.42042,34,0.00460
ENSG00000136709,WDR33,39,-0.2121,34,-0.4223,54,0.31928,87,1.15744,29,-0.7230,17,-1.4818,55,0.40120
ENSG00000136720,HS6ST1,64,0.08204,36,-0.8092,65,0.10772,176,1.91684,31,-1.1705,37,-0.7624,54,-0.2294
ENSG00000136699,SMPD4,58,0.96550,16,-1.1409,45,0.52061,33,0.00221,18,-1.0510,20,-0.7384,44,0.55706
ENSG00000152082,MZT2B,476,0.19023,383,-0.1629,389,-0.1375,541,0.40286,401,-0.1021,489,0.23321,367,-0.2608
ENSG00000136710,CCDC115,56,0.02920,30,-0.9532,54,-0.0132,69,0.37638,63,0.25732,41,-0.4440,58,0.12610
ENSG00000136718,IMP4,51,-0.1287,50,-0.1677,16,-1.8511,84,0.68569,68,0.36543,56,0.01761,54,-0.0609
ENSG00000136002,ARHGEF4,66,-1.0885,106,-0.3392,106,-0.3527,175,0.46672,138,0.09389,144,0.14393,156,0.32132
ENSG00000152102,FAM168B,168,0.18132,77,-1.0471,183,0.32329,193,0.40891,124,-0.3451,140,-0.1163,172,0.25467
ENSG00000115762,PLEKHB2,112,-1.1930,99,-1.3741,217,-0.1665,351,0.63002,211,-0.2369,367,0.70540,299,0.41179
ENSG00000173272,MZT2A,102,-1.2020,176,-0.3546,135,-0.7696,224,0.03178,334,0.83674,264,0.30144,204,-0.1352
ENSG00000150551,LYPD1,8,-4.2812,56,-1.4138,57,-1.4060,75,-0.9888,138,-0.0342,131,-0.1167,332,1.94010
ENSG00000152127,MGAT5,75,0.72000,19,-1.3955,32,-0.6332,49,0.03280,63,0.50013,59,0.32985,37,-0.4561
ENSG00000152128,TMEM163,45,-0.3493,16,-1.9043,0,-8.3171,22,-1.4625,67,0.32716,60,0.11530,115,1.52623
ENSG00000082258,CCNT2,36,0.06703,24,-0.5540,13,-1.4629,33,-0.1001,41,0.32805,25,-0.5061,49,0.67368
ENSG00000115839,RAB3GAP1,68,-0.4587,45,-1.0891,80,-0.2001,105,0.23468,84,-0.1346,82,-0.1553,134,0.76835
ENSG00000048991,R3HDM1,18,-2.0414,51,-0.4915,61,-0.2190,93,0.48504,79,0.24908,86,0.34204,79,0.24345
ENSG00000144224,UBXN4,192,1.40862,68,-0.3716,72,-0.2715,85,0.00135,67,-0.4442,52,-0.7760,83,-0.0514
ENSG00000115866,DARS,154,1.47020,56,-0.2793,74,0.18490,80,0.31783,35,-1.0735,48,-0.5155,57,-0.2824
ENSG00000150540,HNMT,46,0.71188,15,-1.0866,42,0.54594,6,-2.2649,32,0.09376,20,-0.6067,39,0.48231
ENSG00000168702,LRP1B,4,-3.9927,124,1.29760,42,-0.5284,45,-0.4111,36,-0.8337,117,1.19708,60,0.06874
ENSG00000121964,GTDC1,47,0.34327,38,-0.0179,40,0.07346,45,0.27137,18,-1.2430,47,0.32694,46,0.31819
ENSG00000169554,ZEB2,485,2.42943,289,1.33908,79,-0.8248,42,-1.7580,31,-2.3568,65,-1.1310,89,-0.7068
ENSG00000121989,ACVR2A,16,-1.3348,31,-0.3531,43,0.17956,63,0.81835,18,-1.2522,52,0.49062,53,0.60233
ENSG00000115947,ORC4,19,-2.0892,47,-0.7112,62,-0.2901,78,0.07694,67,-0.1788,122,0.84338,102,0.62978
ENSG00000168280,KIF5C,388,-0.1030,473,0.22007,371,-0.1747,526,0.39883,393,-0.0917,349,-0.2699,413,-0.0009
ENSG00000168288,MMADHC,44,-0.4015,30,-1.0058,58,0.03347,21,-1.5288,52,-0.1617,85,0.67944,84,0.78406
ENSG00000080345,RIF1,59,0.38965,97,1.25736,59,0.37730,29,-0.7508,39,-0.3058,27,-0.8468,35,-0.5042
ENSG00000162980,ARL5A,63,0.66063,48,0.20353,33,-0.4010,64,0.67426,31,-0.5723,22,-0.9992,45,0.11551
ENSG00000182389,CACNB4,21,-1.9304,80,0.12628,46,-0.7563,128,0.93325,81,0.17493,143,1.12719,42,-0.9578
ENSG00000157827,FMNL2,381,2.54246,130,0.42797,68,-0.6164,85,-0.2574,31,-1.9479,43,-1.2975,66,-0.7262
ENSG00000196504,PRPF40A,112,1.27621,62,0.23825,43,-0.3514,28,-1.0056,52,-0.0635,53,-0.0273,40,-0.5078
ENSG00000162989,KCNJ3,44,-1.6877,69,-1.0213,106,-0.3639,123,-0.1277,130,-0.0451,137,0.04024,230,1.11750
ENSG00000153234,NR4A2,16,-1.0054,7,-2.1338,0,-6.1248,5,-2.7420,65,1.64921,5,-2.5274,55,1.22069
ENSG00000115159,GPD2,15,-2.0850,35,-0.8405,74,0.34790,79,0.45444,64,0.12860,50,-0.2994,79,0.53258
ENSG00000136541,ERMN,737,4.72917,150,0.57260,15,-2.9765,4,-4.7049,20,-2.7084,1,-6.5937,5,-4.6318
ENSG00000144283,PKP4,230,1.18129,175,0.69443,97,-0.2802,108,-0.1111,65,-0.9817,84,-0.5019,107,-0.1361
ENSG00000123636,BAZ2B,112,1.90023,97,1.61504,31,-0.3470,24,-0.7356,7,-2.6075,39,0.00505,15,-1.5406
ENSG00000136536,MARCH7,53,0.28452,36,-0.3361,69,0.70504,63,0.55832,25,-1.0236,50,0.17814,41,-0.1399
ENSG00000115233,PSMD14,123,0.23539,81,-0.4316,85,-0.3669,124,0.24526,96,-0.1954,113,0.08675,121,0.24247
ENSG00000136535,TBR1,63,-0.3481,12,-2.7920,53,-0.6094,56,-0.5218,83,0.10829,235,1.99606,59,-0.4920
ENSG00000144290,SLC4A10,10,-4.2519,126,-0.4899,83,-1.1284,189,0.16660,167,-0.0391,304,0.97661,246,0.71749
ENSG00000115271,GCA,100,1.89164,15,-1.2572,4,-3.1269,14,-1.4198,30,-0.2829,56,0.78596,32,-0.1284
ENSG00000115290,GRB14,9,-1.7614,11,-1.4129,1,-4.7261,20,-0.5299,44,0.90372,12,-1.2181,55,1.43541
ENSG00000153253,SCN3A,7,-3.4604,84,0.20985,70,-0.0753,92,0.36406,63,-0.2802,97,0.44946,94,0.45589
ENSG00000136531,SCN2A,24,-3.6643,171,-0.7954,189,-0.6444,278,-0.0281,277,-0.0411,333,0.26570,500,1.17313
ENSG00000178662,CSRNP3,60,-1.4695,93,-0.8013,50,-1.7400,159,0.04377,252,0.98751,94,-0.7844,216,0.65556
ENSG00000144285,SCN1A,9,-2.6930,58,0.05042,1,-5.7804,4,-3.9236,111,1.42772,38,-0.6210,88,0.89030
ENSG00000198648,STK39,109,-0.0757,111,-0.0394,52,-1.2285,58,-1.0655,143,0.44023,122,0.11017,144,0.44679
ENSG00000172292,CERS6,43,-0.8463,46,-0.7427,43,-0.8225,44,-0.8158,114,0.88531,53,-0.5065,102,0.63174
ENSG00000138398,PPIG,144,0.77692,90,-0.0091,99,0.14702,44,-1.1066,91,0.01784,99,0.15010,77,-0.2799
ENSG00000213160,KLHL23,15,-1.1658,3,-3.2171,39,0.29158,52,0.76628,20,-0.8462,67,1.20451,39,0.33678
ENSG00000138385,SSB,119,0.04935,82,-0.5434,83,-0.5271,85,-0.4815,121,0.08801,142,0.34746,142,0.40390
ENSG00000138382,METTL5,48,-0.4550,29,-1.2359,51,-0.3572,85,0.46680,70,0.16626,76,0.27162,74,0.26772
ENSG00000144357,UBR3,61,-0.8818,65,-0.7804,46,-1.2851,121,0.21280,128,0.34517,66,-0.7472,171,0.96291
ENSG00000128683,GAD1,11,-3.8412,93,-0.6997,37,-2.0887,49,-1.6670,288,1.46362,442,2.02656,49,-1.8104
ENSG00000115806,GORASP2,69,0.44560,23,-1.2645,46,-0.2172,29,-0.9119,43,-0.3515,55,0.07897,82,0.88950
ENSG00000198586,TLK1,68,-0.4111,65,-0.4881,46,-1.0012,78,-0.1888,81,-0.1477,193,1.35764,90,0.03966
ENSG00000077380,DYNC1I2,298,1.31338,119,-0.2605,112,-0.3491,166,0.27992,80,-0.9708,164,0.26318,119,-0.2875
ENSG00000115840,SLC25A12,31,-1.2929,42,-0.8320,19,-1.9926,54,-0.4409,101,0.68317,104,0.62170,95,0.55244
ENSG00000091428,RAPGEF4,195,0.01026,299,0.72560,112,-0.8592,112,-0.8679,261,0.57682,172,-0.1961,167,-0.2739
ENSG00000138430,OLA1,104,-0.9266,83,-1.2615,159,-0.2660,167,-0.1803,203,0.15238,241,0.41596,263,0.66169
ENSG00000138433,CIR1,52,0.31185,48,0.16064,63,0.61510,23,-0.9981,45,0.08958,43,-0.0081,35,-0.3822
ENSG00000163328,GPR155,32,-1.8049,52,-1.0821,88,-0.2652,82,-0.3769,88,-0.3181,310,1.96980,100,-0.0820
ENSG00000128656,CHN1,143,-3.1447,380,-1.7007,634,-0.9262,924,-0.3387,1344,0.31069,1116,-0.0364,2194,1.38347
ENSG00000115966,ATF2,62,-0.0943,58,-0.1978,52,-0.3578,54,-0.3193,63,-0.0613,80,0.32157,79,0.34974
ENSG00000154518,ATP5MC3,125,-1.8236,160,-1.4554,213,-1.0257,214,-1.0177,681,1.03761,602,0.64469,503,0.39530
ENSG00000144320,LNPK,54,0.17895,41,-0.2679,48,-0.0163,37,-0.3948,51,0.10282,41,-0.2703,56,0.27182
ENSG00000128654,MTX2,35,-1.3056,13,-2.7775,44,-0.9512,111,0.50758,100,0.39834,86,0.08306,122,0.79782
ENSG00000170144,HNRNPA3,335,0.71349,148,-0.6176,260,0.28424,188,-0.2461,192,-0.2388,232,0.09409,211,-0.0656
ENSG00000116044,NFE2L2,202,3.06463,46,0.08428,52,0.29350,15,-1.6556,16,-1.6429,15,-1.6031,15,-1.7671
ENSG00000079156,OSBPL6,58,0.33094,30,-0.7443,76,0.77188,56,0.26757,38,-0.3942,6,-2.9531,63,0.54039
ENSG00000180228,PRKRA,80,0.52789,33,-0.8684,39,-0.6184,68,0.25308,81,0.62903,37,-0.7295,53,-0.1772
ENSG00000116095,PLEKHA3,55,0.20523,28,-0.8484,26,-0.9767,39,-0.3396,53,0.17182,54,0.18740,63,0.52549
ENSG00000187231,SESTD1,73,0.94270,70,0.88177,32,-0.4218,14,-1.6063,27,-0.7252,39,-0.0876,45,0.15764
ENSG00000144331,ZNF385B,0,-6.1071,28,-0.5112,0,-5.7526,7,-2.4966,71,1.26974,65,0.85769,52,0.59175
ENSG00000170035,UBE2E3,93,-0.8839,76,-1.1923,87,-0.9867,207,0.38658,166,0.02796,91,-0.9319,294,1.20930
ENSG00000162992,NEUROD1,1,-4.1180,11,-1.5301,10,-1.6414,37,0.38233,12,-1.4927,6,-2.3972,88,2.74757
ENSG00000138434,ITPRID2,208,2.09427,42,-0.6998,112,0.89250,65,-0.0168,28,-1.4590,33,-1.0605,39,-0.9155
ENSG00000115252,PDE1A,77,-1.1151,48,-1.8027,80,-1.0482,94,-0.8047,222,0.68620,292,1.06087,187,0.33783
ENSG00000077232,DNAJC10,115,0.99774,42,-0.6573,61,-0.0769,49,-0.4037,69,0.15898,29,-1.2339,69,0.16190
ENSG00000061676,NCKAP1,199,-0.9785,184,-1.0975,281,-0.4443,502,0.49725,387,0.07599,416,0.18675,493,0.55065
ENSG00000065548,ZC3H15,92,-0.7737,113,-0.4577,92,-0.7770,147,-0.0374,228,0.82982,138,-0.1396,158,0.08990
ENSG00000138448,ITGAV,107,0.69918,66,-0.0927,85,0.32021,33,-1.1787,36,-1.1564,54,-0.4120,107,0.84759
ENSG00000144369,FAM171B,63,-1.9129,155,-0.5509,256,0.25383,254,0.23571,201,-0.1651,207,-0.0913,319,0.74080
ENSG00000138381,ASNSD1,42,0.22840,24,-0.6447,29,-0.3752,37,0.00078,24,-0.7329,55,0.67199,48,0.49020
ENSG00000128699,ORMDL1,53,-0.1069,12,-2.2926,102,0.99675,45,-0.3739,52,-0.1704,79,0.54911,58,0.03479
ENSG00000198130,HIBCH,72,1.44663,21,-0.6400,33,0.08881,36,0.23621,21,-0.6950,19,-0.7377,29,-0.1373
ENSG00000151689,INPP1,60,0.43103,9,-2.4823,58,0.38277,53,0.21670,38,-0.3567,86,1.05762,37,-0.3995
ENSG00000151690,MFSD6,92,-0.5646,63,-1.1553,83,-0.7180,120,-0.1438,138,0.09402,169,0.41441,189,0.72110
ENSG00000138386,NAB1,58,0.70377,37,-0.0529,17,-1.2126,11,-1.8057,46,0.37267,42,0.18250,41,0.17070
ENSG00000115419,GLS,70,-1.8569,163,-0.5878,161,-0.6024,189,-0.3535,197,-0.3258,373,0.77115,386,0.99746
ENSG00000115415,STAT1,182,0.80694,43,-1.4800,61,-0.9682,95,-0.2780,41,-1.6764,256,1.43325,147,0.51370
ENSG00000144339,TMEFF2,84,-0.3712,72,-0.6099,60,-0.8835,85,-0.3443,66,-0.8086,191,1.01079,162,0.86101
ENSG00000196950,SLC39A10,52,-1.0576,59,-0.8770,80,-0.4114,155,0.67975,60,-0.9434,133,0.42436,164,0.93885
ENSG00000197121,PGAP1,32,-2.3614,71,-1.1507,140,-0.1060,344,1.45276,118,-0.4283,158,0.09209,183,0.38164
ENSG00000115524,SF3B1,217,1.21050,101,-0.0922,106,-0.0165,88,-0.3247,71,-0.7245,102,-0.0902,105,-0.0401
ENSG00000115520,COQ10B,22,-1.1219,33,-0.5094,33,-0.5061,50,0.15416,53,0.30771,72,0.78582,45,0.00986
ENSG00000144381,HSPD1,270,0.59032,136,-0.5272,125,-0.6551,159,-0.2821,179,-0.1018,190,0.00675,233,0.39586
ENSG00000115541,HSPE1,311,0.51736,159,-0.5726,179,-0.3873,206,-0.1579,281,0.40538,215,-0.0895,208,-0.1651
ENSG00000115540,MOB4,76,-0.2402,35,-1.4124,67,-0.4241,72,-0.3226,118,0.56885,124,0.57119,91,0.05651
ENSG00000178074,C2orf69,23,-0.9944,51,0.24110,48,0.15980,40,-0.1417,32,-0.5566,70,0.78030,49,0.21116
ENSG00000196141,SPATS2L,75,0.76857,45,-0.0800,73,0.72447,111,1.48621,15,-1.8708,44,-0.1108,24,-1.1805
ENSG00000082153,BZW1,162,0.35705,128,-0.0331,83,-0.7121,87,-0.6367,98,-0.5044,147,0.18779,186,0.69025
ENSG00000013441,CLK1,222,1.98715,83,0.17936,84,0.20157,77,0.06347,18,-2.2767,27,-1.5407,69,-0.1341
ENSG00000155744,FAM126B,34,-1.0245,69,0.09282,36,-0.9150,65,-0.0101,74,0.24039,65,-0.0117,85,0.51027
ENSG00000119013,NDUFB3,122,-0.1339,77,-0.8507,55,-1.3577,169,0.40681,197,0.79569,157,0.28367,107,-0.3739
ENSG00000115993,TRAK2,110,0.98291,102,0.84146,65,0.08244,35,-0.8779,35,-0.9828,59,-0.0637,57,-0.1462
ENSG00000155755,TMEM237,61,0.99741,15,-1.2703,34,0.02552,53,0.74741,25,-0.4991,32,-0.0943,29,-0.2683
ENSG00000116030,SUMO1,102,-0.3539,81,-0.7071,101,-0.3570,197,0.73900,155,0.38112,100,-0.3748,125,-0.0258
ENSG00000055044,NOP58,40,-0.0606,24,-0.8464,42,0.00292,62,0.63590,28,-0.7360,48,0.22454,53,0.44589
ENSG00000204217,BMPR2,67,-1.4184,138,-0.3148,170,0.02038,151,-0.1663,204,0.36727,237,0.56858,170,0.02792
ENSG00000163596,ICA1L,49,0.30474,46,0.19633,51,0.37784,50,0.33177,22,-1.0239,22,-0.9410,52,0.45180
ENSG00000138442,WDR12,6,-2.1888,34,0.38245,15,-0.9068,20,-0.4517,34,0.43572,22,-0.3274,39,0.70414
ENSG00000138443,ABI2,140,-0.6836,171,-0.3692,204,-0.0960,198,-0.1391,206,-0.0862,233,0.12600,293,0.59059
ENSG00000173166,RAPH1,13,-1.3622,25,-0.4415,33,0.03436,32,-0.0393,41,0.43214,28,-0.2582,40,0.40561
ENSG00000118257,NRP2,25,-0.8768,36,-0.2702,70,0.80718,83,1.11637,47,0.16997,39,-0.1654,20,-1.2667
ENSG00000023228,NDUFS1,108,-0.8513,140,-0.4480,137,-0.4886,195,0.08293,182,-0.0330,251,0.50184,237,0.47242
ENSG00000114942,EEF1B2,759,1.22473,455,0.32599,437,0.25997,394,0.09132,296,-0.4165,257,-0.5882,231,-0.8398
ENSG00000204186,ZDBF2,2,-3.5169,45,0.65829,40,0.49558,32,0.12032,23,-0.4643,35,0.25820,34,0.24815
ENSG00000114948,ADAM23,12,-3.1032,29,-1.8882,68,-0.5951,163,0.83557,86,-0.2575,242,1.56835,103,0.07094
ENSG00000118246,FASTKD2,35,-0.1095,15,-1.4001,26,-0.5819,40,0.09877,42,0.20556,69,1.02151,35,-0.1425
ENSG00000178385,PLEKHM3,10,-1.9216,26,-0.4154,17,-1.0720,44,0.39830,39,0.20831,34,-0.0308,51,0.77004
ENSG00000188674,C2orf80,2,-4.9923,54,-0.6865,54,-0.6994,99,0.26456,94,0.22506,40,-1.1458,158,1.33085
ENSG00000115020,PIKFYVE,24,-0.4156,25,-0.3839,30,-0.0733,52,0.83781,27,-0.2814,18,-0.8572,40,0.46771
ENSG00000078018,MAP2,91,-3.6138,1097,0.14461,1430,0.58844,1095,0.14142,1284,0.47501,816,-0.3316,969,-0.0652
ENSG00000144406,UNC80,50,-0.9601,88,-0.0750,31,-1.6482,99,0.12970,110,0.34077,128,0.55030,105,0.25657
ENSG00000115365,LANCL1,228,0.04339,146,-0.6688,111,-1.0839,220,-0.0198,297,0.56607,201,-0.1580,250,0.21889
ENSG00000178568,ERBB4,60,0.32064,83,0.87438,30,-0.7572,31,-0.7439,70,0.69308,49,-0.0026,25,-1.1606
ENSG00000144451,SPAG16,132,1.97988,49,0.17885,43,-0.0453,56,0.39560,27,-0.8433,15,-1.6007,23,-1.0727
ENSG00000138363,ATIC,28,-0.7538,26,-0.9112,50,0.13504,34,-0.5003,57,0.41022,35,-0.4349,64,0.63233
ENSG00000115414,FN1,36,-2.2496,90,-0.8725,3,-5.6114,3,-5.5592,330,1.61629,16,-3.4005,301,1.38096
ENSG00000079246,XRCC5,123,-0.0346,113,-0.1676,138,0.15314,97,-0.4173,100,-0.4108,162,0.41684,149,0.32495
ENSG00000260804,LINC01963,9,-2.3388,7,-2.8010,43,-0.0505,58,0.42687,56,0.42659,43,-0.0666,65,0.73715
ENSG00000197756,RPL37A,4621,1.42018,3608,0.96112,2741,0.48301,1592,-0.4033,1282,-0.8226,1374,-0.6337,966,-1.2857
ENSG00000115461,IGFBP5,459,1.85186,79,-1.1381,367,1.40706,237,0.61489,4,-5.6782,207,0.39055,58,-1.7287
ENSG00000163466,ARPC2,80,-1.3784,111,-0.8758,167,-0.2383,160,-0.3048,245,0.44572,233,0.29780,253,0.51085
ENSG00000127837,AAMP,69,-0.3994,52,-0.8301,68,-0.4105,106,0.29609,87,-0.0244,88,-0.0111,119,0.57862
ENSG00000127838,PNKD,77,-0.7032,84,-0.5631,126,0.07545,136,0.21051,137,0.25758,107,-0.1776,137,0.25170
ENSG00000171450,CDK5R2,9,-3.4945,49,-1.0860,64,-0.6840,94,-0.0605,115,0.29443,120,0.32788,159,0.97171
ENSG00000144567,RETREG2,141,-0.7655,126,-0.9369,154,-0.6358,269,0.26088,228,-0.0115,302,0.45136,309,0.57590
ENSG00000115657,ABCB6,37,-0.0103,18,-1.0864,40,0.10567,25,-0.6053,43,0.26667,34,-0.1508,48,0.46287
ENSG00000198925,ATG9A,43,-0.7673,53,-0.4564,68,-0.0630,88,0.35994,43,-0.8480,70,-0.0206,114,0.95401
ENSG00000127824,TUBA4A,39,-3.5084,151,-1.5146,137,-1.6575,188,-1.1815,491,0.39150,560,0.55771,772,1.39404
ENSG00000135924,DNAJB2,255,0.93608,130,-0.1910,180,0.34371,132,-0.1678,82,-0.9917,144,-0.0281,156,0.11609
ENSG00000054356,PTPRN,46,-3.0330,106,-1.8181,369,0.11267,496,0.60870,284,-0.3486,487,0.57742,513,0.79285
ENSG00000123989,CHPF,48,-0.7783,43,-0.9570,68,-0.2556,42,-1.0030,79,-0.0171,65,-0.3199,146,1.26369
ENSG00000124006,OBSL1,60,0.62693,39,-0.0817,77,1.05131,39,-0.0844,35,-0.3018,29,-0.5679,29,-0.6346
ENSG00000114923,SLC4A3,18,-2.3874,56,-0.6906,75,-0.2227,152,0.95150,75,-0.2457,53,-0.7704,137,0.92001
ENSG00000116106,EPHA4,5,-4.3924,48,-1.1664,57,-0.8872,105,0.05957,59,-0.9206,148,0.63865,213,1.62665
ENSG00000163082,SGPP2,11,-2.1785,7,-2.7267,22,-1.1407,46,-0.0178,67,0.73230,61,0.45824,67,0.73721
ENSG00000116120,FARSB,6,-3.9887,37,-1.3119,49,-0.8881,89,0.03470,109,0.43760,123,0.58419,129,0.78995
ENSG00000123983,ACSL3,111,-0.5468,101,-0.7053,190,0.31505,138,-0.2089,133,-0.2953,214,0.51334,196,0.42720
ENSG00000171951,SCG2,50,-2.9551,217,-0.7567,127,-1.5737,345,-0.0277,213,-0.8674,695,1.17610,647,1.28276
ENSG00000135900,MRPL44,30,-0.3746,8,-2.3340,47,0.34871,36,-0.0796,34,-0.1821,49,0.40452,52,0.59624
