Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000011566,MAP4K3,30,-0.7488,23,-1.1245,46,-0.0858,82,0.89667,80,1.00950,15,-1.7559,46,-0.0728,33,-0.6180
ENSG00000152154,TMEM178A,30,-2.3059,62,-1.2220,251,1.03949,169,0.34883,225,1.01769,107,-0.3852,20,-2.9004,138,0.01945
ENSG00000183023,SLC8A1,56,-1.3261,94,-0.5341,147,0.17841,136,0.05108,174,0.54065,119,-0.1699,137,0.05600,149,0.20421
ENSG00000115944,COX7A2L,30,-2.7278,120,-0.6539,334,1.03386,255,0.56247,202,0.19539,168,-0.1270,134,-0.4890,192,0.08793
ENSG00000057935,MTA3,30,-1.1048,32,-0.9958,59,-0.0472,85,0.55381,92,0.82026,35,-0.8609,70,0.21613,53,-0.2248
ENSG00000152518,ZFP36L2,30,-0.8243,225,2.94176,12,-2.1582,13,-2.0937,17,-1.8399,28,-0.9435,87,0.91446,28,-0.8985
ENSG00000138036,DYNC2LI1,30,-0.1928,20,-0.8280,60,0.97792,51,0.67243,32,-0.0796,15,-1.2556,33,-0.0281,30,-0.1670
ENSG00000138095,LRPPRC,92,-0.6074,107,-0.3677,214,0.76977,158,0.25814,176,0.50928,108,-0.3577,100,-0.4784,85,-0.7359
ENSG00000138032,PPM1B,30,-1.6846,115,0.40708,84,-0.1083,82,-0.1459,104,0.27576,138,0.71886,92,0.05008,59,-0.6718
ENSG00000138078,PREPL,1015,0.76439,156,-2.1739,698,0.13151,695,0.12509,1045,0.98132,425,-0.6576,373,-0.8579,341,-0.9976
ENSG00000171132,PRKCE,30,-2.0023,45,-1.4033,137,0.34194,106,-0.0690,226,1.52977,78,-0.5626,43,-1.4622,108,-0.0473
ENSG00000116016,EPAS1,30,-2.2179,835,4.35833,26,-2.3927,25,-2.4645,33,-2.2033,88,-0.5916,27,-2.3435,58,-1.2483
ENSG00000119729,RHOQ,30,-1.1879,175,1.78519,56,-0.2089,40,-0.7493,43,-0.7085,68,0.08845,57,-0.1847,67,0.05399
ENSG00000119878,CRIPT,30,-0.8759,58,0.15261,52,-0.0161,46,-0.2121,48,-0.1703,56,0.09281,81,0.71453,55,0.07720
ENSG00000171150,SOCS5,30,-0.3905,44,0.21415,40,0.07616,28,-0.4695,60,0.90713,23,-0.7912,25,-0.6745,34,-0.1989
ENSG00000180398,MCFD2,616,2.61798,102,-0.6870,145,-0.1280,151,-0.0695,65,-1.4881,74,-1.1784,107,-0.6116,91,-0.8632
ENSG00000143933,CALM2,2375,0.33088,645,-1.7051,2132,0.15182,3131,0.80328,2052,0.10253,2033,0.07370,1445,-0.4727,1618,-0.2931
ENSG00000184261,KCNK12,30,-0.2028,3,-3.3225,41,0.28764,38,0.17005,40,0.28448,45,0.46509,34,0.01189,36,0.08088
ENSG00000138081,FBXO11,319,1.79801,47,-1.3986,147,0.38249,93,-0.3537,133,0.24222,63,-0.9556,55,-1.1711,59,-1.0533
ENSG00000162869,PPP1R21,30,-0.4265,29,-0.4918,49,0.35464,26,-0.6172,60,0.83752,33,-0.2751,43,0.15539,23,-0.8158
ENSG00000179915,NRXN1,547,0.71858,124,-1.6339,370,0.06208,466,0.44530,459,0.49185,275,-0.4138,292,-0.3184,212,-0.8160
ENSG00000115239,ASB3,30,-0.4470,3,-3.5099,29,-0.4697,47,0.28681,58,0.75765,60,0.68409,49,0.34964,21,-0.9777
ENSG00000068912,ERLEC1,207,0.52443,96,-0.7109,138,-0.1515,153,0.02150,246,0.98643,82,-0.9518,142,-0.1021,49,-1.7246
ENSG00000170634,ACYP2,30,-1.9211,43,-1.3961,142,0.48953,125,0.28769,106,0.02290,152,0.61346,125,0.28313,117,0.17254
ENSG00000115306,SPTBN1,893,0.26852,728,-0.0645,733,-0.0538,801,0.09076,697,-0.1529,850,0.18689,726,-0.0691,695,-0.1391
ENSG00000115310,RTN4,1626,0.19707,489,-1.6745,1624,0.19460,2644,1.03328,1827,0.45566,1210,-0.2816,1003,-0.5770,727,-1.0743
ENSG00000143947,RPS27A,129,-2.9134,1866,1.29666,1035,0.26095,690,-0.3924,512,-0.9495,961,0.13862,1097,0.35822,1140,0.42359
ENSG00000115355,CCDC88A,30,-2.6785,334,1.09860,138,-0.3812,99,-0.9083,187,0.11939,153,-0.2220,204,0.24716,248,0.57354
ENSG00000163001,CFAP36,30,-2.0620,105,-0.1521,131,0.19885,148,0.40142,136,0.31177,119,0.05202,111,-0.0631,124,0.11549
ENSG00000275052,PPP4R3B,30,-0.7728,71,0.60834,25,-1.0253,44,-0.1869,39,-0.4216,38,-0.4014,88,0.99579,68,0.53306
ENSG00000055813,CCDC85A,262,2.49164,7,-3.3940,93,0.46315,51,-0.5033,42,-0.8683,30,-1.3086,64,-0.1428,39,-0.9105
ENSG00000119866,BCL11A,30,-1.6666,3,-4.8424,211,1.51022,51,-0.8573,144,0.96930,82,-0.1304,31,-1.6155,104,0.26067
ENSG00000237651,C2orf74,30,-1.1230,45,-0.4813,88,0.59064,113,1.01867,57,-0.1497,68,0.15433,49,-0.3768,49,-0.3679
ENSG00000115464,USP34,680,2.90840,124,-0.3635,74,-1.1591,93,-0.8171,111,-0.5932,43,-1.9802,98,-0.7258,67,-1.3141
ENSG00000082898,XPO1,34,-1.7121,164,0.74683,106,0.00788,140,0.46950,107,0.02767,90,-0.2558,133,0.39190,65,-0.7443
ENSG00000115484,CCT4,160,0.05447,117,-0.4537,121,-0.3957,137,-0.1965,279,1.21636,120,-0.4051,109,-0.5577,73,-1.1643
ENSG00000115504,EHBP1,30,-1.0148,66,0.21509,57,0.00085,40,-0.5514,69,0.34784,39,-0.6265,81,0.56255,66,0.23016
ENSG00000014641,MDH1,472,-0.3664,116,-2.4895,965,0.81785,725,0.32688,911,0.85598,619,0.06710,324,-0.9510,301,-1.0657
ENSG00000169764,UGP2,30,-2.7778,132,-0.5632,227,0.30622,184,-0.0318,246,0.51744,234,0.35835,170,-0.1594,224,0.28600
ENSG00000119862,LGALSL,536,3.85588,23,-2.0959,64,-0.5675,27,-1.8655,40,-1.3869,58,-0.7363,15,-2.7476,24,-2.0160
ENSG00000119844,AFTPH,30,-0.6144,59,0.46984,44,0.00580,83,1.06555,46,0.05445,44,-0.0140,15,-1.6578,32,-0.5041
ENSG00000115902,SLC1A4,211,1.13332,52,-1.1410,61,-0.8958,95,-0.2129,113,0.07763,101,-0.1136,176,0.80399,55,-1.0618
ENSG00000011523,CEP68,30,-0.6616,11,-2.1054,66,0.61795,50,0.14346,84,1.26288,32,-0.5731,24,-0.9790,30,-0.6801
ENSG00000138069,RAB1A,30,-2.4801,61,-1.4332,291,1.09350,237,0.72974,175,0.24811,182,0.28303,144,-0.0981,85,-0.9283
ENSG00000138071,ACTR2,30,-3.1768,295,0.29322,304,0.33904,475,1.11930,278,0.22178,213,-0.2384,192,-0.4054,159,-0.6991
ENSG00000198369,SPRED2,30,-0.4930,20,-1.1058,47,0.22928,66,0.80960,59,0.72134,30,-0.4696,33,-0.3596,23,-0.8648
ENSG00000197223,C1D,30,-1.0282,57,-0.0159,74,0.39157,62,0.11418,54,-0.1430,133,1.43955,20,-1.6406,39,-0.6270
ENSG00000221823,PPP3R1,120,-1.2689,79,-1.8900,383,0.58182,317,0.26098,452,1.05168,341,0.38663,119,-1.2702,166,-0.7657
ENSG00000119865,CNRIP1,101,-0.4547,44,-1.7337,170,0.37973,156,0.23142,194,0.71703,129,-0.0749,137,0.01899,90,-0.6397
ENSG00000198380,GFPT1,30,-1.0649,74,0.36647,66,0.17039,46,-0.4111,99,1.04087,56,-0.0839,32,-0.9413,31,-1.0016
ENSG00000169599,NFU1,30,-0.4154,26,-0.6449,79,1.20690,40,0.05256,25,-0.7981,53,0.51499,48,0.33120,25,-0.6659
ENSG00000115977,AAK1,398,1.00487,92,-1.3590,318,0.61162,236,0.11362,247,0.21612,194,-0.2086,98,-1.2639,153,-0.5788
ENSG00000124380,SNRNP27,30,-1.1771,60,-0.0963,23,-1.5396,90,0.55907,59,-0.1565,73,0.20727,89,0.53795,94,0.63358
ENSG00000169564,PCBP1,36,-2.7532,271,0.31003,208,-0.1245,317,0.57048,312,0.64493,182,-0.3349,197,-0.2132,186,-0.3047
ENSG00000116001,TIA1,30,-0.8562,104,1.19735,47,-0.1537,46,-0.1939,68,0.51102,44,-0.2634,34,-0.6524,26,-1.0815
ENSG00000116005,PCYOX1,30,-1.4256,108,0.59513,65,-0.2432,71,-0.0917,97,0.47775,46,-0.7722,99,0.44476,67,-0.2026
ENSG00000143977,SNRPG,30,-1.1648,108,0.89836,42,-0.6335,20,-1.7392,63,-0.0249,62,-0.0362,119,1.06744,64,0.01420
ENSG00000075340,ADD2,30,-2.8105,63,-1.7289,295,0.71345,214,0.17772,361,1.32368,147,-0.4277,104,-0.9663,156,-0.3367
ENSG00000124357,NAGK,30,-0.9707,89,0.77236,64,0.22753,70,0.36594,64,0.26326,39,-0.5574,50,-0.1882,33,-0.8418
ENSG00000124383,MPHOSPH10,229,2.47542,63,0.04317,33,-0.9969,42,-0.5938,52,-0.2922,28,-1.2384,17,-1.9362,38,-0.7482
ENSG00000075292,ZNF638,231,1.08538,179,0.63518,111,-0.1594,63,-1.0274,125,0.03359,105,-0.2437,84,-0.5961,78,-0.7050
ENSG00000003137,CYP26B1,30,-0.6669,44,-0.0571,37,-0.3325,166,2.42067,41,-0.1946,36,-0.3639,13,-1.9240,3,-3.8977
ENSG00000144036,EXOC6B,30,-0.8279,56,0.15485,30,-0.8110,60,0.27746,57,0.22056,34,-0.6494,83,0.81435,50,-0.0134
ENSG00000144040,SFXN5,30,-1.9914,56,-1.0647,58,-0.9915,91,-0.3003,72,-0.7400,248,1.40829,220,1.18607,144,0.44245
ENSG00000135631,RAB11FIP5,30,-0.9157,7,-3.0152,138,1.66014,40,-0.4501,80,0.77787,25,-1.1569,36,-0.6448,48,-0.1746
ENSG00000135624,CCT7,348,1.49790,119,-0.3467,87,-0.8346,226,0.70337,159,0.13887,35,-2.1949,125,-0.2708,73,-1.0969
ENSG00000163013,FBXO41,30,-1.9189,66,-0.7413,137,0.44322,101,-0.0607,126,0.35193,120,0.21330,89,-0.2672,150,0.58903
ENSG00000114956,DGUOK,30,-0.9709,66,0.27128,116,1.25117,90,0.80157,55,-0.0374,26,-1.1836,51,-0.1428,14,-2.0592
ENSG00000163170,BOLA3,30,-0.7516,9,-2.5005,36,-0.4689,79,0.81437,42,-0.2480,34,-0.5427,110,1.43445,53,0.13587
ENSG00000204843,DCTN1,703,1.05213,168,-1.2696,382,0.00973,443,0.25199,509,0.56897,292,-0.4171,150,-1.4409,260,-0.5991
ENSG00000239779,WBP1,30,-1.0307,118,1.21479,62,0.09423,54,-0.1040,35,-0.8685,68,0.26442,60,0.04802,60,0.05942
ENSG00000115307,AUP1,30,-0.7134,26,-0.9403,50,0.09147,40,-0.2615,70,0.77422,69,0.62415,35,-0.4724,35,-0.4540
ENSG00000135622,SEMA4F,30,-0.4531,0,-5.9263,51,0.40646,66,0.84353,69,1.11587,28,-0.5654,17,-1.3366,29,-0.4948
ENSG00000115350,POLE4,30,-1.3728,82,0.16223,140,1.08376,90,0.31697,48,-0.7434,79,0.10061,39,-1.0147,110,0.65891
ENSG00000176204,LRRTM4,30,-0.3224,18,-1.0564,16,-1.2390,105,1.88717,53,0.72334,26,-0.5406,12,-1.6978,16,-1.2727
ENSG00000066032,CTNNA2,30,-2.3267,64,-1.1960,139,0.01206,124,-0.1799,168,0.37359,135,-0.0435,277,1.19257,140,0.01437
ENSG00000163541,SUCLG1,30,-1.4722,88,0.19748,64,-0.3096,64,-0.3024,102,0.51981,75,-0.0551,101,0.42532,74,-0.0739
ENSG00000034510,TMSB10,602,-1.9173,2463,0.26832,2553,0.32853,2603,0.36048,1849,-0.2238,3106,0.66131,1262,-0.7975,2530,0.31340
ENSG00000176407,KCMF1,30,-1.1374,49,-0.3779,118,1.09176,112,0.99283,63,0.02142,37,-0.8051,40,-0.6926,48,-0.4178
ENSG00000152291,TGOLN2,30,-2.5089,164,0.07624,158,0.01061,248,0.77038,240,0.84816,76,-1.1322,118,-0.4466,136,-0.2207
ENSG00000168906,MAT2A,48,-1.2672,183,0.88974,79,-0.4922,83,-0.4210,167,0.87138,84,-0.3888,104,-0.0531,56,-1.0310
ENSG00000168894,RNF181,30,-0.6998,18,-1.4811,41,-0.2241,71,0.69973,31,-0.6929,48,0.04404,91,1.13850,59,0.38229
ENSG00000115525,ST3GAL5,30,-1.4421,41,-0.9840,70,-0.1459,89,0.25799,122,0.93831,108,0.57153,67,-0.2157,39,-1.0375
ENSG00000132300,PTCD3,30,-0.9083,65,0.30600,53,-0.0075,82,0.70047,53,-0.0124,37,-0.5999,75,0.56434,34,-0.7021
ENSG00000132305,IMMT,57,-0.4954,73,-0.1047,86,0.15281,75,-0.0731,113,0.71895,75,-0.0595,68,-0.2203,44,-0.9105
ENSG00000132313,MRPL35,30,-0.7059,42,-0.1600,52,0.16078,65,0.54190,60,0.46196,37,-0.3741,30,-0.7121,47,-0.0107
ENSG00000068615,REEP1,275,1.25239,24,-2.6130,221,0.85490,107,-0.3470,186,0.65910,67,-1.0557,73,-0.9415,57,-1.3125
ENSG00000115561,CHMP3,30,-2.6261,147,-0.2260,158,-0.1092,270,0.78107,170,0.00487,252,0.65863,178,0.07795,151,-0.1898
ENSG00000239305,RNF103,30,-0.9402,31,-0.8894,88,0.78781,105,1.11103,63,0.27112,17,-1.7815,56,0.02422,40,-0.4986
ENSG00000153561,RMND5A,372,2.34329,63,-0.8304,77,-0.5201,44,-1.3809,100,-0.1143,95,-0.1819,59,-0.9279,48,-1.2327
ENSG00000172005,MAL,30,-0.3180,49,0.49261,29,-0.3686,16,-1.2237,7,-2.5932,42,0.24519,93,1.63902,55,0.66865
ENSG00000144029,MRPS5,30,-0.4996,63,0.70339,35,-0.2340,79,1.11913,38,-0.1530,28,-0.6146,27,-0.6314,31,-0.4194
ENSG00000115041,KCNIP3,30,-0.1611,2,-3.9785,32,-0.0739,14,-1.2594,47,0.68154,44,0.47673,6,-2.5092,76,1.42972
ENSG00000084090,STARD7,220,0.20016,191,-0.0290,178,-0.1461,212,0.13856,221,0.23642,213,0.14404,171,-0.2088,126,-0.6870
ENSG00000135956,TMEM127,30,-1.2275,62,-0.1124,105,0.77196,91,0.52106,87,0.52585,49,-0.4596,24,-1.5488,61,-0.1393
ENSG00000144021,CIAO1,296,1.53809,74,-0.8013,81,-0.6551,115,-0.1093,130,0.09410,144,0.25945,70,-0.8808,68,-0.9206
ENSG00000144028,SNRNP200,30,-1.1050,121,1.16873,53,-0.2215,61,0.00494,44,-0.5675,76,0.36714,71,0.24638,48,-0.3764
ENSG00000135976,ANKRD36,30,-0.3365,63,0.88034,67,1.00207,21,-0.8984,16,-1.3969,28,-0.4396,79,1.30431,14,-1.5244
ENSG00000135940,COX5B,44,-3.9741,438,-0.5573,823,0.46378,816,0.44775,501,-0.3892,1057,0.89538,632,0.02519,787,0.38744
ENSG00000115073,ACTR1B,30,-1.4657,46,-0.8267,187,1.54496,120,0.73003,87,0.21891,56,-0.5000,42,-0.9577,42,-0.9530
ENSG00000075568,TMEM131,30,-1.0471,59,0.02203,56,-0.0876,68,0.24795,95,0.97521,28,-1.1700,56,-0.0694,41,-0.5816
ENSG00000040933,INPP4A,30,-1.1784,40,-0.7401,91,0.58498,56,-0.2120,87,0.59228,86,0.48355,39,-0.7779,60,-0.0922
ENSG00000183513,COA5,419,2.96147,38,-1.3954,63,-0.6352,85,-0.1621,34,-1.7140,97,0.05953,45,-1.1546,32,-1.6690
ENSG00000071073,MGAT4A,30,-0.3454,39,0.05843,46,0.36211,94,1.63821,22,-0.8682,26,-0.5511,24,-0.6904,30,-0.3220
ENSG00000196872,KIAA1211L,30,-1.7550,4,-4.6882,73,-0.4078,195,1.25336,117,0.42078,206,1.35955,49,-1.0057,55,-0.8310
ENSG00000158417,EIF5B,30,-2.0157,229,1.22470,129,0.23106,123,0.15293,85,-0.5021,104,-0.1253,99,-0.1972,126,0.19237
ENSG00000144218,AFF3,30,-0.4303,34,-0.2324,53,0.48263,37,-0.0811,39,-0.0317,28,-0.5310,41,0.06908,53,0.50415
ENSG00000170500,LONRF2,661,1.37156,63,-2.3889,193,-0.7006,454,0.69157,385,0.47822,197,-0.6632,216,-0.5225,148,-1.1026
ENSG00000115526,CHST10,30,-0.3212,25,-0.5891,19,-0.9854,24,-0.6480,67,1.25391,39,0.12034,26,-0.5307,31,-0.2592
ENSG00000170485,NPAS2,30,-0.7833,40,-0.3350,64,0.42930,72,0.63420,49,0.00430,54,0.13213,31,-0.7302,54,0.15646
ENSG00000071082,RPL31,751,-0.7277,2113,0.97540,1159,-0.0421,751,-0.7279,648,-1.0534,1381,0.24407,1614,0.50533,1643,0.53616
ENSG00000175874,CREG2,313,-0.3822,82,-2.4134,303,-0.4357,860,1.33784,535,0.57726,420,0.08919,239,-0.8035,293,-0.4889
ENSG00000071054,MAP4K4,30,-1.5989,122,0.60554,92,0.12880,42,-1.0800,80,-0.1082,80,-0.0885,58,-0.5969,179,1.28477
ENSG00000198914,POU3F3,30,-0.8438,15,-1.8516,39,-0.4159,25,-1.0897,53,0.06680,63,0.33492,134,1.70081,48,-0.0942
ENSG00000071051,NCK2,30,-0.8281,69,0.49697,140,1.80250,18,-1.5888,52,0.05314,53,0.07054,19,-1.4690,24,-1.1636
ENSG00000144057,ST6GAL2,30,-0.2737,25,-0.5673,40,0.18502,28,-0.3688,53,0.79715,34,-0.0672,38,0.11399,18,-1.0135
ENSG00000135968,GCC2,30,-2.0940,144,0.31952,205,0.93268,101,-0.2539,92,-0.4400,160,0.49594,105,-0.1966,135,0.21783
ENSG00000153201,RANBP2,30,-1.9098,84,-0.3562,72,-0.6059,151,0.60112,155,0.76078,78,-0.4832,141,0.47942,82,-0.3940
ENSG00000175701,MTLN,339,1.82150,42,-1.6651,141,0.23107,123,0.00815,72,-0.9357,130,0.09122,87,-0.5420,99,-0.3465
ENSG00000188177,ZC3H6,30,-1.0373,113,1.13319,61,0.07205,35,-0.7785,15,-2.1553,79,0.50627,124,1.29320,51,-0.2055
ENSG00000114999,TTL,30,-1.3321,57,-0.3449,75,0.09750,69,-0.0329,103,0.72864,83,0.26499,53,-0.4455,64,-0.1653
ENSG00000144136,SLC20A1,30,-0.8028,18,-1.5212,64,0.39332,53,0.09915,77,0.87001,72,0.61020,9,-2.5840,49,-0.0372
ENSG00000189223,PAX8-AS1,30,-0.3127,26,-0.5503,42,0.22649,42,0.23164,59,0.95175,33,-0.1685,22,-0.7721,16,-1.2441
ENSG00000115091,ACTR3,30,-1.6613,125,0.57075,115,0.43645,107,0.31444,108,0.39261,80,-0.1610,39,-1.2546,82,-0.1212
ENSG00000175497,DPP10,30,-1.3693,45,-0.7411,167,1.44570,39,-0.9771,97,0.55949,52,-0.5361,53,-0.5073,75,0.04259
ENSG00000088205,DDX18,30,-0.7195,81,0.89770,54,0.22052,41,-0.2214,52,0.17592,59,0.34219,33,-0.5589,24,-1.0327
ENSG00000155368,DBI,30,-2.9071,330,0.79785,131,-0.7067,137,-0.6406,126,-0.8490,181,-0.1999,507,1.59522,278,0.50358
ENSG00000088179,PTPN4,30,-1.2948,29,-1.3341,78,0.20422,118,0.89816,90,0.50180,51,-0.4762,64,-0.1234,72,0.07059
ENSG00000144118,RALB,274,2.01598,68,-0.4483,142,0.75472,61,-0.6248,46,-1.1572,58,-0.6869,23,-2.0547,95,0.07436
ENSG00000074054,CLASP1,257,1.18890,92,-0.5322,46,-1.5775,99,-0.4159,203,0.91421,71,-0.9355,118,-0.1383,69,-0.9831
ENSG00000211460,TSN,30,-1.2940,17,-2.1218,76,0.14769,124,0.99668,71,0.04817,84,0.32550,76,0.14772,73,0.08699
ENSG00000136717,BIN1,30,-2.3184,114,-0.2971,213,0.72869,107,-0.4031,213,0.87171,90,-0.6660,109,-0.3749,150,0.13903
ENSG00000136709,WDR33,30,-0.8452,81,0.75123,54,0.09142,52,0.01601,72,0.66503,26,-1.0397,35,-0.5905,40,-0.4165
ENSG00000136731,UGGT1,30,-0.3042,27,-0.4735,27,-0.4605,40,0.14342,56,0.84805,38,0.08594,26,-0.4947,27,-0.4723
ENSG00000136720,HS6ST1,42,-1.6111,66,-0.9242,146,0.32184,231,1.12492,158,0.53824,129,0.11606,86,-0.5191,61,-1.0543
ENSG00000136699,SMPD4,30,-0.4139,14,-1.5278,72,1.03663,29,-0.4455,53,0.61321,36,-0.1048,38,-0.0536,24,-0.7594
ENSG00000152082,MZT2B,858,1.07276,391,-0.2546,417,-0.1514,482,0.08316,343,-0.5125,464,0.02153,418,-0.1443,403,-0.2052
ENSG00000136710,CCDC115,445,3.24683,46,-1.0571,54,-0.8156,31,-1.6516,79,-0.2590,12,-3.0337,42,-1.2057,30,-1.7057
ENSG00000136718,IMP4,30,-0.8812,86,0.81839,65,0.33701,55,0.06996,40,-0.4846,48,-0.1356,28,-0.9990,82,0.74189
ENSG00000136002,ARHGEF4,30,-2.1055,42,-1.6181,216,1.00716,134,0.19544,127,0.11474,88,-0.4798,123,0.05897,186,0.74184
ENSG00000152102,FAM168B,40,-2.3341,35,-2.5286,216,0.26581,367,1.18659,251,0.60157,199,0.12983,157,-0.2538,140,-0.4313
ENSG00000115762,PLEKHB2,738,1.51086,113,-1.5767,407,0.43909,225,-0.5203,348,0.20784,325,0.06697,156,-1.0798,147,-1.1789
ENSG00000173272,MZT2A,518,1.83338,117,-0.7347,144,-0.4141,122,-0.6678,135,-0.5781,136,-0.5016,221,0.27652,151,-0.3380
ENSG00000152127,MGAT5,30,-0.8912,34,-0.6890,95,0.98994,61,0.22187,75,0.67860,31,-0.8182,26,-1.1247,50,-0.0980
ENSG00000082258,CCNT2,30,-0.5048,54,0.43201,45,0.15421,34,-0.3259,71,1.10037,27,-0.6454,25,-0.8067,15,-1.5343
ENSG00000115839,RAB3GAP1,30,-1.7024,109,0.30636,95,0.06665,76,-0.2919,150,1.02291,102,0.18701,63,-0.5752,42,-1.2047
ENSG00000048991,R3HDM1,30,-2.2925,82,-0.8100,230,0.88041,203,0.65777,165,0.36235,117,-0.2503,103,-0.4470,134,-0.0300
ENSG00000144224,UBXN4,30,-1.5802,125,0.66672,55,-0.6539,76,-0.1543,120,0.71524,59,-0.5484,79,-0.0987,88,0.08627
ENSG00000115866,DARS,30,-1.4050,106,0.58908,83,0.17920,45,-0.7739,82,0.19294,78,0.08378,102,0.51947,60,-0.3480
ENSG00000168702,LRP1B,30,-0.7355,27,-0.8626,40,-0.2673,37,-0.3998,60,0.44771,37,-0.4100,42,-0.2007,96,1.18019
ENSG00000121964,GTDC1,30,-0.6249,33,-0.4553,40,-0.1734,55,0.34154,41,-0.1400,53,0.29270,58,0.43976,49,0.14333
ENSG00000169554,ZEB2,30,-1.8764,126,0.34266,119,0.24314,47,-1.1927,93,-0.1755,120,0.26500,158,0.73414,133,0.43891
ENSG00000115947,ORC4,30,-1.2243,66,0.01009,76,0.22510,79,0.30003,98,0.77160,32,-1.1167,67,0.01700,49,-0.4861
ENSG00000168280,KIF5C,70,-2.9475,153,-1.7961,627,0.40750,609,0.35889,640,0.51747,541,0.16057,358,-0.4975,771,0.76035
ENSG00000168288,MMADHC,30,-0.9946,70,0.34774,55,-0.0421,40,-0.5621,79,0.63778,57,0.02126,34,-0.7976,66,0.25764
ENSG00000080345,RIF1,109,0.28955,145,0.77664,108,0.28586,91,0.00900,87,-0.0816,53,-0.8520,98,0.11838,41,-1.2392
ENSG00000162980,ARL5A,302,2.31504,95,0.13850,47,-0.9523,67,-0.4160,44,-1.1510,83,-0.0809,73,-0.2874,28,-1.7166
ENSG00000182389,CACNB4,30,-2.1246,59,-1.1075,323,1.75638,113,-0.1045,141,0.29166,98,-0.3319,54,-1.2356,126,0.07544
ENSG00000157827,FMNL2,30,-1.6270,159,1.03611,67,-0.3942,52,-0.8075,86,-7.5727,41,-1.1630,141,0.82697,114,0.46309
ENSG00000196504,PRPF40A,30,-0.6657,100,1.35929,25,-0.9076,20,-1.2528,43,-0.1091,48,0.08215,59,0.42581,42,-0.1416
ENSG00000162989,KCNJ3,215,0.87064,21,-2.7204,111,-0.2325,149,0.24597,227,1.17465,51,-1.4261,62,-1.1434,92,-0.5235
ENSG00000115159,GPD2,30,-0.8534,4,-3.7490,60,0.23538,51,-0.0132,67,0.49250,58,0.18664,30,-0.8694,99,1.10843
ENSG00000144283,PKP4,30,-1.6537,61,-0.5847,71,-0.3463,93,0.09799,115,0.51296,60,-0.6137,60,-0.6111,188,1.30955
ENSG00000123636,BAZ2B,30,-0.8064,110,1.36426,13,-2.0501,14,-1.9525,33,-0.7179,28,-0.9273,114,1.42952,76,0.68874
ENSG00000136536,MARCH7,30,-0.6255,64,0.60843,53,0.28990,34,-0.4458,41,-0.1449,78,0.94108,41,-0.1227,18,-1.3579
ENSG00000115233,PSMD14,30,-1.3063,39,-0.9038,57,-0.3083,83,0.29573,110,0.91126,52,-0.4712,86,0.35204,59,-0.2566
ENSG00000136535,TBR1,30,-1.2215,4,-4.0370,81,0.33903,110,0.85848,112,1.07805,87,0.46756,17,-2.0917,40,-0.7729
ENSG00000144290,SLC4A10,56,-1.5192,16,-3.3217,135,-0.1529,233,0.75108,275,1.27801,150,0.01190,124,-0.2955,77,-1.0390
ENSG00000153253,SCN3A,205,1.29189,60,-0.7491,59,-0.7897,66,-0.6048,135,0.63542,95,-0.0299,45,-1.2072,74,-0.4241
ENSG00000136531,SCN2A,99,-1.9484,89,-2.0963,524,0.66978,663,1.08625,478,0.60460,286,-0.3251,285,-0.3329,255,-0.5089
ENSG00000178662,CSRNP3,30,-2.1497,31,-2.0773,206,0.87365,171,0.54645,161,0.53032,135,0.15674,93,-0.4387,115,-0.1029
ENSG00000144285,SCN1A,668,3.56002,37,-1.8351,153,0.34272,40,-1.7203,50,-1.5178,35,-1.9429,21,-2.6691,62,-1.0903
ENSG00000198648,STK39,30,-1.5791,39,-1.1898,108,0.40729,61,-0.5159,128,0.83874,71,-0.2694,96,0.21115,96,0.21561
ENSG00000172292,CERS6,176,0.94077,25,-2.1102,92,-0.1588,119,0.26996,166,1.00618,39,-1.4712,84,-0.2879,42,-1.3731
ENSG00000138398,PPIG,304,1.26430,163,0.17756,143,-0.0294,91,-0.7387,118,-0.3893,129,-0.1974,118,-0.3407,130,-0.1825
ENSG00000213160,KLHL23,30,-0.5883,49,0.20955,21,-1.0945,98,1.39881,47,0.12555,39,-0.1812,43,-0.0143,18,-1.3512
ENSG00000138385,SSB,30,-1.8472,116,0.23530,98,-0.0368,157,0.75267,127,0.45761,82,-0.3210,85,-0.2626,80,-0.3653
ENSG00000138382,METTL5,30,-0.9399,58,0.09066,75,0.51158,85,0.73148,34,-0.8268,71,0.42173,47,-0.2397,59,0.13046
ENSG00000144357,UBR3,34,-1.7851,121,0.17632,125,0.22136,154,0.57354,151,0.63759,99,-0.1451,104,-0.0706,40,-1.5274
ENSG00000128683,GAD1,141,-0.2410,21,-3.0567,678,2.76806,26,-2.7468,113,-0.6499,169,0.05225,158,-0.0525,51,-1.7839
ENSG00000115806,GORASP2,30,-0.6332,53,0.28864,45,-0.0049,51,0.22654,55,0.39490,39,-0.2136,43,-0.0662,31,-0.5723
ENSG00000198586,TLK1,30,-1.7287,67,-0.5196,124,0.48388,92,-0.0109,113,0.38657,72,-0.3977,121,0.44623,100,0.12791
