Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000162236,STX5,26,-0.1699,19,-0.7530,33,0.18016,37,0.37328,34,0.27577,39,0.43306,18,-0.7844
ENSG00000133316,WDR74,19,-0.3176,31,0.48668,19,-0.3561,23,-0.0700,27,0.28161,18,-0.3932,18,-0.4208
ENSG00000255717,SNHG1,17,1.12996,7,-0.3422,8,-0.1661,8,-0.0704,10,0.32920,2,-1.8889,7,-0.3553
ENSG00000168003,SLC3A2,73,-0.2602,64,-0.5075,80,-0.1424,121,0.54004,76,-0.2501,173,1.15003,68,-0.3684
ENSG00000168539,CHRM1,5,-3.6193,102,0.81917,47,-0.5831,64,-0.0470,92,0.69765,40,-0.7870,43,-0.6506
ENSG00000133321,PLAAT4,76,3.33722,2,-2.4953,3,-2.0241,14,0.13177,3,-2.3422,27,1.14732,8,-0.6815
ENSG00000176485,PLAAT3,704,3.95228,41,-1.5188,40,-1.5607,59,-0.8753,31,-2.0942,103,-0.0352,33,-1.7371
ENSG00000184743,ATL3,34,1.36204,14,-0.1216,8,-0.9661,12,-0.3109,12,-0.3347,29,1.09174,7,-1.1096
ENSG00000133318,RTN3,541,-1.4107,1501,0.17707,1341,-0.0226,1368,0.01084,1953,0.78166,714,-0.9945,779,-0.8615
ENSG00000188070,C11orf95,7,-1.5714,21,-0.0270,23,0.15210,17,-0.3342,22,0.05633,30,0.58367,25,0.24579
ENSG00000168005,SPINDOC,6,-0.6497,12,0.35853,14,0.63601,2,-2.0011,11,0.26670,4,-1.3506,9,-0.0397
ENSG00000072518,MARK2,40,-0.0241,52,0.44952,53,0.50639,33,-0.3053,38,-0.1004,15,-1.5144,31,-0.4120
ENSG00000167771,RCOR2,7,-0.1839,9,0.19101,9,0.07255,5,-0.6523,11,0.59798,6,-0.5274,3,-1.2426
ENSG00000176340,COX8A,344,-0.7123,605,0.19173,621,0.23997,517,-0.0774,508,-0.1320,509,-0.1040,631,0.23837
ENSG00000167770,OTUB1,86,-1.1258,181,0.00693,192,0.11551,238,0.44924,234,0.54575,97,-0.9468,111,-0.7424
ENSG00000133315,MACROD1,9,-0.4789,7,-0.7942,16,0.51282,18,0.64233,8,-0.7402,17,0.59688,17,0.56674
ENSG00000126500,FLRT1,9,-0.5085,9,-0.4686,6,-1.0787,5,-1.2270,26,1.77485,6,-0.9671,6,-0.9536
ENSG00000168439,STIP1,55,-0.3583,74,0.11211,79,0.21466,105,0.65278,70,0.00743,45,-0.6658,46,-0.6461
ENSG00000149743,TRPT1,32,0.39821,23,-0.1332,46,1.12734,16,-0.6598,14,-1.0044,25,0.01207,22,-0.2083
ENSG00000149761,NUDT22,22,-0.2734,28,0.06191,43,0.88639,20,-0.4735,18,-0.6730,28,0.05923,27,0.02190
ENSG00000110011,DNAJC4,47,0.70341,31,0.04117,32,0.12489,19,-0.7382,25,-0.3383,30,-0.0237,34,0.21423
ENSG00000173511,VEGFB,128,0.64494,71,-0.3224,91,0.11443,92,0.12201,56,-0.7932,111,0.41947,119,0.52712
ENSG00000173486,FKBP2,17,0.31123,10,-0.6102,16,0.26227,20,0.51727,15,0.17375,10,-0.5295,10,-0.5279
ENSG00000173457,PPP1R14B,49,0.67088,25,-0.4106,34,0.07858,27,-0.2727,19,-0.9501,65,1.15073,38,0.28626
ENSG00000002330,BAD,89,-0.4996,154,0.41476,117,-0.0788,73,-0.7877,128,0.08417,123,0.00957,136,0.16651
ENSG00000173264,GPR137,22,-1.0107,45,0.11909,37,-0.1966,42,0.00927,46,0.17912,49,0.23661,47,0.16792
ENSG00000182450,KCNK4,0,-8.3913,15,0.09833,18,0.31707,16,0.17080,18,0.37358,9,-0.7041,17,0.22603
ENSG00000173153,ESRRA,20,-0.2179,28,0.36192,30,0.47407,28,0.28020,16,-0.6293,21,-0.1241,19,-0.2949
ENSG00000173113,TRMT112,160,0.14052,147,0.00761,147,0.00953,148,0.01759,164,0.23117,105,-0.5114,116,-0.3619
ENSG00000126432,PRDX5,278,-0.7340,408,-0.1544,549,0.37711,359,-0.3401,497,0.21947,350,-0.3791,512,0.22047
ENSG00000162302,RPS6KA4,21,-0.7927,32,-0.2046,40,0.20135,36,0.00643,44,0.42243,29,-0.3014,31,-0.2122
ENSG00000110076,NRXN2,48,-1.9358,158,-0.1468,228,0.51653,183,0.09742,207,0.38421,119,-0.5692,147,-0.2460
ENSG00000068831,RASGRP2,5,-1.4400,11,-0.2390,20,0.88553,2,-2.4561,14,0.29483,14,0.17352,11,-0.1896
ENSG00000068976,PYGM,16,0.12130,8,-0.9655,11,-0.5004,15,0.03020,6,-1.5448,60,2.47231,17,0.16061
ENSG00000168066,SF1,108,0.06698,98,-0.0905,103,-0.0131,74,-0.5316,118,0.25676,121,0.24594,82,-0.3679
ENSG00000168067,MAP4K2,20,-0.2991,15,-0.7863,24,-0.0299,25,0.06500,36,0.79607,17,-0.5259,21,-0.2423
ENSG00000133895,MEN1,12,-1.0746,20,-0.3004,21,-0.2193,30,0.33822,37,0.90600,17,-0.5454,14,-0.8521
ENSG00000110047,EHD1,36,0.85974,14,-0.6590,17,-0.4084,26,0.29739,21,-0.0193,34,0.74182,13,-0.7311
ENSG00000110046,ATG2A,24,0.01958,13,-0.9838,23,-0.0464,35,0.65484,26,0.25280,32,0.49578,16,-0.6114
ENSG00000068971,PPP2R5B,27,-1.5710,45,-0.8725,68,-0.1994,214,1.75168,94,0.42254,48,-0.7108,45,-0.8355
ENSG00000213465,ARL2,235,0.70546,150,-0.0262,121,-0.3874,199,0.43093,149,-0.0387,136,-0.1698,113,-0.4640
ENSG00000110025,SNX15,33,0.10760,21,-0.6295,28,-0.1705,42,0.47388,36,0.30577,37,0.29737,22,-0.5450
ENSG00000168061,SAC3D1,21,0.25763,17,-0.0886,19,0.03119,19,0.03170,20,0.17283,9,-1.0409,20,0.13739
ENSG00000162300,ZFPL1,38,0.64831,27,0.12762,27,0.11747,29,0.22006,23,-0.1884,17,-0.5957,17,-0.6244
ENSG00000149823,VPS51,72,-0.4100,89,-0.0923,89,-0.0849,167,0.94422,88,-0.1164,83,-0.1892,88,-0.1012
ENSG00000149809,TM7SF2,79,0.00537,82,0.08755,64,-0.3545,62,-0.3714,102,0.53734,73,-0.1096,52,-0.6301
ENSG00000174276,ZNHIT2,3,-1.6692,15,0.91557,9,0.06615,7,-0.4039,9,-0.0614,9,-0.0527,6,-0.5765
ENSG00000149806,FAU,1647,1.26251,730,-0.1014,650,-0.2999,783,0.01998,536,-0.6863,837,0.12524,873,0.19342
ENSG00000162298,SYVN1,41,0.75210,30,0.22643,16,-0.8415,25,-0.0782,29,0.21581,27,0.04152,16,-0.7545
ENSG00000149792,MRPL49,14,-1.0027,36,0.46416,24,-0.2618,42,0.65083,32,0.27950,19,-0.5626,15,-0.9391
ENSG00000014216,CAPN1,29,-0.6312,46,0.09204,39,-0.1961,33,-0.4410,58,0.57654,38,-0.2155,38,-0.2245
ENSG00000149798,CDC42EP2,45,2.60247,9,-0.3094,5,-1.0630,9,-0.2523,8,-0.5707,8,-0.3485,2,-2.1453
ENSG00000133884,DPF2,36,0.80477,21,-0.0425,19,-0.2671,25,0.19064,20,-0.1705,29,0.42497,11,-1.0125
ENSG00000245532,NEAT1,285,3.60023,8,-2.6622,11,-2.2013,40,-0.2392,12,-2.2202,103,1.31651,10,-2.2980
ENSG00000251562,MALAT1,5911,1.94573,313,-2.8708,3104,0.89253,693,-1.5680,1236,-0.8275,2572,0.46121,1536,-0.3600
ENSG00000142186,SCYL1,32,-0.9474,66,0.19196,64,0.13450,47,-0.3456,74,0.46215,50,-0.2501,39,-0.6222
ENSG00000168056,LTBP3,105,1.16014,45,-0.2524,44,-0.2792,49,-0.0933,37,-0.6045,76,0.62349,50,-0.0457
ENSG00000173465,ZNRD2,14,-0.5898,24,0.29877,21,0.02952,21,0.06196,21,0.06918,20,-0.0244,16,-0.3713
ENSG00000176973,FAM89B,49,-0.2605,77,0.51989,54,-0.1329,67,0.22371,53,-0.1645,47,-0.3325,53,-0.1255
ENSG00000173442,EHBP1L1,5,-2.7629,57,1.09635,26,-0.3458,17,-0.9679,33,0.07009,30,-0.0905,34,0.11301
ENSG00000173327,MAP3K11,73,2.35667,8,-1.3870,14,-0.5082,14,-0.4407,14,-0.5740,24,0.32330,14,-0.4819
ENSG00000197136,PCNX3,19,0.08969,14,-0.4208,22,0.35027,19,0.09716,19,0.08367,18,0.01140,13,-0.4518
ENSG00000173039,RELA,33,1.38201,13,-0.1948,13,-0.1470,14,-0.0918,11,-0.4288,15,0.05177,10,-0.5021
ENSG00000172977,KAT5,30,0.04198,29,0.02181,25,-0.2236,19,-0.6313,35,0.39478,33,0.22749,21,-0.4772
ENSG00000172922,RNASEH2C,86,0.92567,54,0.18121,39,-0.3778,44,-0.1520,39,-0.4345,60,0.32701,44,-0.1660
ENSG00000172757,CFL1,878,-0.3526,1059,-0.0662,1198,0.15271,1223,0.17036,1310,0.36081,697,-0.7086,851,-0.4023
ENSG00000172803,SNX32,2,-2.6385,30,1.13927,15,-0.1712,15,-0.1340,21,0.48592,1,-3.2527,9,-0.8517
ENSG00000172732,MUS81,25,0.58701,15,-0.1910,17,-0.0252,24,0.47828,14,-0.4220,22,0.37857,13,-0.3827
ENSG00000172638,EFEMP2,28,1.02814,7,-1.1296,11,-0.5811,16,0.13885,8,-1.1890,39,1.60170,23,0.65232
ENSG00000172500,FIBP,87,-0.2899,104,4.20041,102,-0.0434,99,-0.0791,127,0.40985,73,-0.5440,94,-0.1630
ENSG00000175602,CCDC85B,201,-1.1382,479,0.22632,501,0.30858,384,-0.1489,404,-0.0878,392,-0.1182,494,0.25322
ENSG00000175573,C11orf68,34,-1.1289,65,-0.1351,66,-0.1047,92,0.43435,87,0.44444,69,-0.0289,54,-0.3982
ENSG00000175550,DRAP1,189,0.35681,134,-0.2057,165,0.14825,162,0.11014,146,-0.0712,135,-0.1760,142,-0.0962
ENSG00000175467,SART1,37,0.65027,18,-0.5525,30,0.36164,35,0.54499,23,-0.1221,17,-0.5874,17,-0.5322
ENSG00000175376,EIF1AD,13,-0.2626,15,-0.1334,15,-0.1364,14,-0.1533,20,0.48646,14,-0.2214,14,-0.1916
ENSG00000175334,BANF1,143,0.48485,119,0.21339,120,0.22851,92,-0.2210,81,-0.5040,129,0.32393,77,-0.4914
ENSG00000175229,GAL3ST3,2,-2.7021,17,0.01100,17,-0.0168,30,0.91847,20,0.34054,8,-1.0764,18,0.08043
ENSG00000087365,SF3B2,126,0.23657,85,-0.4104,89,-0.3424,190,0.92092,117,0.14923,103,-0.0771,75,-0.5793
ENSG00000175115,PACS1,30,-0.5369,37,-0.2313,47,0.20023,44,0.07058,51,0.37208,37,-0.1877,33,-0.3992
ENSG00000174996,KLC2,23,-2.1045,99,0.12535,87,-0.1002,104,0.18975,122,0.59008,69,-0.4555,80,-0.2154
ENSG00000174903,RAB1B,77,-0.1599,83,-0.0408,87,0.03051,96,0.18012,85,-0.0028,97,0.19911,73,-0.2385
ENSG00000174871,CNIH2,29,-2.5635,191,0.34215,176,0.18948,169,0.10326,163,0.06262,136,-0.2337,182,0.22434
ENSG00000174851,YIF1A,59,0.98915,22,-0.6346,21,-0.7313,29,-0.1514,33,0.05157,53,0.81502,28,-0.2207
ENSG00000179292,TMEM151A,147,1.29961,61,-0.1789,47,-0.6261,86,0.38474,74,0.19311,27,-1.3858,45,-0.6449
ENSG00000174791,RIN1,1,-3.1186,22,1.40480,9,-0.1630,1,-3.3628,11,0.11799,7,-0.5262,10,-0.0377
ENSG00000174744,BRMS1,18,0.66064,16,0.57791,8,-0.5827,7,-0.6821,12,0.08776,10,-0.1641,7,-0.6566
ENSG00000174684,B4GAT1,116,-1.9399,420,0.01790,336,-0.3684,660,0.75166,588,0.73913,252,-0.7761,274,-0.6523
ENSG00000174547,MRPL11,21,-0.0737,29,0.44463,19,-0.3086,34,0.65551,21,-0.1272,17,-0.3924,16,-0.4907
ENSG00000174516,PELI3,10,-1.8922,33,-0.0518,40,0.25375,22,-0.7069,53,0.91766,26,-0.4445,18,-1.0215
ENSG00000174483,BBS1,14,-0.7175,24,0.08325,21,-0.1158,16,-0.5269,24,0.16158,37,0.80200,18,-0.3429
ENSG00000174165,ZDHHC24,16,-0.7910,35,0.43571,21,-0.4780,38,0.52691,31,0.24290,24,-0.2259,19,-0.5344
ENSG00000174080,CTSF,167,0.10045,159,0.02577,146,-0.1320,177,0.18736,143,-0.1771,221,0.55409,122,-0.3930
ENSG00000173992,CCS,32,0.22401,20,-0.5080,27,-0.0112,21,-0.4055,27,-0.0509,45,0.80934,28,0.06216
ENSG00000239306,RBM14,34,0.15704,30,-0.0660,29,-0.0758,35,0.18298,36,0.28559,21,-0.6180,25,-0.3313
ENSG00000173933,RBM4,54,-0.4248,69,-0.0491,68,-0.0508,85,0.29474,78,0.19740,72,0.03145,58,-0.3119
ENSG00000173914,RBM4B,19,-0.0735,17,-0.2090,27,0.59654,20,0.00784,19,-0.0350,13,-0.5879,17,-0.2253
ENSG00000173898,SPTBN2,13,-3.2056,132,0.25234,145,0.42748,96,-0.2737,124,0.16357,100,-0.2043,123,0.11702
ENSG00000173599,PC,46,0.23731,36,-0.1578,34,-0.2495,32,-0.3426,37,-0.1431,60,0.66255,47,0.27155
ENSG00000173621,LRFN4,7,-2.1184,34,0.33532,35,0.36507,29,0.05408,32,0.23629,18,-0.6747,24,-0.2697
ENSG00000173227,SYT12,4,-3.5417,24,-1.0226,55,0.39091,42,-0.0569,69,0.98965,31,-0.5452,43,-0.0406
ENSG00000173120,KDM2A,12,-1.3036,23,-0.3591,28,-0.0653,35,0.33025,37,0.50786,34,0.25003,23,-0.3558
ENSG00000173020,GRK2,40,-1.5401,109,-0.0418,130,0.27150,112,0.00710,126,0.25537,115,0.04552,102,-0.1318
ENSG00000172932,ANKRD13D,32,-0.3319,45,0.21576,42,0.08437,25,-0.6873,45,0.26613,29,-0.4779,41,0.05865
ENSG00000175482,POLD4,33,0.31830,26,-0.0906,23,-0.2577,27,0.00606,24,-0.2567,38,0.55242,30,0.17918
ENSG00000172531,PPP1CA,58,-0.3361,65,-0.1696,74,0.04845,88,0.32868,80,0.21944,72,0.00882,53,-0.4581
ENSG00000172508,CARNS1,484,5.34977,3,-4.1751,4,-4.0322,61,0.18910,8,-3.1407,14,-1.9930,2,-4.7314
ENSG00000175634,RPS6KB2,25,0.78736,10,-0.6935,15,-0.0001,15,-0.0382,16,0.07133,18,0.26962,12,-0.3828
ENSG00000172725,CORO1B,24,0.85277,7,-1.1100,10,-0.6285,18,0.34247,11,-0.5273,31,1.29202,18,0.33951
ENSG00000172663,TMEM134,44,1.02645,27,0.26331,17,-0.5161,22,-0.0801,20,-0.2553,21,-0.1435,20,-0.2569
ENSG00000110711,AIP,64,0.52213,49,0.09687,34,-0.5039,62,0.47137,43,-0.1246,47,0.03112,39,-0.2710
ENSG00000110697,PITPNM1,9,-2.4160,22,-1.1650,66,0.71117,40,-0.1670,48,0.12695,64,0.57453,60,0.48475
ENSG00000167797,CDK2AP2,75,1.16958,29,-0.3878,30,-0.3526,40,0.10240,33,-0.2094,40,0.12318,34,-0.1459
ENSG00000084207,GSTP1,437,1.10898,181,-0.3606,220,-0.0331,228,0.02790,153,-0.7057,353,0.74323,181,-0.3285
ENSG00000167792,NDUFV1,131,-0.8050,201,-0.1597,263,0.32027,212,-0.0601,260,0.34081,191,-0.2203,179,-0.3197
ENSG00000110717,NDUFS8,118,-0.6744,211,0.26872,206,0.22841,203,0.17915,153,-0.3296,201,0.16138,182,0.00470
ENSG00000110721,CHKA,39,1.02473,26,0.37998,12,-0.9124,18,-0.2149,21,0.01678,22,0.04799,12,-0.8383
ENSG00000110066,KMT5B,40,0.62973,21,-0.3774,24,-0.1829,49,0.97176,24,-0.2106,28,0.06891,15,-0.8497
ENSG00000171067,C11orf24,27,1.27872,9,-0.4290,9,-0.5617,9,-0.4558,17,0.62565,5,-1.2616,8,-0.7072
ENSG00000110075,PPP6R3,33,0.28623,19,-0.5923,30,0.15329,31,0.19270,33,0.40715,20,-0.4975,19,-0.5520
ENSG00000110090,CPT1A,13,-0.1464,7,-1.1015,12,-0.2791,20,0.47598,6,-1.4074,51,2.17797,18,0.32050
ENSG00000197345,MRPL21,42,-0.9812,90,0.21107,86,0.13988,80,0.00588,90,0.25764,67,-0.2685,64,-0.3435
ENSG00000132740,IGHMBP2,6,-1.1683,13,0.03201,13,-0.0416,11,-0.2504,19,0.76754,8,-0.7132,10,-0.4095
ENSG00000110092,CCND1,60,1.97465,11,-0.8825,21,0.17108,16,-0.2097,6,-1.7825,26,0.48135,23,0.30246
ENSG00000149716,LTO1,8,-0.2892,7,-0.5169,10,-0.0123,13,0.48885,12,0.47685,8,-0.3622,7,-0.3830
ENSG00000168040,FADD,7,-0.3501,11,0.20312,8,-0.3694,24,1.51191,7,-0.5386,12,0.38423,3,-1.4960
ENSG00000131626,PPFIA1,44,0.91139,13,-1.0442,20,-0.3711,23,-0.1562,23,-0.1636,57,1.35088,17,-0.6124
ENSG00000085733,CTTN,82,0.62887,59,0.10743,52,-0.1271,56,0.02089,56,0.00553,35,-0.7097,49,-0.1894
ENSG00000162105,SHANK2,8,-2.4028,55,0.59519,49,0.38595,22,-0.9275,41,0.09025,30,-0.4514,44,0.17851
ENSG00000172893,DHCR7,60,0.60415,31,-0.4598,33,-0.3617,47,0.22564,45,0.18701,57,0.52291,23,-0.8661
ENSG00000254682,AP002387.2,22,1.02618,6,-0.9169,9,-0.3256,11,-0.0798,10,-0.1635,17,0.65921,13,0.17151
ENSG00000137522,RNF121,14,-0.7644,22,-0.1010,17,-0.5269,38,0.82758,29,0.45044,17,-0.4843,21,-0.1454
ENSG00000137497,NUMA1,105,0.90684,44,-0.5548,41,-0.6674,61,0.02064,73,0.37531,76,0.37252,36,-0.8087
ENSG00000184154,LRTOMT,19,1.00270,12,0.30314,7,-0.6158,5,-0.9185,8,-0.4071,13,0.46159,11,0.14415
ENSG00000149357,LAMTOR1,197,0.53454,145,0.04516,130,-0.1480,128,-0.1512,134,-0.1018,148,0.06966,129,-0.1369
ENSG00000110200,ANAPC15,48,-0.1262,53,0.02754,67,0.43134,40,-0.4307,52,-0.0298,38,-0.4879,56,0.09590
ENSG00000165458,INPPL1,37,1.39286,8,-1.0699,8,-1.1467,10,-0.6917,13,-0.4399,41,1.56150,18,0.18873
ENSG00000162129,CLPB,30,-0.0184,24,-0.4393,32,0.06935,33,0.09305,35,0.25738,34,0.15005,25,-0.3131
ENSG00000186642,PDE2A,17,-3.1539,255,1.05756,102,-0.6199,142,-0.0528,176,0.37601,91,-0.7419,120,-0.3108
ENSG00000186635,ARAP1,30,0.76082,11,-0.8332,9,-1.2067,42,1.34907,17,-0.1476,30,0.73562,12,-0.7071
ENSG00000214530,STARD10,34,0.13932,18,-0.9096,33,0.10727,67,1.24647,30,-0.0918,28,-0.2060,24,-0.4086
ENSG00000285693,AP002381.2,10,0.23341,10,0.22653,10,0.15102,2,-1.9367,7,-0.4172,10,0.11244,15,0.79984
ENSG00000168010,ATG16L2,6,-0.5155,10,0.23857,9,0.15913,1,-3.0206,11,0.43428,6,-0.4604,11,0.33286
ENSG00000137478,FCHSD2,55,1.91621,9,-1.0401,10,-0.8632,31,0.86730,11,-0.8779,29,0.77665,9,-0.9383
ENSG00000110237,ARHGEF17,25,-0.9587,34,-0.5078,35,-0.4653,93,1.16033,58,0.47433,45,-0.0451,32,-0.5555
ENSG00000054965,FAM168A,66,-0.4099,73,-0.2692,108,0.41631,92,0.12190,86,0.00732,84,-0.0231,79,-0.1225
ENSG00000021300,PLEKHB1,1220,2.90118,109,-1.4175,137,-1.0599,226,-0.2151,106,-1.5800,376,0.60188,219,-0.2666
ENSG00000175582,RAB6A,96,-1.4026,281,0.27967,250,0.06685,188,-0.3855,320,0.60164,153,-0.7065,187,-0.3927
ENSG00000175581,MRPL48,57,0.76620,35,-0.0157,31,-0.2492,39,0.15527,33,-0.1450,37,0.07391,27,-0.4494
ENSG00000181924,COA4,57,0.98282,25,-0.3661,28,-0.1912,36,0.21506,21,-0.7108,51,0.77796,30,-0.0477
ENSG00000175575,PAAF1,70,1.29670,21,-0.7023,26,-0.3237,44,0.52667,28,-0.2469,34,0.12001,24,-0.4599
ENSG00000214517,PPME1,24,-2.0965,90,-0.1129,107,0.19074,122,0.38060,140,0.80084,44,-1.1911,55,-0.8640
ENSG00000165434,PGM2L1,34,-3.2446,206,-0.6358,398,0.51830,395,0.44162,454,0.90599,141,-1.1593,158,-0.9917
ENSG00000254837,AP001372.2,10,-0.1363,11,0.00041,12,0.16101,16,0.53732,13,0.24148,7,-0.5940,5,-1.2742
ENSG00000166439,RNF169,19,0.70253,10,-0.3413,13,0.13730,9,-0.4055,11,-0.2366,15,0.27354,13,0.06908
ENSG00000166435,XRRA1,24,1.14417,8,-0.6294,17,0.67217,4,-1.6635,12,0.07723,9,-0.4735,6,-0.9073
ENSG00000118363,SPCS2,184,0.55227,125,-0.0794,116,-0.2169,180,0.50890,111,-0.3163,159,0.30504,103,-0.3692
ENSG00000162139,NEU3,3,-1.3613,8,-0.1033,13,0.69737,9,0.02521,11,0.37925,7,-0.2957,3,-1.6586
ENSG00000137491,SLCO2B1,42,1.23990,10,-1.1577,10,-1.1379,32,0.80736,11,-1.0277,54,1.70449,16,-0.2707
ENSG00000137486,ARRB1,57,-0.6568,40,-1.2986,82,-0.0986,147,0.85279,103,0.33729,116,0.46075,87,-0.0119
ENSG00000149273,RPS3,1099,1.66803,277,-0.6826,373,-0.1827,396,-0.0679,305,-0.5736,486,0.25646,357,-0.2322
ENSG00000149243,KLHL35,12,-0.3566,15,-0.1030,10,-0.6670,21,0.43027,23,0.81285,12,-0.4355,8,-0.9685
ENSG00000158555,GDPD5,5,-1.3872,8,-0.6564,12,-0.1202,9,-0.4371,20,0.96256,15,0.21685,10,-0.3078
ENSG00000171533,MAP6,34,-1.3853,72,-0.2535,86,0.05013,100,0.28850,108,0.53173,74,-0.1904,72,-0.2411
ENSG00000062282,DGAT2,1,-2.8515,19,0.78488,7,-0.8259,25,1.09860,14,0.29057,10,-0.3546,4,-1.4754
ENSG00000198382,UVRAG,37,1.43886,16,0.10882,13,-0.2255,7,-1.1019,16,0.14496,7,-1.0512,8,-0.9246
ENSG00000137492,THAP12,16,-0.7961,39,0.59441,23,-0.3168,60,1.26435,28,-0.0181,10,-1.5249,14,-1.0721
ENSG00000179240,GVQW3,6,-0.8709,7,-0.7943,15,0.43175,11,-0.0686,15,0.53345,9,-0.3469,12,0.02230
ENSG00000255135,AP002360.1,17,0.35405,12,-0.2329,11,-0.4391,28,1.13040,9,-0.6877,15,0.15821,18,0.41993
ENSG00000158636,EMSY,14,0.56494,8,-0.1852,12,0.36427,6,-0.6698,10,0.04817,7,-0.4656,8,-0.2184
ENSG00000078124,ACER3,115,1.96622,22,-0.8349,27,-0.5042,36,-0.0460,33,-0.2050,30,-0.3197,26,-0.5278
ENSG00000149260,CAPN5,11,-0.9560,29,0.50779,21,-0.0659,10,-1.1519,30,0.67049,10,-1.1047,18,-0.3131
ENSG00000149269,PAK1,27,-3.3640,378,0.68486,218,-0.3093,203,-0.3909,395,0.90241,110,-1.3295,155,-0.8119
ENSG00000074201,CLNS1A,92,0.45583,60,-0.2631,81,0.28316,87,0.36326,59,-0.2996,67,-0.0539,57,-0.3039
ENSG00000178301,AQP11,7,-0.4948,13,0.54854,8,-0.1941,8,-0.2603,12,0.58245,1,-2.4914,7,-0.3734
ENSG00000048649,RSF1,119,0.33356,72,-0.5047,98,0.02743,107,0.16085,100,0.07514,119,0.33556,76,-0.3610
ENSG00000087884,AAMDC,35,1.81795,5,-1.2377,4,-1.5174,8,-0.5194,11,-0.1683,21,0.89571,14,0.28930
ENSG00000151366,NDUFC2,224,-0.7370,458,0.43122,316,-0.2305,387,0.11111,439,0.40237,243,-0.6138,252,-0.5628
ENSG00000159063,ALG8,17,0.31002,9,-0.8014,8,-0.9168,21,0.59271,19,0.53046,16,0.22650,13,-0.1216
ENSG00000188997,KCTD21,7,-0.9915,11,-0.4151,15,0.18622,26,1.00486,15,0.14917,13,-0.1106,9,-0.6013
ENSG00000118369,USP35,5,-1.0843,10,-0.2218,8,-0.4879,26,1.40064,15,0.64908,4,-1.5248,5,-1.0731
ENSG00000033327,GAB2,44,2.21504,4,-1.5897,12,-0.0262,11,-0.1079,10,-0.4361,10,-0.2314,7,-0.7915
ENSG00000149256,TENM4,4,-2.2458,8,-1.4793,16,-0.3353,10,-0.9152,40,1.77494,22,0.21392,8,-1.2839
ENSG00000182103,FAM181B,101,1.77760,23,-0.7057,23,-0.7201,29,-0.3286,11,-2.0343,107,1.88581,31,-0.2324
ENSG00000137509,PRCP,51,0.33692,32,-0.4506,28,-0.6559,66,0.76916,36,-0.2834,76,0.99594,35,-0.2619
ENSG00000137502,RAB30,46,0.29422,31,-0.3194,34,-0.1914,63,0.82561,29,-0.5279,71,1.02399,21,-0.9028
ENSG00000246067,RAB30-DT,42,1.79382,15,0.12518,8,-0.8515,14,-0.0584,11,-0.5036,9,-0.7203,13,-0.1287
ENSG00000165494,PCF11,37,0.59346,17,-0.6650,21,-0.3421,35,0.50804,25,-0.0483,37,0.59244,21,-0.2991
ENSG00000137494,ANKRD42,4,-2.0800,24,0.52703,13,-0.4973,22,0.32737,23,0.47095,17,-0.1446,12,-0.5999
ENSG00000137500,CCDC90B,56,0.50855,36,-0.2121,30,-0.4989,72,0.91643,40,-0.0214,35,-0.2224,32,-0.3852
ENSG00000150672,DLG2,67,-0.6151,100,0.02299,129,0.47793,111,0.18801,87,-0.2441,100,0.02139,91,-0.1385
ENSG00000171204,TMEM126B,47,-0.6965,71,-0.0735,97,0.49856,72,-0.0423,81,0.18401,61,-0.3087,54,-0.4864
ENSG00000171202,TMEM126A,31,-1.1576,73,0.17696,64,-0.0364,122,1.00830,66,0.00626,44,-0.6065,55,-0.2913
ENSG00000137504,CREBZF,22,0.09368,26,0.41277,15,-0.5090,18,-0.2340,25,0.42628,18,-0.2254,11,-0.9879
ENSG00000137501,SYTL2,43,-0.1543,47,-0.0190,47,-0.0208,49,0.02909,63,0.59432,25,-0.9705,29,-0.7703
ENSG00000073921,PICALM,190,1.64613,45,-0.8033,42,-0.9171,102,0.54711,67,-0.1576,88,0.30744,43,-0.8042
ENSG00000074266,EED,14,-0.3982,16,-0.2098,19,0.06158,38,1.14303,17,-0.1843,14,-0.4778,17,-0.1246
ENSG00000149196,HIKESHI,60,-0.1348,64,-0.0242,60,-0.1501,72,0.16940,73,0.23572,63,-0.0536,54,-0.3010
ENSG00000151376,ME3,8,-2.4674,64,0.68470,40,-0.1578,31,-0.5151,60,0.64921,31,-0.5155,25,-0.8709
ENSG00000150687,PRSS23,2,-2.9021,22,0.81657,9,-0.6146,18,0.41736,17,0.47200,15,0.09582,3,-2.1362
ENSG00000166575,TMEM135,16,-0.0059,13,-0.3089,14,-0.2094,13,-0.2995,23,0.73477,14,-0.1941,10,-0.7440
ENSG00000168959,GRM5,10,-2.7263,98,0.75939,69,0.10159,71,0.14601,76,0.33253,24,-1.4821,46,-0.5411
ENSG00000110172,CHORDC1,41,-0.1079,41,-0.0980,53,0.33523,36,-0.2948,54,0.44385,35,-0.3433,18,-1.3410
ENSG00000165323,FAT3,12,-1.9122,63,0.73752,52,0.39760,17,-1.3644,44,0.09258,31,-0.4526,40,-0.0840
