Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000068697,LAPTM4A,2,-5.4430,163,1.13737,59,-0.5964,96,0.16100,80,-0.2731
ENSG00000055917,PUM2,2,-5.3814,63,-0.4675,82,-0.0356,69,-0.3223,106,0.86281
ENSG00000143878,RHOB,137,-0.9166,546,1.47950,162,-0.6574,174,-0.5947,215,-0.4325
ENSG00000118960,HS1BP3,2,-2.8864,27,1.11011,13,-0.2288,11,-0.4359,14,-0.0945
ENSG00000119771,KLHL29,2,-2.5612,1,-3.0447,0,-4.0729,7,-0.8159,19,2.46949
ENSG00000173960,UBXN2A,82,2.17922,30,0.50479,67,1.80360,12,-1.0326,9,-2.0998
ENSG00000119782,FKBP1B,2,-4.9458,14,-2.3279,70,0.16289,55,-0.2300,87,1.30776
ENSG00000115128,SF3B6,17,-2.8414,217,1.11066,165,0.52891,102,-0.2534,103,-0.4136
ENSG00000219626,FAM228B,38,0.82151,32,0.62945,12,-0.9309,32,0.62002,16,-0.8566
ENSG00000198399,ITSN2,2,-4.0328,28,-0.2750,37,0.17555,41,0.37534,36,0.28746
ENSG00000084676,NCOA1,83,-0.2720,93,-0.0976,117,0.26414,73,-0.5015,107,0.27544
ENSG00000184924,PTRHD1,64,0.27896,65,0.34203,63,0.25212,49,-0.1256,48,-0.2931
ENSG00000138031,ADCY3,2,-4.4722,36,-0.3458,128,1.75739,32,-0.5493,45,0.01346
ENSG00000115137,DNAJC27,2,-3.3411,12,-0.8791,66,1.98896,16,-0.4268,20,-0.0248
ENSG00000224165,DNAJC27-AS1,34,1.68346,25,1.33909,21,0.83714,9,-0.4501,5,-1.9921
ENSG00000084710,EFR3B,73,-0.1719,63,-0.4338,99,0.30240,64,-0.3987,90,0.35119
ENSG00000119772,DNMT3A,2,-2.3346,18,1.01990,0,-3.5269,12,0.30228,10,-0.0834
ENSG00000138101,DTNB,2,-4.2750,27,-0.5899,14,-1.5217,34,-0.2124,52,1.16965
ENSG00000143970,ASXL2,41,1.03070,36,0.93930,54,1.52895,18,-0.2252,10,-1.6754
ENSG00000084731,KIF3C,114,-1.3984,51,-2.6777,282,-0.0249,227,-0.3941,397,1.32048
ENSG00000084733,RAB10,2,-5.4894,142,0.62010,107,0.09783,90,-0.1761,104,0.12108
ENSG00000157833,GAREM2,2,-3.1825,45,1.72335,0,-4.3302,27,0.73060,13,-0.9295
ENSG00000084754,HADHA,75,0.04072,160,1.46970,87,0.26345,73,-0.0090,46,-1.1654
ENSG00000138029,HADHB,55,-0.4730,170,1.57115,58,-0.3810,104,0.58658,44,-1.3232
ENSG00000138018,SELENOI,63,0.42234,31,-0.7273,65,0.46278,23,-1.1563,56,0.49706
ENSG00000213699,SLC35F6,2,-3.2937,36,1.09021,4,-2.3929,22,0.18101,19,-0.0722
ENSG00000157851,DPYSL5,47,0.29256,94,1.67892,24,-0.7020,20,-1.0484,30,-0.7480
ENSG00000084764,MAPRE3,134,-0.7623,72,-1.7726,288,0.42350,158,-0.5487,283,0.94251
ENSG00000119777,TMEM214,2,-2.9137,25,0.89776,14,-0.0512,13,-0.2265,15,-0.0659
ENSG00000228474,OST4,176,-0.3618,310,0.58492,161,-0.4935,240,0.13042,208,-0.2053
ENSG00000138030,KHK,2,-3.2736,24,0.34800,14,-0.4565,13,-0.6608,23,0.62736
ENSG00000138028,CGREF1,8,-2.7997,4,-3.6869,56,0.12538,33,-0.7320,76,1.70886
ENSG00000138073,PREB,48,0.64687,31,-0.0125,16,-1.0302,22,-0.5839,34,0.26987
ENSG00000138074,SLC5A6,2,-2.8986,19,0.44668,13,-0.1981,13,-0.1501,16,0.25425
ENSG00000138085,ATRAID,55,0.06751,102,1.21719,63,0.27749,36,-0.6329,42,-0.6532
ENSG00000115194,SLC30A3,83,0.45830,0,-6.8835,54,-0.2046,25,-1.4487,88,1.48721
ENSG00000115204,MPV17,2,-4.5100,50,0.16741,68,0.61461,49,0.09964,47,0.07048
ENSG00000115207,GTF3C2,2,-2.9381,10,-0.6232,14,-0.1603,16,0.12269,18,0.66456
ENSG00000115211,EIF2B4,2,-3.5019,17,-0.4634,34,0.65572,26,0.21414,25,0.27872
ENSG00000115234,SNX17,2,-5.3019,108,0.03087,75,-0.5404,74,-0.5885,134,0.85961
ENSG00000163795,ZNF513,2,-2.5237,11,-0.0072,1,-2.8460,13,0.16656,14,0.68075
ENSG00000115241,PPM1G,2,-4.4857,29,-0.6999,54,0.27085,36,-0.3571,57,0.86489
ENSG00000115216,NRBP1,62,0.25335,27,-1.0726,51,-0.0559,37,-0.5864,64,0.65708
ENSG00000138002,IFT172,2,-2.4218,4,-1.3379,0,-3.9784,11,0.14439,15,1.32435
ENSG00000115226,FNDC4,41,-0.5316,25,-1.3208,36,-0.7338,68,0.26203,71,0.67660
ENSG00000243943,ZNF512,49,0.73084,30,-0.0794,64,1.16398,22,-0.5751,27,-0.4213
ENSG00000198522,GPN1,42,0.41186,22,-0.6016,70,1.26473,13,-1.4152,34,0.14048
ENSG00000119760,SUPT7L,23,-0.9077,42,0.03338,28,-0.6148,28,-0.6296,50,0.63166
ENSG00000163798,SLC4A1AP,40,-0.1457,24,-0.9626,1,-4.7716,39,-0.2053,57,1.03698
ENSG00000243147,MRPL33,43,-1.9145,162,0.08063,115,-0.4538,186,0.32618,164,0.20856
ENSG00000158019,BABAM2,69,0.55217,20,-1.3783,99,1.13875,25,-1.0404,53,0.29963
ENSG00000075426,FOSL2,56,1.56268,10,-1.1682,23,0.09892,15,-0.6198,22,0.00824
ENSG00000213639,PPP1CB,8,-4.7879,176,-0.2984,434,1.17268,177,-0.2916,227,0.24748
ENSG00000171103,TRMT61B,2,-3.0902,16,-0.1382,24,0.51954,16,-0.1124,19,0.34963
ENSG00000163811,WDR43,2,-2.6005,20,0.88217,0,-4.1550,13,0.16749,12,0.13264
ENSG00000115295,CLIP4,2,-4.6650,59,0.24220,52,0.03131,38,-0.4889,59,0.52419
ENSG00000119801,YPEL5,57,-1.1996,86,-0.6226,118,-0.0935,112,-0.1913,151,0.66798
ENSG00000213626,LBH,2,-2.8809,10,-0.5723,22,0.60557,17,0.23507,16,0.30899
ENSG00000172954,LCLAT1,2,-2.6331,8,-0.5935,0,-4.1878,10,-0.3763,17,1.37646
ENSG00000013016,EHD3,10,-3.3667,20,-2.5221,108,0.08313,76,-0.4924,146,1.48637
ENSG00000162961,DPY30,68,0.04585,83,0.38574,18,-1.9665,50,-0.4796,73,0.31827
ENSG00000021574,SPAST,47,0.73970,33,0.22461,3,-3.0414,23,-0.3774,31,0.18318
ENSG00000152683,SLC30A6,99,2.88949,15,-0.4047,17,-0.2349,8,-1.2953,13,-1.0375
ENSG00000119820,YIPF4,44,-0.8194,95,0.40646,99,0.42999,68,-0.1592,73,-0.1082
ENSG00000115760,BIRC6,2,-3.9488,40,0.39961,22,-0.5182,27,-0.2664,36,0.45267
ENSG00000152689,RASGRP3,2,-2.4077,54,4.19321,4,-1.2079,5,-1.0102,1,-3.4232
ENSG00000119812,FAM98A,2,-4.7597,68,0.37206,19,-1.6082,43,-0.3894,67,0.72139
ENSG00000260025,CRIM1-DT,2,-4.1639,2,-4.0661,2,-3.7734,31,-0.2544,57,2.23882
ENSG00000150938,CRIM1,2,-4.4591,27,-0.7902,14,-1.7290,43,-0.0491,60,1.19144
ENSG00000171055,FEZ2,2,-5.1990,125,0.94099,78,0.09116,43,-0.8808,78,0.17010
ENSG00000115808,STRN,17,-1.0161,75,1.55644,23,-0.5525,24,-0.5001,27,-0.5450
ENSG00000008869,HEATR5B,2,-3.5604,16,-0.6303,0,-4.8378,25,0.09138,32,1.15952
ENSG00000152133,GPATCH11,2,-3.6976,31,0.29745,28,0.10031,20,-0.4441,29,0.42952
ENSG00000055332,EIF2AK2,2,-4.1640,31,-0.3270,18,-1.1022,49,0.49050,43,0.53274
ENSG00000218739,CEBPZOS,2,-4.2813,40,0.03771,39,0.00400,45,0.23393,42,0.27396
ENSG00000115816,CEBPZ,2,-3.7073,38,0.63692,5,-2.4766,28,0.14195,29,0.31106
ENSG00000003509,NDUFAF7,2,-2.6933,2,-2.3647,0,-4.2475,7,-0.9880,21,2.45543
ENSG00000115828,QPCT,2,-3.9534,5,-2.8509,111,2.16225,18,-0.8952,35,0.41895
ENSG00000119787,ATL2,24,0.00383,8,-1.7250,11,-1.1942,19,-0.3695,32,1.08518
ENSG00000143889,HNRNPLL,49,0.19121,31,-0.5867,18,-1.3545,28,-0.7504,55,0.83890
ENSG00000115875,SRSF7,97,0.36609,63,-0.3220,52,-0.5821,53,-0.5916,88,0.45728
ENSG00000152147,GEMIN6,2,-2.1853,8,-0.1546,0,-3.7444,14,0.72277,10,0.39038
ENSG00000163214,DHX57,74,2.52966,10,-0.8729,1,-3.2852,7,-1.3255,16,-0.1721
ENSG00000188010,MORN2,2,-4.3553,41,-0.1081,28,-0.6831,56,0.39248,50,0.42043
ENSG00000115904,SOS1,2,-3.7883,19,-0.6463,77,1.69487,19,-0.5780,29,0.17772
ENSG00000011566,MAP4K3,120,1.63068,27,-0.8342,80,0.91811,21,-1.2061,41,-0.2613
ENSG00000231312,MAP4K3-DT,2,-3.1858,6,-1.6277,22,0.28415,16,-0.2258,24,1.06012
ENSG00000152154,TMEM178A,161,0.22253,58,-1.4104,139,-0.0019,112,-0.3616,168,0.64902
ENSG00000183023,SLC8A1,2,-5.5959,26,-2.0707,86,-0.1996,82,-0.2821,138,1.43321
ENSG00000162878,PKDCC,2,-2.8619,2,-2.5423,15,0.08749,14,-0.0798,20,1.21461
ENSG00000143924,EML4,2,-2.8532,10,-0.5546,25,0.85886,7,-1.0159,18,0.76464
ENSG00000115944,COX7A2L,17,-3.5387,88,-1.2119,173,-0.1227,170,-0.1629,247,1.06446
ENSG00000057935,MTA3,2,-3.8567,9,-1.8682,4,-2.9613,32,0.05139,45,1.58443
ENSG00000152518,ZFP36L2,9,-2.0284,112,2.24325,24,-0.6597,49,0.50695,18,-1.7168
ENSG00000138036,DYNC2LI1,2,-3.8955,23,-0.4301,48,0.74611,27,-0.1881,34,0.45498
ENSG00000138095,LRPPRC,2,-5.3044,71,-0.6273,157,0.65224,69,-0.6682,131,0.82629
ENSG00000138032,PPM1B,2,-4.9695,84,0.49726,57,-0.1577,56,-0.1896,69,0.27952
ENSG00000138078,PREPL,135,-2.0306,180,-1.6864,773,0.63319,239,-1.2567,716,1.29697
ENSG00000171132,PRKCE,108,-0.3379,31,-2.2683,74,-0.9052,92,-0.6158,188,1.38668
ENSG00000116016,EPAS1,45,-0.1550,107,1.44679,12,-2.1336,100,1.29728,25,-1.6463
ENSG00000119729,RHOQ,51,0.00120,119,1.61610,54,0.09802,54,0.09328,30,-1.3046
ENSG00000151665,PIGF,26,0.24089,31,0.60215,37,0.81766,15,-0.6236,19,-0.4511
ENSG00000119878,CRIPT,2,-4.4760,79,1.02602,3,-3.9410,53,0.29493,45,-0.0010
ENSG00000171150,SOCS5,2,-4.0393,21,-0.7062,43,0.40884,21,-0.7295,43,0.97440
ENSG00000180398,MCFD2,2,-5.3966,72,-0.2841,210,1.48909,66,-0.4137,88,0.11638
ENSG00000143933,CALM2,1604,-0.6145,1844,-0.4332,2307,-0.0555,1837,-0.4387,2829,0.59017
ENSG00000119888,EPCAM,56,1.71788,3,-2.7301,42,1.18996,8,-1.3603,20,-0.0357
ENSG00000095002,MSH2,2,-4.2196,30,-0.3487,86,1.35126,20,-1.0238,43,0.44233
ENSG00000184261,KCNK12,2,-3.4914,11,-1.1541,22,-0.0478,20,-0.1933,30,1.03674
ENSG00000116062,MSH6,173,3.18392,34,0.16377,19,-0.7458,16,-1.0597,15,-1.6407
ENSG00000138081,FBXO11,12,-2.8398,41,-1.0968,100,0.34887,63,-0.4121,104,0.95891
ENSG00000170802,FOXN2,2,-2.6966,44,2.56606,5,-1.2221,14,0.11720,6,-1.6600
ENSG00000162869,PPP1R21,4,-2.8889,32,-0.0467,20,-0.7336,28,-0.2956,41,0.75037
ENSG00000179915,NRXN1,142,-0.6643,57,-2.1261,139,-0.6973,167,-0.4514,303,1.31537
ENSG00000115239,ASB3,63,0.87898,43,0.30071,50,0.50479,31,-0.2477,30,-0.5375
ENSG00000068912,ERLEC1,2,-5.7229,55,-1.0669,122,0.21787,63,-0.8562,146,1.27871
ENSG00000068878,PSME4,2,-2.9039,28,1.10958,2,-2.6863,15,-0.0326,15,0.02929
ENSG00000170634,ACYP2,42,-1.9466,234,0.76211,143,-0.1034,138,-0.1695,151,-0.0374
ENSG00000115306,SPTBN1,326,-0.4718,416,-0.1048,322,-0.4919,462,0.07533,478,0.25506
ENSG00000214595,EML6,61,2.08136,1,-3.5518,39,1.27541,13,-0.5017,14,-0.5565
ENSG00000115310,RTN4,1114,-0.1485,876,-0.5580,1291,0.08115,626,-1.0913,1504,0.73791
ENSG00000143947,RPS27A,1149,0.01720,1964,0.99365,669,-0.8134,1475,0.45644,868,-0.7386
ENSG00000085760,MTIF2,2,-2.9532,17,0.17952,0,-4.5053,17,0.12486,19,0.66748
ENSG00000115355,CCDC88A,5,-4.6386,296,1.63477,99,-0.3704,135,0.11763,96,-0.7446
ENSG00000163001,CFAP36,55,-1.1318,59,-1.0966,70,-0.7645,98,-0.2874,153,1.05951
ENSG00000275052,PPP4R3B,196,1.87964,60,-0.1124,37,-0.8473,43,-0.6613,56,-0.3727
ENSG00000138035,PNPT1,2,-3.0700,28,0.88598,29,0.85935,13,-0.4338,15,-0.2875
ENSG00000115380,EFEMP1,38,-1.0826,311,3.16387,28,-1.5383,76,-0.0059,23,-2.6014
ENSG00000055813,CCDC85A,2,-3.9224,16,-1.0330,0,-5.4692,21,-0.5765,45,1.79923
ENSG00000115392,FANCL,2,-3.4389,27,0.37506,8,-1.4272,14,-0.7190,27,0.81266
ENSG00000119866,BCL11A,72,-0.6109,24,-2.3284,227,1.21714,79,-0.4965,127,0.58807
ENSG00000115421,PAPOLG,2,-2.6219,5,-1.3144,0,-4.1767,9,-0.5553,18,1.81236
ENSG00000162928,PEX13,2,-2.3494,9,-0.2107,0,-3.9068,11,0.16584,13,0.82024
ENSG00000162929,KIAA1841,2,-3.1231,10,-0.9302,22,0.38626,12,-0.5799,23,0.97784
ENSG00000237651,C2orf74,2,-5.4893,83,-0.1426,179,1.10307,91,0.00914,93,0.06850
ENSG00000115464,USP34,2,-4.3380,44,0.12259,65,0.73954,43,0.11571,41,0.03181
ENSG00000082898,XPO1,18,-2.1967,113,0.63368,28,-1.5574,55,-0.6037,92,0.53139
ENSG00000115484,CCT4,220,0.49163,151,-0.1152,138,-0.2455,118,-0.5217,172,0.20373
ENSG00000173163,COMMD1,2,-3.9568,38,0.32156,18,-0.7981,24,-0.4166,37,0.63215
ENSG00000170340,B3GNT2,3,-2.0810,3,-2.3964,31,1.11796,4,-2.0384,21,1.37612
ENSG00000186889,TMEM17,35,1.19196,6,-1.4477,5,-1.7999,16,-0.1057,19,0.42086
ENSG00000115504,EHBP1,63,0.26027,33,-0.8011,107,1.11922,36,-0.6565,55,0.11420
ENSG00000014641,MDH1,373,-1.0496,254,-1.7064,681,-0.1331,456,-0.7978,1024,1.31092
ENSG00000169764,UGP2,19,-3.2696,127,-0.5202,182,0.07186,237,0.54917,190,0.29227
ENSG00000197329,PELI1,47,1.76704,17,0.13313,1,-3.9334,12,-0.4418,15,-0.2840
ENSG00000119862,LGALSL,2,-3.5237,6,-2.0986,19,-0.2990,15,-0.7066,34,1.67528
ENSG00000119844,AFTPH,2,-4.3169,24,-0.8151,39,-0.0500,33,-0.3260,52,1.00697
ENSG00000237638,LINC02245,2,-2.7815,0,-4.1717,13,-0.0165,13,-0.0247,19,1.36485
ENSG00000115902,SLC1A4,56,-0.6104,69,-0.3265,97,0.23592,85,0.03941,89,0.21255
ENSG00000011523,CEP68,2,-4.4167,21,-1.1505,61,0.56513,32,-0.4898,56,0.97275
ENSG00000138069,RAB1A,91,-1.2101,134,-0.6781,173,-0.2455,150,-0.4965,257,0.88742
ENSG00000138071,ACTR2,366,0.90348,157,-0.4751,204,-0.0324,138,-0.6732,221,0.19472
ENSG00000198369,SPRED2,2,-4.0454,11,-1.6711,23,-0.5649,28,-0.2566,47,1.40565
ENSG00000197223,C1D,74,0.03157,52,-0.5308,116,0.76320,39,-1.0039,81,0.37879
ENSG00000115946,PNO1,2,-2.8193,6,-1.2756,2,-2.7127,13,-0.1732,20,1.49704
ENSG00000221823,PPP3R1,112,-0.4829,29,-2.5785,95,-0.7279,125,-0.3297,210,1.28587
ENSG00000119865,CNRIP1,3,-5.5702,47,-1.6739,134,0.00513,121,-0.1708,181,1.19872
ENSG00000169604,ANTXR1,2,-2.7401,41,2.23537,1,-3.5341,26,1.23271,5,-2.0490
ENSG00000198380,GFPT1,2,-4.2312,18,-1.1656,50,0.43494,23,-0.8103,51,1.17919
ENSG00000169599,NFU1,2,-4.5146,26,-0.9185,77,0.82465,52,0.22531,52,0.39098
ENSG00000115977,AAK1,60,-1.3192,43,-1.8890,298,1.19455,104,-0.5310,172,0.66407
ENSG00000196975,ANXA4,2,-2.4728,20,1.03489,10,-0.1870,11,-0.0499,10,-0.2443
ENSG00000087338,GMCL1,2,-2.8936,18,0.30434,6,-1.3203,16,0.16086,17,0.38869
ENSG00000124380,SNRNP27,42,-0.5417,86,0.64523,53,-0.1751,50,-0.2771,58,-0.0765
ENSG00000169564,PCBP1,2,-6.7704,282,0.41624,146,-0.6403,187,-0.2862,257,0.50525
ENSG00000116001,TIA1,75,1.07396,39,0.03234,31,-0.2987,25,-0.6588,37,-0.0650
ENSG00000116005,PCYOX1,2,-4.9789,72,0.21854,77,0.30255,49,-0.4392,72,0.43091
ENSG00000143977,SNRPG,155,0.98861,129,0.76544,50,-0.8022,72,-0.2576,69,-0.5446
ENSG00000035141,FAM136A,2,-3.9636,14,-1.2826,85,1.64360,29,-0.1010,33,0.20558
ENSG00000163235,TGFA,2,-2.0404,39,3.84126,0,-3.6014,6,-0.4315,2,-2.9415
ENSG00000075340,ADD2,41,-1.4059,29,-1.9877,44,-1.3053,91,-0.2244,147,1.42789
ENSG00000144043,TEX261,12,-0.8771,50,1.52730,3,-2.9810,15,-0.5986,20,-0.2507
ENSG00000124357,NAGK,40,-0.3878,53,0.02515,33,-0.6668,42,-0.3661,59,0.42596
ENSG00000124383,MPHOSPH10,8,-1.9110,27,-0.1123,39,0.48828,20,-0.5578,33,0.48234
ENSG00000124374,PAIP2B,40,0.39518,113,2.73433,0,-5.4605,29,-0.1477,12,-2.1263
ENSG00000075292,ZNF638,33,-0.9832,58,-0.1377,102,0.76037,54,-0.2489,66,0.13336
ENSG00000135636,DYSF,2,-2.6104,45,2.83276,0,-4.1653,12,-0.0111,6,-1.6960
ENSG00000003137,CYP26B1,19,-0.9464,6,-2.6574,37,0.08885,23,-0.6508,49,1.32699
ENSG00000144036,EXOC6B,2,-4.5132,67,0.67002,30,-0.6670,44,-0.0746,49,0.21302
ENSG00000135638,EMX1,101,3.05062,0,-6.0025,0,-4.7846,5,-1.8534,19,-0.0038
ENSG00000144040,SFXN5,202,1.19591,96,-0.0125,19,-2.4015,158,0.89082,75,-0.6920
ENSG00000135631,RAB11FIP5,2,-4.2569,5,-3.1062,42,0.12789,32,-0.2956,55,1.46050
ENSG00000272702,AC010913.1,2,-2.8368,8,-0.8602,2,-2.7412,21,0.64485,18,0.75880
ENSG00000135632,SMYD5,55,1.36064,17,-0.5551,33,0.50480,17,-0.5646,22,-0.2316
ENSG00000135617,PRADC1,2,-3.6162,27,0.15731,11,-1.1206,26,0.12612,28,0.49726
ENSG00000135624,CCT7,58,-1.4620,152,-0.0192,123,-0.3482,105,-0.6245,186,0.68081
ENSG00000163013,FBXO41,2,-4.9405,20,-1.7391,90,0.59019,81,0.47130,73,0.56312
ENSG00000135625,EGR4,2,-3.4078,0,-9.0044,0,-4.9572,9,-1.2572,36,3.27195
ENSG00000144034,TPRKB,2,-3.4559,35,0.82681,3,-2.8125,25,0.19420,23,0.15299
ENSG00000144048,DUSP11,2,-2.8670,18,0.36156,21,0.56572,10,-0.5871,16,0.25261
ENSG00000124356,STAMBP,39,0.50709,64,1.55074,14,-1.0605,14,-1.1444,22,-0.6163
ENSG00000114956,DGUOK,78,0.37113,56,-0.1821,55,-0.1769,57,-0.1335,64,0.08903
ENSG00000163170,BOLA3,46,-0.6133,45,-0.6804,57,-0.2965,80,0.26047,77,0.38706
ENSG00000225439,BOLA3-AS1,2,-2.9950,13,-0.2994,32,1.09463,12,-0.3993,17,0.29498
ENSG00000114978,MOB1A,31,0.45952,47,1.30035,16,-0.5595,28,0.36939,14,-1.1525
ENSG00000204843,DCTN1,527,0.89315,198,-0.6957,143,-1.1441,224,-0.4944,345,0.44973
ENSG00000005448,WDR54,2,-4.1898,18,-1.1025,95,1.56487,17,-1.2431,44,0.65980
ENSG00000114993,RTKN,2,-3.6267,113,3.64625,2,-3.3454,23,-0.1136,6,-2.7648
ENSG00000115274,INO80B,2,-3.8814,17,-0.8523,58,1.07875,30,0.01907,33,0.34838
ENSG00000239779,WBP1,2,-4.8573,91,0.79488,33,-0.8517,74,0.42111,56,-0.1218
ENSG00000115275,MOGS,2,-2.9089,16,0.13903,11,-0.4286,13,-0.2694,18,0.56301
ENSG00000204822,MRPL53,2,-2.2259,11,0.34205,0,-3.7841,10,0.13208,11,0.50252
ENSG00000115289,PCGF1,2,-2.6114,8,-0.5840,7,-0.7189,14,0.30885,15,0.64769
ENSG00000115307,AUP1,2,-4.7767,61,0.16508,134,1.45590,42,-0.4448,54,-0.0853
ENSG00000115317,HTRA2,2,-4.0094,22,-0.6249,56,0.88146,27,-0.2824,38,0.52229
ENSG00000135622,SEMA4F,2,-3.7257,11,-1.3535,3,-3.2095,12,-1.1844,42,2.21678
ENSG00000115350,POLE4,68,-0.4835,99,0.08969,96,0.04286,96,0.04785,95,0.03429
ENSG00000115364,MRPL19,43,0.24365,46,0.36861,76,1.16369,31,-0.2798,30,-0.6142
ENSG00000005436,GCFC2,2,-2.3425,16,0.86891,0,-3.8116,10,-0.0565,11,0.24233
ENSG00000176204,LRRTM4,2,-3.5296,4,-2.7588,36,0.69000,14,-0.7550,32,1.36959
ENSG00000066032,CTNNA2,13,-3.2964,76,-0.7946,78,-0.7005,132,0.11401,156,0.88848
ENSG00000162951,LRRTM1,68,0.12199,3,-4.3148,24,-1.4107,28,-1.3056,94,1.85922
ENSG00000163541,SUCLG1,69,-0.5684,110,0.15753,77,-0.4127,72,-0.5635,114,0.42133
ENSG00000034510,TMSB10,2687,-0.1963,937,-1.8730,1948,-0.6892,2809,-0.1388,3930,0.95928
ENSG00000176407,KCMF1,2,-4.2202,26,-0.6276,8,-2.2871,53,0.60277,46,0.71594
ENSG00000152291,TGOLN2,23,-2.3367,121,0.15206,138,0.33604,79,-0.5564,126,0.42593
ENSG00000042445,RETSAT,39,0.51825,38,0.53160,37,0.41344,21,-0.4579,25,-0.4046
ENSG00000042493,CAPG,2,-2.7000,45,2.62894,1,-3.1437,17,0.49758,6,-1.8508
ENSG00000168906,MAT2A,50,-0.6831,125,0.82488,4,-4.2936,74,-0.0946,81,0.10986
ENSG00000115486,GGCX,36,0.19771,32,0.01205,3,-3.5434,23,-0.5698,38,0.61778
ENSG00000168899,VAMP5,2,-3.5064,66,2.11117,0,-5.0554,44,1.22508,10,-1.7918
ENSG00000168894,RNF181,2,-5.1152,143,0.93919,131,0.68317,83,-0.0331,74,-0.3945
ENSG00000168883,USP39,2,-3.1492,23,0.43268,5,-1.9084,19,0.12096,20,0.40385
ENSG00000115525,ST3GAL5,59,-0.2490,76,0.15838,15,-2.3109,48,-0.6226,83,0.63062
ENSG00000068654,POLR1A,2,-2.4425,5,-1.2642,0,-3.9990,14,0.42856,14,1.08869
ENSG00000132300,PTCD3,2,-4.3300,88,1.46562,22,-0.9021,32,-0.3936,37,-0.2378
ENSG00000132305,IMMT,2,-5.3061,39,-1.1806,157,1.07803,61,-0.4601,98,0.71723
ENSG00000132313,MRPL35,26,-0.6765,33,-0.3770,19,-1.1705,40,-0.0330,49,0.61423
ENSG00000068615,REEP1,2,-5.6516,33,-1.8294,203,1.05165,54,-1.0882,142,1.16604
ENSG00000115548,KDM3A,2,-3.4597,46,1.34395,16,-0.5095,16,-0.4683,21,-0.1921
ENSG00000115561,CHMP3,161,0.46399,70,-0.8718,83,-0.5635,125,0.07166,132,0.31899
ENSG00000239305,RNF103,48,-0.4038,63,0.01457,114,0.95567,33,-1.0521,66,0.15971
ENSG00000153561,RMND5A,5,-3.1799,64,0.48920,21,-1.2766,40,-0.3061,56,0.52139
ENSG00000222041,CYTOR,2,-3.2295,1,-4.3473,0,-4.7797,14,-0.4092,30,2.38324
ENSG00000172086,KRCC1,2,-2.8691,42,2.08641,11,-0.4547,16,0.13668,9,-1.2499
ENSG00000172005,MAL,137,-0.1248,628,3.34415,68,-1.1909,113,-0.4589,35,-2.9869
ENSG00000144029,MRPS5,7,-2.6322,34,-0.3719,26,-0.7623,46,0.13341,52,0.67352
ENSG00000144026,ZNF514,2,-2.4427,12,0.13871,1,-3.4801,9,-0.2796,14,0.86799
ENSG00000115041,KCNIP3,2,-4.2280,24,-0.7406,1,-4.7876,34,-0.1436,53,1.38653
ENSG00000115042,FAHD2A,2,-3.7031,39,0.72401,24,-0.1284,22,-0.2442,27,0.11833
ENSG00000174501,ANKRD36C,38,2.07501,11,0.07824,1,-3.3603,21,1.19004,5,-1.6005
ENSG00000158050,DUSP2,2,-2.8246,3,-2.2272,12,-0.2128,6,-1.4185,22,1.96749
ENSG00000084090,STARD7,138,-0.1223,207,0.57586,88,-0.8061,123,-0.3167,150,0.02515
ENSG00000135956,TMEM127,2,-4.5286,33,-0.5597,45,-0.0377,32,-0.6168,61,1.03808
ENSG00000144021,CIAO1,166,1.17740,66,-0.3093,64,-0.3501,62,-0.4350,79,-0.0284
ENSG00000144028,SNRNP200,2,-4.5302,77,0.64129,61,0.20176,47,-0.2189,55,0.08405
ENSG00000114982,KANSL3,2,-2.8053,21,0.74475,15,0.09595,19,0.55179,12,-0.4393
ENSG00000114988,LMAN2L,2,-2.5485,15,0.47396,5,-1.1207,8,-0.4918,14,0.56366
ENSG00000168763,CNNM3,2,-2.3990,28,1.93103,2,-2.2317,13,0.40738,7,-1.0319
ENSG00000213337,ANKRD39,2,-4.0320,28,-0.2398,43,0.43938,29,-0.2005,38,0.50455
ENSG00000168758,SEMA4C,2,-3.0479,36,1.45035,6,-1.3557,16,0.00210,14,-0.3811
ENSG00000144199,FAHD2B,84,1.11507,54,0.41822,2,-3.9898,28,-0.6868,43,0.03754
ENSG00000135940,COX5B,409,-1.0008,779,-0.0164,634,-0.3349,891,0.21393,835,0.19322
ENSG00000115073,ACTR1B,2,-5.3235,60,-0.4997,116,0.56990,62,-0.4404,98,0.70731
ENSG00000075568,TMEM131,2,-4.3318,26,-0.7208,74,0.97147,30,-0.5075,48,0.62451
ENSG00000040933,INPP4A,2,-5.1051,19,-2.0559,138,1.09720,43,-0.7766,92,1.05841
ENSG00000183513,COA5,2,-4.5001,67,0.18937,63,0.06956,58,-0.0706,67,0.34223
ENSG00000115446,UNC50,2,-4.3846,75,1.06288,21,-1.0107,29,-0.6045,45,0.20916
ENSG00000071073,MGAT4A,2,-3.2947,18,-0.4379,14,-0.7196,22,-0.1191,29,0.87621
ENSG00000196872,KIAA1211L,168,1.22221,3,-4.8667,4,-4.3785,50,-0.7439,107,1.20605
