Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8
ENSG00000182836,PLCXD3,26,-0.0628,24,-0.2192,28,0.14836
ENSG00000083720,OXCT1,83,-1.0329,146,-0.0300,176,0.75096
ENSG00000205765,C5orf51,14,0.00189,7,-1.0357,16,0.38118
ENSG00000250722,SELENOP,188,2.92411,18,-2.0049,26,-2.3302
ENSG00000172262,ZNF131,20,0.28411,12,-0.5440,17,-0.0180
ENSG00000177453,NIM1K,9,-1.0504,21,0.38731,19,0.51259
ENSG00000112972,HMGCS1,115,-0.5186,111,-0.5053,175,0.62424
ENSG00000172239,PAIP1,66,-0.0957,76,0.13105,70,0.01207
ENSG00000248092,NNT-AS1,31,0.56285,28,0.29956,20,-0.6184
ENSG00000112992,NNT,65,-0.3716,102,0.41345,81,0.06374
ENSG00000251141,MRPS30-DT,16,0.17559,8,-0.9866,16,0.21511
ENSG00000112996,MRPS30,23,-0.4667,26,-0.2559,34,0.47736
ENSG00000272335,AC093297.2,11,-0.7491,11,-0.6560,20,0.85863
ENSG00000164588,HCN1,16,-1.6944,54,0.34079,53,0.87444
ENSG00000151883,PARP8,10,-0.7998,12,-0.4272,19,0.79662
ENSG00000152684,PELO,14,-0.3828,16,-0.1065,19,0.34562
ENSG00000164172,MOCS2,135,-0.0387,167,0.31326,134,-0.1264
ENSG00000164258,NDUFS4,130,-0.2030,226,0.76630,134,-0.2715
ENSG00000185305,ARL15,10,-1.0914,10,-0.9206,24,1.21447
ENSG00000169271,HSPB3,4,-2.0111,6,-1.1469,19,1.91849
ENSG00000178996,SNX18,17,0.78911,13,0.21779,9,-0.7828
ENSG00000067248,DHX29,13,-0.7754,13,-0.6836,25,0.88927
ENSG00000039123,MTREX,23,-0.7763,28,-0.4136,43,0.77382
ENSG00000067113,PLPP1,60,0.64740,29,-0.6625,40,-0.3055
ENSG00000134352,IL6ST,139,0.60796,103,0.00718,88,-0.5197
ENSG00000062194,GPBP1,77,0.16350,53,-0.4488,72,0.05201
ENSG00000249436,AC008780.1,20,-0.0412,22,0.11651,20,-0.0231
ENSG00000145632,PLK2,40,-1.5016,49,-1.0486,128,1.55145
ENSG00000152932,RAB3C,98,-1.1965,159,-0.3180,239,1.00803
ENSG00000113448,PDE4D,22,-0.3508,11,-1.3003,31,0.75675
ENSG00000152931,PART1,20,-0.3979,12,-1.1012,30,0.73977
ENSG00000164182,NDUFAF2,62,-0.3786,117,0.74110,73,-0.1328
ENSG00000188725,SMIM15,21,-0.2593,18,-0.4362,26,0.39505
ENSG00000130449,ZSWIM6,27,0.85031,6,-1.7239,17,-0.2525
ENSG00000068796,KIF2A,33,0.16896,17,-0.9003,31,0.19630
ENSG00000086189,DIMT1,28,0.24270,24,-0.0368,23,-0.1825
ENSG00000086200,IPO11,16,0.09162,6,-1.3082,17,0.37286
ENSG00000248285,AC122707.1,6,-0.9847,7,-0.7288,13,1.05964
ENSG00000164197,RNF180,7,-0.8084,16,0.63034,11,0.21363
ENSG00000186479,RGS7BP,8,-0.8253,22,0.93385,13,0.01396
ENSG00000153006,SREK1IP1,33,-0.2263,40,0.11937,39,0.11768
ENSG00000153015,CWC27,28,0.30719,27,0.15349,22,-0.3251
ENSG00000113593,PPWD1,15,0.26713,15,0.17310,12,-0.3009
ENSG00000113595,TRIM23,42,-0.9075,45,-0.7201,87,1.00065
ENSG00000113597,TRAPPC13,24,-0.4672,22,-0.5212,36,0.59138
ENSG00000197860,SGTB,62,-0.6475,68,-0.4314,104,0.68889
ENSG00000123213,NLN,15,-0.0398,7,-1.1828,17,0.45763
ENSG00000112851,ERBIN,82,1.43208,38,-0.1852,28,-1.2331
ENSG00000153914,SREK1,37,0.15906,33,-0.0603,33,-0.1021
ENSG00000069020,MAST4,39,-0.0694,35,-0.2322,43,0.15922
ENSG00000145675,PIK3R1,96,-0.7773,90,-0.7983,180,0.93606
ENSG00000145740,SLC30A5,16,-0.6840,24,0.00053,27,0.50704
ENSG00000134056,MRPS36,84,-0.1249,120,0.49611,86,-0.1628
ENSG00000134058,CDK7,11,-0.7741,10,-0.7966,21,0.93305
ENSG00000085231,AK6,70,-0.1192,90,0.32463,73,-0.0708
ENSG00000273841,TAF9,55,-0.8460,80,-0.1627,103,0.70087
ENSG00000152942,RAD17,16,-0.2235,13,-0.5135,20,0.39684
ENSG00000145734,BDP1,29,-0.2632,31,-0.0956,35,0.25032
ENSG00000131844,MCCC2,20,0.01577,21,0.14750,19,-0.0835
ENSG00000164326,CARTPT,27,-0.6049,36,-0.1156,43,0.51122
ENSG00000131711,MAP1B,1011,-0.4940,1032,-0.3998,1503,0.56125
ENSG00000113048,MRPS27,32,-0.2707,34,-0.1675,40,0.28910
ENSG00000049883,PTCD2,8,-0.5805,9,-0.3507,13,0.60411
ENSG00000083312,TNPO1,38,0.32700,23,-0.5618,32,-0.0495
ENSG00000145741,BTF3,295,0.31084,247,-0.0323,235,-0.2422
ENSG00000164331,ANKRA2,11,-0.4127,16,0.22837,15,0.19677
ENSG00000214944,ARHGEF28,9,-0.7606,18,0.48183,14,0.28004
ENSG00000171617,ENC1,773,-1.6407,1200,-0.8183,2654,1.53512
ENSG00000049860,HEXB,26,-0.4447,24,-0.4733,37,0.55463
ENSG00000164347,GFM2,19,-0.7646,45,0.68921,31,0.14827
ENSG00000164346,NSA2,159,0.11552,176,0.27332,141,-0.2270
ENSG00000198780,FAM169A,43,-0.4934,40,-0.5640,65,0.62877
ENSG00000113161,HMGCR,51,-1.1776,39,-1.4699,131,1.47546
ENSG00000113163,CERT1,39,-0.3772,37,-0.4275,54,0.48374
ENSG00000122008,POLK,16,0.33885,9,-0.6234,14,-0.0393
ENSG00000145708,CRHBP,15,-2.3558,420,4.89081,13,-3.4824
ENSG00000164252,AGGF1,38,-0.2286,42,-0.0172,45,0.18688
ENSG00000113231,PDE8B,59,-0.3647,74,0.04393,77,0.25866
ENSG00000164253,WDR41,24,-0.4234,35,0.26971,31,0.18160
ENSG00000171530,TBCA,377,-0.0680,468,0.30265,381,-0.0980
ENSG00000132842,AP3B1,19,0.90521,7,-0.8802,11,-0.4844
ENSG00000085365,SCAMP1,93,-0.4973,98,-0.3386,137,0.53715
ENSG00000113273,ARSB,10,-0.0994,8,-0.4188,11,0.25969
ENSG00000152409,JMY,15,-0.5600,20,-0.0971,24,0.47017
ENSG00000152413,HOMER1,51,-1.1176,96,-0.0206,116,0.79763
ENSG00000164329,TENT2,17,-0.0601,19,0.19872,17,-0.0498
ENSG00000177034,MTX3,19,-0.7556,32,0.14237,33,0.47803
ENSG00000113296,THBS4,26,0.30488,28,0.38087,19,-0.4387
ENSG00000164300,SERINC5,30,1.70358,4,-1.9410,10,-1.0639
ENSG00000039319,ZFYVE16,32,1.00054,12,-0.8059,17,-0.5962
ENSG00000249042,AC008771.1,17,-0.8255,27,-0.0067,31,0.60566
ENSG00000228716,DHFR,20,0.42290,19,0.33957,14,-0.5169
ENSG00000113318,MSH3,15,0.26908,13,-0.0827,13,-0.1845
ENSG00000113319,RASGRF2,45,-1.0014,105,0.47196,88,0.43012
ENSG00000131732,ZCCHC9,12,0.34868,7,-0.4821,9,-0.0962
ENSG00000145687,SSBP2,54,-0.5981,71,-0.0885,84,0.49301
ENSG00000186468,RPS23,2516,0.97867,1894,0.29628,1153,-1.0014
ENSG00000174695,TMEM167A,88,-0.0367,89,-0.0088,91,0.03343
ENSG00000038427,VCAN,33,1.70902,18,0.28987,8,-1.7597
ENSG00000164176,EDIL3,125,-0.0932,60,-1.2237,147,0.51496
ENSG00000127184,COX7C,1866,0.14974,2499,0.62663,1519,-0.4513
ENSG00000145715,RASA1,34,-0.5231,22,-1.1076,55,0.84457
ENSG00000134480,CCNH,46,-0.2971,48,-0.1632,58,0.30740
ENSG00000164180,TMEM161B,10,-0.1803,13,0.25049,11,0.01506
ENSG00000247828,TMEM161B-AS1,67,-0.1076,101,0.59725,67,-0.2356
ENSG00000245526,LINC00461,62,0.24791,72,0.46762,48,-0.4389
ENSG00000081189,MEF2C,168,-1.3576,286,-0.3999,461,1.15037
ENSG00000153140,CETN3,27,0.35223,16,-0.4968,22,-0.0942
ENSG00000176055,MBLAC2,17,-0.5493,13,-0.8408,27,0.77661
ENSG00000176018,LYSMD3,10,-0.2269,5,-1.1153,13,0.60038
ENSG00000164199,ADGRV1,75,1.76485,18,-1.0629,22,-1.2927
ENSG00000113369,ARRDC3,27,0.23845,25,0.09670,22,-0.2402
ENSG00000237187,NR2F1-AS1,59,-0.4283,72,-0.0666,82,0.36005
ENSG00000175745,NR2F1,106,-0.4192,119,-0.1794,147,0.40691
ENSG00000113391,FAM172A,39,-0.1725,45,0.10509,43,0.08412
ENSG00000133302,SLF1,16,-1.1763,21,-0.5927,39,1.13087
ENSG00000175471,MCTP1,34,-0.2436,35,-0.1671,42,0.26805
ENSG00000198677,TTC37,33,-0.6509,41,-0.2039,54,0.58682
ENSG00000164292,RHOBTB3,117,1.77387,37,-0.6153,33,-1.4309
ENSG00000173221,GLRX,31,-0.7495,46,-0.0352,53,0.57015
ENSG00000118985,ELL2,34,-0.4266,32,-0.4883,49,0.54682
ENSG00000175426,PCSK1,7,-2.1915,15,-1.0000,39,1.94680
ENSG00000153113,CAST,26,0.35211,13,-0.7851,22,-0.0001
ENSG00000164307,ERAP1,10,0.13226,2,-1.9848,11,0.46887
ENSG00000113441,LNPEP,42,-0.5963,46,-0.3978,67,0.63660
ENSG00000145721,LIX1,51,3.07000,4,-2.0294,6,-2.4850
ENSG00000058729,RIOK2,10,-0.0904,7,-0.6011,12,0.32072
ENSG00000174136,RGMB,44,-0.8931,60,-0.3179,87,0.80987
ENSG00000153922,CHD1,8,-0.2790,11,0.20261,10,0.11385
ENSG00000174132,FAM174A,37,-1.0990,58,-0.2785,83,0.92584
ENSG00000113532,ST8SIA4,10,-0.4829,17,0.40489,14,0.14575
ENSG00000145730,PAM,65,-1.6045,230,0.56325,191,0.67550
ENSG00000145725,PPIP5K2,12,-1.1985,24,-0.0831,30,0.88168
ENSG00000181751,C5orf30,25,-1.1655,43,-0.2282,60,0.94128
ENSG00000112874,NUDT12,17,0.71876,6,-1.0703,11,-0.2591
ENSG00000184349,EFNA5,7,-0.7929,5,-1.2091,14,1.09286
ENSG00000145743,FBXL17,63,-0.3666,66,-0.2697,85,0.40822
ENSG00000151422,FER,14,0.56480,16,0.74062,8,-0.8694
ENSG00000198961,PJA2,256,-0.7680,238,-0.7945,476,0.92769
ENSG00000112893,MAN2A1,16,0.68278,4,-1.6133,11,-0.1108
ENSG00000164209,SLC25A46,57,-0.7170,63,-0.4751,101,0.75867
ENSG00000134987,WDR36,12,-0.0577,6,-1.1166,14,0.45547
ENSG00000152495,CAMK4,52,-0.7815,59,-0.4850,95,0.80954
ENSG00000164211,STARD4,15,-0.2569,16,-0.1329,18,0.26275
ENSG00000134986,NREP,53,-0.6218,75,-0.0041,84,0.46672
ENSG00000224032,EPB41L4A-AS1,74,-0.0794,99,0.42002,74,-0.1537
ENSG00000134982,APC,186,0.61133,115,-0.2904,123,-0.4007
ENSG00000153037,SRP19,55,-0.5965,80,0.07434,84,0.40811
ENSG00000129625,REEP5,220,-1.0495,326,-0.3170,481,0.91358
ENSG00000172795,DCP2,31,-0.1213,41,0.34144,32,-0.0784
ENSG00000171444,MCC,17,1.08690,14,0.55538,6,-1.2504
ENSG00000047188,YTHDC2,15,-0.7612,12,-0.9705,28,0.98769
ENSG00000080709,KCNN2,10,-0.3538,13,0.01966,14,0.26282
ENSG00000152503,TRIM36,43,-0.5378,34,-0.8280,68,0.76299
ENSG00000164219,PGGT1B,15,0.86318,4,-1.4409,9,-0.3153
ENSG00000164221,CCDC112,19,-0.0371,7,-1.5630,22,0.54555
ENSG00000145780,FEM1C,22,-0.0201,25,0.25013,21,-0.1074
ENSG00000134970,TMED7,71,0.13030,52,-0.3977,67,0.06102
ENSG00000129596,CDO1,49,-0.5692,49,-0.4912,77,0.65652
ENSG00000145782,ATG12,45,-0.2012,67,0.47953,49,-0.0968
ENSG00000177879,AP3S1,93,-0.7372,132,-0.1040,161,0.59734
ENSG00000145781,COMMD10,18,0.02473,13,-0.5522,19,0.20711
ENSG00000092421,SEMA6A,28,1.54792,10,-0.5556,9,-1.2154
ENSG00000172869,DMXL1,22,-0.4687,24,-0.2449,32,0.47383
ENSG00000133835,HSD17B4,74,0.53255,55,-0.0552,50,-0.4251
ENSG00000205302,SNX2,46,-0.0335,23,-1.1077,52,0.43205
ENSG00000064652,SNX24,18,0.22070,8,-1.1648,17,0.22212
ENSG00000151292,CSNK1G3,31,0.10998,25,-0.2200,29,0.00732
ENSG00000168916,ZNF608,11,0.31838,7,-0.5542,10,-0.0445
ENSG00000155324,GRAMD2B,73,2.07505,34,0.18416,13,-2.1265
ENSG00000164904,ALDH7A1,133,1.35617,75,0.08129,47,-1.2723
ENSG00000164902,PHAX,49,-0.1901,65,0.30201,54,-0.0052
ENSG00000164241,C5orf63,78,0.67973,75,0.49666,43,-0.8283
ENSG00000145794,MEGF10,31,1.90419,7,-1.0041,8,-1.4529
ENSG00000164244,PRRC1,10,0.03095,2,-2.1451,11,0.58767
ENSG00000245937,LINC01184,35,0.27287,32,0.08443,28,-0.2633
ENSG00000064651,SLC12A2,43,1.20855,12,-1.0936,20,-0.7247
ENSG00000066583,ISOC1,21,-0.2712,10,-1.3148,29,0.69262
ENSG00000198108,CHSY3,5,-1.0410,2,-2.0578,14,1.52435
ENSG00000169567,HINT1,1090,-0.3821,1454,0.13852,1414,0.22281
ENSG00000186687,LYRM7,45,-0.0657,37,-0.3411,49,0.20142
ENSG00000158985,CDC42SE2,114,-0.4321,162,0.20060,152,0.22558
ENSG00000158987,RAPGEF6,13,-0.6083,11,-0.7548,22,0.79106
ENSG00000217128,FNIP1,17,-0.4523,18,-0.2933,24,0.48334
ENSG00000164398,ACSL6,152,0.12484,107,-0.4655,146,0.09104
ENSG00000072682,P4HA2,6,-0.6646,4,-1.1326,11,0.96649
ENSG00000131435,PDLIM4,29,0.94164,14,-0.3773,15,-0.6758
ENSG00000233006,MIR3936HG,12,0.38704,14,0.67848,8,-0.6773
ENSG00000197536,C5orf56,19,0.64315,18,0.45404,11,-0.7717
ENSG00000113522,RAD50,33,-0.4372,41,-0.0356,46,0.35138
ENSG00000131437,KIF3A,115,-0.9112,171,-0.1815,226,0.75388
ENSG00000164402,SEPTIN8,195,0.53727,116,-0.4061,138,-0.2910
ENSG00000198944,SOWAHA,114,-0.5872,190,0.30945,168,0.27173
ENSG00000164403,SHROOM1,17,0.97090,3,-1.8691,10,-0.3468
ENSG00000164405,UQCRQ,1098,0.06131,1425,0.49432,977,-0.3042
ENSG00000072364,AFF4,49,-0.2881,55,-0.0582,61,0.25162
ENSG00000155329,ZCCHC10,17,0.10489,15,-0.0945,16,-0.0422
ENSG00000170606,HSPA4,53,-0.4152,68,0.04519,71,0.29486
ENSG00000053108,FSTL4,2,-2.6694,8,-0.5232,16,1.87952
ENSG00000113583,C5orf15,26,-0.4830,33,-0.0399,37,0.38670
ENSG00000213585,VDAC1,180,-1.0137,323,0.02236,373,0.70970
ENSG00000113558,SKP1,823,-0.3079,943,-0.0459,1034,0.26066
ENSG00000113575,PPP2CA,145,-0.9879,266,0.09266,292,0.65376
ENSG00000119048,UBE2B,120,-0.7270,134,-0.4747,212,0.76580
ENSG00000237190,CDKN2AIPNL,44,-0.7033,50,-0.4212,76,0.72499
ENSG00000043143,JADE2,25,-0.8916,54,0.44892,45,0.38052
ENSG00000152700,SAR1B,66,0.65183,46,-0.0746,41,-0.5239
ENSG00000113615,SEC24A,5,-1.2131,5,-0.9706,13,1.32105
ENSG00000164615,CAMLG,108,-0.4861,156,0.16731,151,0.28163
ENSG00000145833,DDX46,33,0.14302,22,-0.5121,31,0.09252
ENSG00000181904,C5orf24,30,-0.8828,52,0.12110,55,0.57192
ENSG00000113621,TXNDC15,45,0.00813,40,-0.1732,45,0.07123
ENSG00000113648,H2AFY,92,-0.2555,88,-0.2999,115,0.33562
ENSG00000145824,CXCL14,197,0.42102,97,-0.7920,157,-0.0599
ENSG00000145832,SLC25A48,27,1.31952,10,-0.6250,11,-0.9619
ENSG00000113658,SMAD5,25,0.74239,17,0.01954,14,-0.6474
ENSG00000152377,SPOCK1,202,-0.4020,139,-0.9366,292,0.69137
ENSG00000146021,KLHL3,17,-0.4333,12,-0.9624,26,0.72531
ENSG00000177733,HNRNPA0,90,-0.5800,96,-0.4068,143,0.62848
ENSG00000031003,FAM13B,36,-0.7086,61,0.22973,58,0.39793
ENSG00000112981,NME5,20,-1.0574,31,-0.2971,45,0.90859
ENSG00000112983,BRD8,45,-0.0515,36,-0.4238,49,0.22254
ENSG00000094880,CDC23,24,0.01329,18,-0.4359,25,0.17362
ENSG00000120709,FAM53C,42,-0.2403,34,-0.5213,52,0.41330
ENSG00000120733,KDM3B,37,-0.2112,43,0.08325,42,0.12444
ENSG00000132563,REEP2,126,-0.4781,183,0.19632,174,0.26035
ENSG00000120738,EGR1,27,-1.2759,46,-0.3446,71,1.07119
ENSG00000120705,ETF1,38,-0.4195,62,0.45443,48,0.07311
ENSG00000113013,HSPA9,165,-0.4519,206,-0.0352,229,0.36185
ENSG00000044115,CTNNA1,120,0.89283,58,-0.4682,66,-0.5978
ENSG00000146006,LRRTM2,26,-0.2755,34,0.19545,31,0.11502
ENSG00000120725,SIL1,20,-0.1482,30,0.54788,21,-0.1760
ENSG00000120727,PAIP2,182,-0.0731,156,-0.3152,199,0.19681
ENSG00000170464,DNAJC18,31,-0.5993,78,1.00214,41,-0.1689
ENSG00000131508,UBE2D2,130,-0.3393,162,0.06276,165,0.23053
ENSG00000171604,CXXC5,109,-0.7797,96,-0.8906,205,0.97281
ENSG00000146005,PSD2,94,0.83496,64,0.01942,50,-0.7333
ENSG00000158458,NRG2,11,-0.0758,23,1.18970,9,-0.6564
ENSG00000185129,PURA,51,0.45881,35,-0.2362,38,-0.2852
ENSG00000182700,IGIP,72,-0.3411,114,0.45665,87,0.01706
ENSG00000120306,CYSTM1,170,0.58582,110,-0.2347,114,-0.3991
ENSG00000113068,PFDN1,116,-0.1191,118,-0.0819,128,0.13239
ENSG00000131503,ANKHD1,41,0.52775,23,-0.4767,29,-0.2575
ENSG00000213523,SRA1,47,0.10587,39,-0.2111,44,0.00700
ENSG00000243056,EIF4EBP3,17,1.15949,4,-1.2434,8,-0.6428
ENSG00000113108,APBB3,24,-0.7949,44,0.28887,41,0.41904
ENSG00000176087,SLC35A4,20,0.39962,10,-0.7317,16,-0.0590
ENSG00000170458,CD14,18,0.56296,20,0.67587,10,-0.8280
ENSG00000131495,NDUFA2,375,0.19498,357,0.08347,322,-0.1978
ENSG00000113141,IK,59,-0.0230,60,0.01737,60,0.01026
ENSG00000120314,WDR55,17,0.21440,19,0.41625,13,-0.3831
ENSG00000170445,HARS,53,-0.2756,39,-0.7061,69,0.51012
ENSG00000112855,HARS2,10,-0.5580,14,-0.0815,16,0.46111
ENSG00000146007,ZMAT2,146,-0.1640,168,0.08333,163,0.08841
ENSG00000120324,PCDHB10,7,-0.8509,2,-2.2688,15,1.40453
ENSG00000120327,PCDHB14,8,-1.1498,25,0.76491,17,0.31132
ENSG00000178913,TAF7,63,-0.4069,67,-0.2559,87,0.43254
ENSG00000131504,DIAPH1,23,-0.4538,25,-0.2392,33,0.46018
ENSG00000171720,HDAC3,28,-0.4049,28,-0.3599,39,0.47660
ENSG00000164620,RELL2,21,-0.6789,46,0.71515,31,0.07875
ENSG00000081791,DELE1,23,-0.3393,26,-0.0899,30,0.30523
ENSG00000013561,RNF14,35,-0.1529,29,-0.4424,41,0.31239
ENSG00000113552,GNPDA1,29,-0.8768,38,-0.3483,57,0.81343
ENSG00000131507,NDFIP1,432,-0.8009,459,-0.6127,811,0.87864
ENSG00000113578,FGF1,104,2.57255,17,-1.3190,17,-2.0917
ENSG00000145819,ARHGAP26,51,-0.4691,52,-0.4081,75,0.54601
ENSG00000113580,NR3C1,26,-0.2287,32,0.12547,31,0.11639
ENSG00000145817,YIPF5,31,-0.4204,33,-0.2614,43,0.44517
ENSG00000183775,KCTD16,53,-0.9728,98,0.11797,105,0.62991
ENSG00000133706,LARS,55,-0.3660,72,0.13431,70,0.21333
ENSG00000091009,RBM27,22,0.15768,14,-0.5055,20,0.07764
ENSG00000113649,TCERG1,31,-0.5569,42,-0.0278,47,0.43336
ENSG00000156475,PPP2R2B,129,-0.3486,140,-0.1618,169,0.34586
ENSG00000113657,DPYSL3,111,0.55049,69,-0.3244,77,-0.3329
ENSG00000176049,JAKMIP2,27,-0.1235,21,-0.5041,31,0.31227
ENSG00000145868,FBXO38,12,-0.2789,5,-1.5100,16,0.74756
ENSG00000173210,ABLIM3,27,0.23536,18,-0.4626,24,-0.0045
ENSG00000164284,GRPEL2,11,-0.4680,20,0.49575,15,0.08155
ENSG00000145882,PCYOX1L,12,-0.9065,15,-0.4895,25,0.89980
ENSG00000113712,CSNK1A1,110,-0.2899,93,-0.5250,143,0.45438
ENSG00000113716,HMGXB3,12,-0.7985,18,-0.1216,23,0.64800
ENSG00000182578,CSF1R,52,1.54801,29,0.19721,15,-1.5316
ENSG00000113721,PDGFRB,38,1.75928,7,-1.3506,12,-1.2216
ENSG00000011083,SLC6A7,13,-1.7025,21,-0.7941,47,1.56076
ENSG00000070808,CAMK2A,251,-0.7358,450,0.29744,412,0.37631
ENSG00000070814,TCOF1,19,-0.4892,29,0.26202,26,0.23185
ENSG00000019582,CD74,198,2.09405,73,-0.2305,41,-1.9310
ENSG00000164587,RPS14,1927,0.66491,1524,0.14902,1153,-0.6359
ENSG00000070614,NDST1,41,0.65656,21,-0.5086,27,-0.3638
ENSG00000171992,SYNPO,144,-0.2748,158,-0.0905,178,0.25677
ENSG00000086589,RBM22,39,-0.0198,46,0.27647,38,-0.1214
ENSG00000132912,DCTN4,50,-0.0123,48,-0.0524,50,0.03410
ENSG00000211445,GPX3,23,0.12200,13,-0.7669,23,0.19664
ENSG00000145901,TNIP1,26,-0.1468,51,1.03316,24,-0.4918
ENSG00000197043,ANXA6,97,-0.9703,124,-0.4790,204,0.93900
ENSG00000196743,GM2A,31,1.41990,9,-0.9006,12,-0.9828
ENSG00000123643,SLC36A1,13,-0.3029,5,-1.5068,18,0.76766
ENSG00000113140,SPARC,334,1.95244,49,-1.7036,93,-1.3541
ENSG00000177556,ATOX1,327,0.08755,404,0.43551,288,-0.2918
ENSG00000145907,G3BP1,38,-0.0023,20,-1.0430,42,0.38696
ENSG00000155511,GRIA1,79,-0.8564,170,0.48431,138,0.33698
ENSG00000164576,SAP30L,24,0.27627,17,-0.3271,20,-0.0905
ENSG00000155506,LARP1,144,-0.5362,191,-0.0163,212,0.41285
ENSG00000170271,FAXDC2,49,1.79966,7,-1.7248,15,-1.1941
ENSG00000155508,CNOT8,34,-0.1358,24,-0.6998,41,0.39314
ENSG00000082516,GEMIN5,10,-0.2010,16,0.67453,10,-0.2146
ENSG00000082515,MRPL22,48,0.24941,45,0.09354,40,-0.2479
ENSG00000155868,MED7,18,0.10223,13,-0.3546,17,0.06801
ENSG00000055163,CYFIP2,256,-0.4939,371,0.17039,359,0.28543
ENSG00000172568,FNDC9,5,-2.1049,11,-0.7129,23,1.74216
ENSG00000155858,LSM11,14,-1.2021,28,0.00730,33,0.83190
ENSG00000113282,CLINT1,22,-0.4160,23,-0.3373,31,0.47530
ENSG00000145860,RNF145,65,-0.5883,85,-0.0697,100,0.47668
ENSG00000164332,UBLCP1,42,-0.6860,50,-0.3103,71,0.66212
ENSG00000170214,ADRA1B,19,-0.5758,20,-0.4700,31,0.65251
ENSG00000113312,TTC1,95,0.12980,71,-0.3624,90,0.04789
ENSG00000170234,PWWP2A,19,0.35640,8,-1.0841,16,0.07914
ENSG00000170231,FABP6,31,0.44504,13,-0.9561,24,-0.0351
ENSG00000164609,SLU7,85,-0.3172,87,-0.2448,110,0.35942
ENSG00000145864,GABRB2,95,-1.0958,135,-0.4363,217,1.00297
ENSG00000022355,GABRA1,93,-1.5549,168,-0.5009,296,1.32163
ENSG00000113327,GABRG2,77,-1.2269,106,-0.6049,195,1.16997
ENSG00000113328,CCNG1,24,0.81550,4,-2.1188,16,-0.1614
ENSG00000170584,NUDCD2,55,0.33778,50,0.14528,42,-0.3470
ENSG00000038274,MAT2B,52,-0.7187,71,-0.1250,88,0.59530
ENSG00000145934,TENM2,41,-0.7072,61,-0.0025,69,0.52439
ENSG00000113645,WWC1,38,0.14500,33,-0.1040,35,-0.0712
ENSG00000113643,RARS,26,-0.5172,29,-0.2950,39,0.53248
ENSG00000188573,FBLL1,62,-0.7058,128,0.56191,96,0.19528
ENSG00000120137,PANK3,39,-0.4057,32,-0.6944,56,0.61030
ENSG00000184347,SLIT3,19,-0.9755,13,-1.3705,42,1.28751
ENSG00000182132,KCNIP1,27,-0.4087,67,1.23755,29,-0.4630
ENSG00000181163,NPM1,197,-0.0445,176,-0.2164,208,0.13244
ENSG00000072803,FBXW11,80,-0.3247,79,-0.3135,105,0.39516
ENSG00000168246,UBTD2,12,-0.2666,19,0.51250,14,-0.0689
ENSG00000214357,NEURL1B,14,-0.5119,21,0.19922,19,0.28232
ENSG00000120129,DUSP1,55,1.03776,15,-1.2184,29,-0.5296
ENSG00000113719,ERGIC1,35,-0.3043,34,-0.3183,46,0.38145
ENSG00000037241,RPL26L1,51,-0.3926,68,0.11866,67,0.24075
ENSG00000113732,ATP6V0E1,126,1.67410,32,-1.0289,41,-1.2077
ENSG00000164463,CREBRF,29,-0.0015,25,-0.2453,30,0.10973
ENSG00000113734,BNIP1,11,-0.0563,13,0.16051,12,-0.0333
ENSG00000145919,BOD1,38,-0.2039,60,0.58653,40,-0.1584
ENSG00000113742,CPEB4,57,-0.5587,57,-0.4902,90,0.64825
ENSG00000170091,NSG2,196,-1.2525,366,-0.1453,488,0.94885
ENSG00000184845,DRD1,12,-0.4781,2,-2.8923,19,1.15747
ENSG00000164466,SFXN1,48,-0.3107,47,-0.2741,61,0.36728
ENSG00000113749,HRH2,6,-1.9069,21,0.07626,25,1.15262
ENSG00000145920,CPLX2,549,-0.1978,643,0.08944,627,0.11118
ENSG00000051596,THOC3,25,-1.0576,46,-0.0240,55,0.76293
ENSG00000248469,AC139491.1,6,-0.9788,18,0.98272,10,0.06299
ENSG00000170085,SIMC1,12,0.23304,3,-1.9620,12,0.37136
ENSG00000122203,KIAA1191,93,-0.6291,127,-0.0542,148,0.49746
ENSG00000175414,ARL10,22,-0.5855,30,0.02488,33,0.42640
ENSG00000048162,NOP16,17,-0.6158,26,0.10915,27,0.40273
ENSG00000146066,HIGD2A,176,0.26548,179,0.25583,140,-0.3408
ENSG00000175416,CLTB,214,-0.3427,303,0.27598,265,0.12069
ENSG00000113194,FAF2,26,-0.0413,32,0.29580,26,-0.1150
ENSG00000146083,RNF44,46,-0.5334,47,-0.4509,71,0.61270
ENSG00000169258,GPRIN1,50,-0.6596,95,0.46257,77,0.22817
ENSG00000074317,SNCB,464,-0.9272,826,0.09783,895,0.61311
ENSG00000048140,TSPAN17,21,-1.0646,39,-0.0059,46,0.75699
ENSG00000113763,UNC5A,29,-1.4332,52,-0.4138,86,1.20319
ENSG00000113761,ZNF346,11,-0.3191,6,-1.2237,16,0.70904
ENSG00000165671,NSD1,17,-0.1106,12,-0.6124,19,0.34156
ENSG00000169228,RAB24,13,-0.7599,19,-0.0405,22,0.57998
ENSG00000169230,PRELID1,114,-0.3254,153,0.19913,141,0.14971
ENSG00000169223,LMAN2,62,0.27445,21,-1.4508,57,0.23933
