Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000196628,TCF4,128,-0.4776,122,-0.5485,115,-0.6915,191,0.15762,355,1.16899,230,0.44576,126,-0.4999,173,-0.0064,128,-0.4729,215,0.33450
ENSG00000091164,TXNL1,95,-0.5159,127,-0.0616,133,0.00352,170,0.43949,199,0.65007,177,0.46314,110,-0.2901,112,-0.2654,59,-1.2306,106,-0.3468
ENSG00000091157,WDR7,43,-1.3780,69,-0.6732,158,0.70182,142,0.51101,163,0.67712,125,0.24704,60,-0.8874,74,-0.5608,47,-1.2569,101,-0.0802
ENSG00000177511,ST8SIA3,4,-4.8147,97,-0.2164,172,0.78113,129,0.24184,112,-0.0067,78,-0.5677,55,-1.0775,78,-0.5575,55,-1.0956,264,1.42426
ENSG00000066926,FECH,54,0.87440,33,0.07081,26,-0.3473,28,-0.2029,60,1.03766,31,-0.0364,10,-1.7035,25,-0.3265,29,-0.1548,29,-0.1207
ENSG00000134440,NARS,86,-0.6555,98,-0.4522,161,0.34857,164,0.38884,265,1.14452,112,-0.2466,100,-0.4216,63,-1.1281,89,-0.6040,117,-0.1817
ENSG00000049759,NEDD4L,27,-2.0152,104,-0.0105,200,1.21125,140,0.51376,103,-0.0331,119,0.19796,76,-0.5079,56,-0.9531,49,-1.1710,46,-1.2494
ENSG00000074657,ZNF532,86,1.18433,38,-0.1235,36,-0.2291,52,0.38613,27,-0.6793,43,0.03790,23,-0.9143,30,-0.5133,44,0.09071,33,-0.3741
ENSG00000166562,SEC11C,348,0.90728,123,-0.7440,143,-0.5550,204,0.04701,237,0.27904,245,0.32888,218,0.14431,109,-0.9222,215,0.12604,197,-0.0134
ENSG00000074695,LMAN1,117,1.90234,8,-2.2807,22,-0.8957,32,-0.2804,27,-0.5502,25,-0.6245,75,1.10772,26,-0.6092,29,-0.3993,42,0.13683
ENSG00000101542,CDH20,60,1.37199,12,-1.1837,12,-1.1800,22,-0.2404,9,-1.5780,56,1.26623,45,0.89544,7,-1.8740,26,-0.0270,27,0.03868
ENSG00000134444,RELCH,23,-0.9741,24,-0.8928,81,1.13359,65,0.68983,54,0.33640,32,-0.4701,15,-1.5714,32,-0.4819,23,-0.9710,32,-0.4967
ENSG00000141664,ZCCHC2,12,-0.4044,21,0.49774,31,1.35396,13,-0.2491,2,-2.9093,11,-0.4465,1,-3.4522,18,0.24311,18,0.24542,11,-0.4477
ENSG00000081913,PHLPP1,226,2.42352,54,-0.0975,23,-1.4624,46,-0.3668,20,-1.5952,37,-0.6575,16,-1.8845,21,-1.5274,93,0.78662,81,0.55827
ENSG00000171791,BCL2,20,0.40914,6,-1.3566,13,-0.2285,4,-2.1205,16,0.03936,7,-1.1926,43,1.69703,4,-1.7859,25,0.78878,29,1.01772
ENSG00000119537,KDSR,120,1.34981,12,-2.1694,61,0.24145,46,-0.2438,13,-2.0712,33,-0.7205,39,-0.4544,79,0.64306,65,0.33333,59,0.18368
ENSG00000267390,AC036176.1,21,0.82524,27,1.24071,4,-1.7782,3,-1.9910,26,1.18224,4,-1.5772,8,-0.7192,6,-1.1384,25,1.13134,18,0.62271
ENSG00000119541,VPS4B,93,0.30856,36,-1.1479,53,-0.6319,136,1.06449,145,1.03561,56,-0.5012,81,0.07497,43,-0.8725,45,-0.8332,45,-0.8043
ENSG00000171451,DSEL,51,1.11838,18,-0.5204,29,0.22775,24,-0.1334,18,-0.5085,8,-1.6228,1,-4.6762,31,0.31968,31,0.27959,43,0.81675
ENSG00000166479,TMX3,21,-0.9508,31,-0.3441,47,0.31704,58,0.70229,47,0.29550,43,0.12533,26,-0.6261,36,-0.1328,23,-0.8192,34,-0.2394
ENSG00000206052,DOK6,7,-3.4239,160,1.36864,104,0.71337,76,0.14125,11,-2.7140,24,-1.6002,31,-1.2475,77,0.15550,68,-0.0358,101,0.59546
ENSG00000170677,SOCS6,25,1.21695,4,-1.4641,14,0.30560,8,-0.6090,20,0.79384,7,-0.7586,0,-5.8922,12,-0.0075,9,-0.4641,21,0.91228
ENSG00000141668,CBLN2,1,-3.4790,17,0.14009,31,1.34114,17,0.15280,20,0.39528,33,1.22734,3,-2.4239,8,-0.8642,2,-2.5028,3,-2.1292
ENSG00000166342,NETO1,4,-2.8172,31,0.12369,33,0.27271,32,0.20737,71,1.51223,47,0.79438,3,-3.1293,20,-0.5541,16,-0.8479,19,-0.6112
ENSG00000263958,AC091138.1,3,-2.7788,36,0.65245,16,-0.6110,27,0.20363,32,0.45226,50,1.23011,9,-1.4419,48,1.12999,13,-0.8444,7,-1.7676
ENSG00000075336,TIMM21,23,-0.5095,20,-0.7111,29,-0.1847,30,-0.1161,37,0.24099,34,0.10170,50,0.72657,38,0.29009,30,-0.0862,33,0.05671
ENSG00000166347,CYB5A,46,-0.1389,39,-0.3783,35,-0.6096,74,0.72187,69,0.51627,30,-0.7705,89,0.92833,38,-0.4023,47,-0.1041,23,-1.1652
ENSG00000187773,DIPK1C,47,1.53798,17,-0.1734,2,-3.0736,20,0.08913,2,-3.2357,7,-1.4520,35,0.99434,2,-3.0458,45,1.45056,25,0.48625
ENSG00000133313,CNDP2,251,0.99745,123,-0.1611,119,-0.2203,144,0.10171,155,0.20767,134,-0.0224,160,0.25676,69,-1.0362,102,-0.4389,110,-0.3275
ENSG00000150656,CNDP1,488,6.91210,0,-9.1256,4,-3.4870,0,-8.3366,2,-4.1856,0,-5.7144,0,-8.3533,5,-3.1296,25,-0.8519,0,-9.0057
ENSG00000180011,ZADH2,39,0.24743,17,-1.0062,38,0.18963,45,0.50452,24,-0.5087,24,-0.5435,32,-0.0886,46,0.48079,24,-0.4868,33,-0.0345
ENSG00000179981,TSHZ1,16,-0.7052,52,1.17320,36,0.62522,23,-0.1109,8,-1.5889,12,-1.1410,24,-0.0656,22,-0.2086,12,-1.1254,37,0.62902
ENSG00000101493,ZNF516,6,-1.2125,21,0.66487,16,0.29021,17,0.37465,2,-2.8857,18,0.37426,4,-1.6181,2,-2.5289,23,0.78527,23,0.79905
ENSG00000130856,ZNF236,15,0.51753,2,-2.1717,22,1.44141,4,-1.5319,14,0.49070,9,-0.2327,0,-6.3220,0,-5.8294,24,1.34529,9,-0.2083
ENSG00000266844,AC093330.1,243,5.63525,3,-2.8258,2,-3.3108,1,-4.4563,0,-7.9432,2,-3.4917,0,-7.5102,1,-4.3704,33,0.47750,4,-2.6628
ENSG00000197971,MBP,21444,4.30771,403,-2.8932,527,-2.6131,182,-4.1762,512,-2.5436,448,-2.7390,108,-4.7976,2781,0.00114,5360,1.07470,876,-1.7527
ENSG00000263146,LINC01896,20,-0.2366,15,-0.6830,8,-1.7538,16,-0.6546,6,-1.8890,26,0.18212,21,-0.1468,32,0.51561,62,1.63054,50,1.25281
ENSG00000166377,ATP9B,9,-1.3835,12,-1.0066,18,-0.4382,28,0.36325,41,0.90729,27,0.24993,35,0.66638,20,-0.2398,26,0.20550,15,-0.6678
ENSG00000060069,CTDP1,26,0.71785,21,0.35082,19,0.21621,15,-0.0978,15,-0.1440,11,-0.6648,25,0.64848,7,-1.2174,11,-0.6126,14,-0.2433
ENSG00000122490,SLC66A2,55,-0.5874,103,0.39107,122,0.75228,76,-0.1069,81,0.00888,109,0.48855,57,-0.5196,59,-0.4828,41,-1.0341,65,-0.3247
ENSG00000226742,HSBP1L1,17,-0.8612,15,-0.9855,20,-0.6093,18,-0.8456,25,-0.2395,27,-0.1234,63,1.21979,75,1.53090,27,-0.1306,30,0.02034
ENSG00000141759,TXNL4A,163,-0.3183,287,0.57682,172,-0.2617,187,-0.1228,318,0.74101,297,0.63060,155,-0.3955,159,-0.3639,179,-0.1729,130,-0.6717
ENSG00000101544,ADNP2,32,0.00764,31,-0.0386,28,-0.2102,33,0.05355,28,-0.2080,18,-0.8830,64,1.14043,20,-0.7186,31,-0.0272,36,0.19971
ENSG00000105556,MIER2,15,-0.1116,33,1.13198,19,0.21000,14,-0.2236,8,-1.0951,25,0.66755,7,-1.2498,3,-2.2128,21,0.35692,19,0.20437
ENSG00000183186,C2CD4C,1,-3.9605,33,0.67775,29,0.52008,19,-0.1919,24,0.17027,34,0.69301,20,-0.1519,13,-0.8143,20,-0.1228,19,-0.2162
ENSG00000129946,SHC2,60,-0.1350,57,-0.2111,63,-0.0696,70,0.12897,52,-0.3455,97,0.62473,82,0.36034,39,-0.7749,50,-0.4248,81,0.33880
ENSG00000141933,TPGS1,43,-0.3661,61,0.19472,58,0.12864,57,0.10361,35,-0.6714,87,0.76738,86,0.75341,28,-1.0205,40,-0.4519,37,-0.5762
ENSG00000099804,CDC34,78,0.03809,84,0.15621,69,-0.1571,77,0.03239,94,0.34767,116,0.68785,75,-0.0074,82,0.12565,42,-0.9122,45,-0.7862
ENSG00000172270,BSG,298,-0.5478,267,-0.7157,559,0.48799,365,-0.2581,379,-0.1790,505,0.27359,562,0.44622,359,-0.2649,383,-0.1615,498,0.25100
ENSG00000099822,HCN2,119,0.55673,175,1.20150,64,-0.4694,74,-0.2102,107,0.39000,70,-0.2861,22,-1.9778,66,-0.3745,74,-0.2032,99,0.26406
ENSG00000099821,POLRMT,69,0.65581,48,0.07488,46,0.02404,37,-0.3597,59,0.41509,68,0.65470,31,-0.6026,29,-0.7023,43,-0.0700,33,-0.4826
ENSG00000070423,RNF126,44,-0.1873,23,-1.1408,38,-0.4355,71,0.62011,102,1.15737,66,0.43714,58,0.23527,24,-1.1363,29,-0.8355,35,-0.5235
ENSG00000099864,PALM,147,-0.3694,229,0.32823,206,0.18128,119,-0.7445,132,-0.5326,206,0.16295,148,-0.3545,177,-0.0749,309,0.82107,234,0.36171
ENSG00000011304,PTBP1,52,1.08176,20,-0.4465,18,-0.6703,21,-0.3768,20,-0.4365,26,-0.0025,48,0.96763,18,-0.5410,34,0.41323,21,-0.3380
ENSG00000129951,PLPPR3,16,-2.6470,145,0.71091,141,0.75310,92,-0.0211,69,-0.4648,82,-0.2006,63,-0.6034,119,0.38502,76,-0.3259,83,-0.1833
ENSG00000197766,CFD,5,-1.1311,26,1.24581,18,0.74621,8,-0.6373,6,-1.1139,3,-2.0064,10,-0.3040,13,0.17680,17,0.55589,11,-0.1533
ENSG00000175221,MED16,59,-0.1528,87,0.45645,95,0.66387,50,-0.4654,45,-0.5640,57,-0.2120,63,-0.0522,76,0.22584,35,-0.9469,74,0.18930
ENSG00000198858,R3HDM4,23,-1.1746,78,0.73572,58,0.29682,48,-0.0400,38,-0.3943,87,0.92428,19,-1.3996,50,0.02855,37,-0.4532,46,-0.1146
ENSG00000065268,WDR18,25,-0.6876,57,0.60682,33,-0.2837,31,-0.3571,54,0.53104,56,0.60117,63,0.78227,24,-0.7276,21,-0.8881,36,-0.1153
ENSG00000182087,TMEM259,134,0.40064,73,-0.5507,87,-0.3070,157,0.74675,107,0.04808,112,0.11745,138,0.44940,79,-0.4204,44,-1.2907,73,-0.5506
ENSG00000064687,ABCA7,0,-7.4457,21,0.55769,22,0.76077,26,1.05831,16,0.11428,4,-1.6966,16,0.16237,9,-0.6743,0,-4.1567,11,-0.3602
ENSG00000099817,POLR2E,89,-0.7968,172,0.23144,147,-0.0206,216,0.66868,176,0.26276,246,0.80898,136,-0.1444,91,-0.7596,84,-0.8793,68,-1.1967
ENSG00000167468,GPX4,430,-0.5727,960,0.69966,576,-0.1315,539,-0.2427,738,0.27177,703,0.19419,753,0.30327,605,-0.0421,500,-0.3398,542,-0.2144
ENSG00000118046,STK11,38,-0.4059,75,0.63266,66,0.47767,34,-0.6525,50,-0.0098,47,-0.0939,51,0.02084,40,-0.3523,41,-0.3086,61,0.30472
ENSG00000099625,CBARP,19,-0.8138,37,0.15392,36,0.12033,32,-0.0859,54,0.77015,69,1.19131,21,-0.7041,10,-1.7462,13,-1.4062,41,0.34182
ENSG00000099624,ATP5F1D,219,-0.7139,411,0.26292,378,0.14257,266,-0.4533,458,0.43867,371,0.10011,458,0.43706,400,0.21895,250,-0.5104,322,-0.1222
ENSG00000167470,MIDN,61,0.89658,25,-0.4893,37,0.11205,13,-1.5144,28,-0.3262,32,-0.1470,86,1.48030,26,-0.4375,29,-0.3077,31,-0.1829
ENSG00000099622,CIRBP,572,0.39768,502,0.18997,416,-0.1166,459,0.05019,476,0.10457,402,-0.1614,529,0.27182,405,-0.1509,346,-0.3935,365,-0.3112
ENSG00000228300,FAM174C,36,-0.0217,48,0.44435,29,-0.3649,41,0.21564,31,-0.2453,51,0.55045,55,0.66476,29,-0.3360,21,-0.8473,24,-0.6472
ENSG00000160953,PWWP3A,82,0.28868,83,0.30123,67,-0.0429,82,0.30868,63,-0.1377,97,0.54903,48,-0.5599,29,-1.2869,67,-0.0412,57,-0.2877
ENSG00000115286,NDUFS7,294,0.69623,200,0.07410,145,-0.4646,197,0.05074,184,-0.0545,250,0.43019,256,0.47082,133,-0.5556,171,-0.1702,118,-0.7413
ENSG00000130005,GAMT,191,1.00700,146,0.55535,105,0.03204,74,-0.5496,97,-0.0969,111,0.12536,82,-0.3532,94,-0.1381,76,-0.4686,80,-0.3932
ENSG00000071626,DAZAP1,44,0.12870,49,0.29400,50,0.37790,35,-0.2434,33,-0.3073,34,-0.2625,45,0.15851,39,-0.0649,31,-0.4202,41,0.01112
ENSG00000115268,RPS15,2073,0.84408,1561,0.37734,703,-0.9268,882,-0.5610,836,-0.5995,959,-0.3898,1746,0.55957,1410,0.21503,2031,0.80951,990,-0.3400
ENSG00000115266,APC2,116,0.11800,107,-0.0055,124,0.25491,122,0.21655,132,0.32009,101,-0.1054,150,0.52795,48,-1.2324,58,-0.9423,87,-0.3225
ENSG00000119559,C19orf25,42,-0.1753,20,-1.3107,58,0.36291,40,-0.2756,39,-0.2706,107,1.36157,59,0.35653,25,-0.9674,38,-0.3444,39,-0.2987
ENSG00000115255,REEP6,10,-0.5522,15,0.02747,9,-0.8700,11,-0.5480,8,-0.9931,10,-0.6833,7,-1.1989,40,1.60103,23,0.64983,30,1.08338
ENSG00000071655,MBD3,65,0.32373,39,-0.4790,56,0.07420,25,-1.2026,27,-1.0255,61,0.21023,56,0.07418,91,0.85504,90,0.85083,48,-0.1567
ENSG00000127540,UQCR11,866,0.16155,963,0.33051,484,-0.7974,512,-0.7054,836,0.10544,880,0.18733,963,0.33055,1218,0.71411,1006,0.40181,658,-0.2683
ENSG00000071564,TCF3,22,0.88995,2,-2.6268,6,-1.2280,6,-1.0512,2,-2.5377,1,-3.6151,33,1.56789,29,1.35419,16,0.42033,22,0.87043
ENSG00000079313,REXO1,12,-1.3473,16,-0.8777,42,0.66385,34,0.30010,35,0.32101,33,0.21361,8,-1.8811,23,-0.3273,33,0.20485,33,0.22955
ENSG00000129911,KLF16,20,-1.6979,91,0.62816,74,0.34078,97,0.83955,41,-0.6136,54,-0.2043,48,-0.3818,31,-1.0140,49,-0.3331,58,-0.0825
ENSG00000129968,ABHD17A,273,0.85139,194,0.29661,118,-0.5250,147,-0.1531,82,-1.0281,144,-0.1794,181,0.18094,170,0.08074,217,0.47248,143,-0.1850
ENSG00000227500,SCAMP4,101,1.60277,18,-1.1586,30,-0.4247,30,-0.3983,37,-0.0457,41,0.07905,30,-0.3985,25,-0.6386,42,0.11638,49,0.36975
ENSG00000133275,CSNK1G2,25,-1.0829,55,0.11273,62,0.35422,53,0.08500,30,-0.7962,56,0.15436,45,-0.1808,79,0.70586,39,-0.4270,50,-0.0178
ENSG00000133243,BTBD2,79,-1.0269,193,0.34498,225,0.66516,154,-0.0145,117,-0.4407,178,0.21582,100,-0.6840,109,-0.5491,177,0.20419,154,-0.0138
ENSG00000099875,MKNK2,26,0.73727,23,0.51912,16,0.01013,9,-1.0002,16,-0.0688,18,0.13832,16,-0.0653,14,-0.2563,23,0.51197,11,-0.5503
ENSG00000172081,MOB3A,27,0.94635,7,-1.1885,26,0.98673,7,-1.2958,11,-0.4378,6,-1.2881,17,0.19614,11,-0.4528,13,-0.2204,23,0.66050
ENSG00000099840,IZUMO4,13,0.27745,14,0.39173,8,-0.5182,11,-0.0691,31,1.68296,1,-3.0574,3,-1.6713,2,-2.5564,14,0.36192,17,0.68115
ENSG00000065000,AP3D1,65,-1.0846,151,0.21168,210,0.83804,150,0.21666,79,-0.7919,170,0.40167,69,-0.9869,130,-0.0334,78,-0.8182,127,-0.0614
ENSG00000104886,PLEKHJ1,36,-0.9465,96,0.56134,61,-0.1716,92,0.54869,67,-0.0143,70,0.06938,78,0.22053,72,0.09781,39,-0.8397,46,-0.5860
ENSG00000104897,SF3A2,18,0.05555,17,-0.0753,22,0.37061,19,0.11796,9,-1.0560,6,-1.6836,9,-1.0424,37,1.18462,15,-0.2232,20,0.21206
ENSG00000104904,OAZ1,375,-0.9736,984,0.53010,864,0.35537,628,-0.2009,793,0.18288,923,0.42669,823,0.24247,709,0.00582,484,-0.5851,402,-0.8677
ENSG00000130332,LSM7,105,-0.0315,127,0.26697,63,-0.8852,86,-0.3758,167,0.71092,151,0.54858,141,0.43145,118,0.14779,113,0.07625,69,-0.6882
ENSG00000005206,SPPL2B,46,0.48537,13,-1.4642,21,-0.7864,40,0.29834,38,0.17456,45,0.44628,40,0.26712,38,0.17213,23,-0.5720,41,0.31304
ENSG00000099800,TIMM13,168,0.12226,188,0.30799,121,-0.4233,146,-0.0979,152,-0.0343,212,0.50066,208,0.47023,145,-0.1012,125,-0.3359,128,-0.2967
ENSG00000176619,LMNB2,18,-0.1212,6,-1.7740,32,0.86941,25,0.43835,5,-2.0209,27,0.48405,19,-0.0573,19,-0.0466,6,-1.7059,22,0.17490
ENSG00000099860,GADD45B,42,0.76248,8,-1.7279,9,-1.5941,3,-2.9850,0,-7.5837,9,-1.5466,204,4.33274,2,-3.5565,9,-1.6182,12,-1.1652
ENSG00000176533,GNG7,130,0.62973,77,-0.1949,38,-1.3557,90,0.04220,61,-0.5577,48,-0.9204,70,-0.3504,136,0.70467,136,0.70655,138,0.73053
ENSG00000176490,DIRAS1,22,-2.2620,133,0.43994,109,0.13672,102,0.02835,213,1.23056,129,0.39054,63,-0.7162,85,-0.2675,53,-0.9883,88,-0.2031
ENSG00000141873,SLC39A3,21,-0.7989,23,-0.6608,41,0.27035,40,0.21398,66,1.00695,37,0.06654,31,-0.2006,23,-0.6418,39,0.15133,22,-0.7327
ENSG00000104969,SGTA,125,0.64064,103,0.33074,104,0.39264,76,-0.1566,66,-0.3645,82,-0.0244,79,-0.0822,61,-0.4826,51,-0.7679,74,-0.1791
ENSG00000172009,THOP1,35,-0.8136,72,0.28947,77,0.45712,73,0.34920,66,0.15254,48,-0.3299,38,-0.6821,43,-0.4929,50,-0.2706,64,0.09974
ENSG00000172006,ZNF554,11,-0.3667,6,-1.2014,11,-0.3288,19,0.51719,17,0.28802,10,-0.5195,20,0.55048,24,0.83104,8,-0.9093,12,-0.1903
ENSG00000065717,TLE2,14,-0.5053,11,-0.9539,1,-4.2890,35,1.01828,15,-0.4562,14,-0.5186,37,0.99579,43,1.23599,15,-0.3976,19,-0.0573
ENSG00000104964,TLE5,319,-0.8040,906,0.84605,583,0.14263,417,-0.4298,508,-0.0895,629,0.25020,483,-0.1677,635,0.26470,412,-0.4149,558,0.05819
ENSG00000088256,GNA11,52,-0.3414,66,0.01720,79,0.34308,52,-0.3888,68,0.05128,62,-0.0913,120,0.98169,62,-0.0843,34,-0.9816,58,-0.1850
ENSG00000125912,NCLN,38,-0.0884,34,-0.2508,67,0.94831,36,-0.1597,20,-1.0373,37,-0.1097,25,-0.7260,42,0.09879,33,-0.2715,42,0.10352
ENSG00000161082,CELF5,5,-5.2469,210,0.26112,291,0.90490,217,0.35064,121,-0.6000,212,0.27453,54,-1.7939,173,-0.0489,81,-1.1932,264,0.63217
ENSG00000141905,NFIC,146,1.48956,17,-1.8393,47,-0.3899,15,-2.1258,42,-0.5375,16,-1.9518,99,0.81939,94,0.73597,83,0.53324,91,0.68754
ENSG00000129932,DOHH,117,1.90839,59,0.69697,35,-0.1246,17,-1.2890,31,-0.3001,34,-0.1704,29,-0.4394,33,-0.2169,24,-0.6816,25,-0.6726
ENSG00000105325,FZR1,50,-0.2644,50,-0.2540,76,0.43627,71,0.33199,57,-0.0509,50,-0.2623,48,-0.3171,74,0.35370,38,-0.6895,48,-0.3141
ENSG00000161091,MFSD12,89,0.32272,65,-0.1835,137,1.18890,63,-0.2555,63,-0.2361,92,0.36413,33,-1.2076,35,-1.1078,36,-1.0698,62,-0.2530
ENSG00000064961,HMG20B,43,1.48686,10,-0.8666,3,-2.4006,6,-1.7536,0,-5.6725,4,-2.2020,56,1.99375,21,0.30922,18,0.07856,38,1.28321
ENSG00000105298,CACTIN,20,0.59384,3,-2.0571,17,0.33615,21,0.75040,7,-0.9552,13,-0.1095,13,-0.1448,2,-2.7168,18,0.36272,15,0.08338
ENSG00000186111,PIP5K1C,24,-1.9231,97,0.18008,158,1.11863,59,-0.6314,100,0.22135,115,0.44122,81,-0.1052,61,-0.5456,55,-0.6893,73,-0.2621
ENSG00000183617,MRPL54,73,0.23345,69,0.13705,36,-0.9316,57,-0.1721,62,-0.0296,91,0.57982,102,0.76587,37,-0.8298,73,0.21705,66,0.07518
ENSG00000007264,MATK,11,-2.6250,74,0.12883,79,0.25707,107,0.82314,39,-0.8596,59,-0.2282,28,-1.3232,87,0.38298,46,-0.5848,101,0.62391
ENSG00000105278,ZFR2,5,-2.6349,57,1.05778,51,0.99786,31,0.06076,31,0.09362,26,-0.1748,14,-1.1068,10,-1.5372,19,-0.6276,28,-0.0831
ENSG00000167654,ATCAY,24,-2.7923,214,0.47906,221,0.59500,198,0.39737,168,0.09014,165,0.06643,93,-0.8155,133,-0.2695,104,-0.6427,161,0.02489
ENSG00000167657,DAPK3,32,-0.2620,26,-0.5874,59,0.77914,27,-0.5712,56,0.60507,44,0.20540,43,0.16760,29,-0.4399,22,-0.8239,36,-0.1103
ENSG00000167658,EEF2,494,0.09880,607,0.42873,326,-0.5930,401,-0.2497,399,-0.2366,433,-0.1079,534,0.22146,534,0.22104,624,0.47200,491,0.08890
ENSG00000105229,PIAS4,45,1.38753,9,-1.1322,28,0.64587,18,-0.0877,12,-0.7556,21,0.10694,14,-0.4474,4,-2.2407,15,-0.3765,20,0.01654
ENSG00000178951,ZBTB7A,80,-0.2251,134,0.59488,131,0.62280,71,-0.4564,65,-0.5532,54,-0.8184,73,-0.3714,59,-0.6826,81,-0.2132,161,0.90078
ENSG00000126934,MAP2K2,114,-0.4031,210,0.55364,155,0.08159,123,-0.3193,164,0.15495,196,0.44198,191,0.40027,82,-0.9101,100,-0.6118,167,0.18866
ENSG00000077463,SIRT6,11,-0.3494,18,0.42927,13,-0.0060,20,0.65404,12,-0.2308,18,0.48217,5,-1.3999,5,-1.4406,12,-0.1317,15,0.15592
ENSG00000089847,ANKRD24,3,-2.2686,10,-0.8272,26,0.70621,10,-0.9222,42,1.43916,21,0.31088,7,-1.2689,26,0.61737,18,0.07877,9,-0.9212
ENSG00000105248,YJU2,30,0.74563,5,-1.8455,15,-0.3269,13,-0.5810,27,0.60083,4,-2.2896,66,2.16803,19,0.02859,8,-1.1981,8,-1.3184
ENSG00000105255,FSD1,12,-2.6449,104,0.57704,87,0.32651,82,0.22204,148,1.17891,81,0.18018,42,-0.8152,62,-0.2428,29,-1.3636,50,-0.5642
ENSG00000008382,MPND,7,-1.9298,63,1.33582,27,-0.0674,13,-1.1961,30,0.11932,48,0.87427,13,-1.1005,34,0.33171,29,0.04559,29,0.08004
ENSG00000141985,SH3GL1,45,-0.2247,17,-1.6414,55,0.10506,46,-0.1842,45,-0.2012,86,0.81461,103,1.12733,38,-0.4704,50,-0.0394,33,-0.6958
ENSG00000167671,UBXN6,88,-0.8581,164,0.09174,143,-0.1306,197,0.42510,198,0.39513,194,0.35659,164,0.08715,97,-0.7142,151,-0.0418,121,-0.3869
ENSG00000167674,HDGFL2,23,-1.1872,51,0.00595,48,-0.0981,55,0.15650,49,-0.0344,55,0.14783,86,0.86362,60,0.26816,44,-0.2086,31,-0.7384
ENSG00000167680,SEMA6B,31,-1.8661,143,0.46023,156,0.67060,93,-0.2441,86,-0.3354,157,0.60606,51,-1.1179,115,0.10364,62,-0.8341,144,0.47372
ENSG00000185361,TNFAIP8L1,1,-4.0501,28,0.38396,51,1.58301,19,-0.3014,8,-1.4949,17,-0.3866,22,-0.0473,31,0.50374,6,-1.9767,16,-0.5022
ENSG00000074842,MYDGF,61,-0.1678,46,-0.6104,49,-0.5680,117,1.00084,113,0.81161,122,0.93496,35,-1.0195,40,-0.8346,34,-1.0724,37,-0.9247
ENSG00000142002,DPP9,18,-0.2315,11,-0.8852,30,0.62883,25,0.34823,13,-0.7280,11,-0.9709,32,0.66930,23,0.18787,14,-0.6147,17,-0.2825
ENSG00000176840,MIR7-3HG,0,-7.2861,27,1.19516,21,0.88205,11,-0.3106,0,-5.1581,0,-4.5399,9,-0.4757,36,1.66968,13,0.01776,6,-1.0333
ENSG00000141965,FEM1A,40,0.08361,17,-1.2495,46,0.31880,45,0.27631,47,0.33121,51,0.43705,33,-0.2413,38,-0.0255,21,-0.8903,31,-0.3107
ENSG00000105355,PLIN3,38,1.54098,6,-1.2926,6,-1.4803,1,-3.6588,1,-3.2147,5,-1.7008,65,2.59328,11,-0.4378,23,0.67544,17,0.15153
ENSG00000127663,KDM4B,26,0.05614,19,-0.3871,25,-0.0162,32,0.40024,26,0.04029,37,0.59500,37,0.62586,8,-1.7476,13,-1.0070,23,-0.1478
ENSG00000130254,SAFB2,30,-1.0075,38,-0.6287,55,-0.0652,83,0.65815,62,0.12908,29,-1.0248,63,0.15379,62,0.13129,51,-0.1736,76,0.45260
ENSG00000160633,SAFB,92,0.26424,45,-0.8442,79,0.03492,104,0.52677,86,0.16784,99,0.39128,57,-0.4622,43,-0.8865,73,-0.1004,68,-0.1966
ENSG00000130255,RPL36,1470,0.26743,1195,-0.0607,717,-0.9092,1064,-0.2649,664,-0.9638,1078,-0.2222,1592,0.39491,2294,1.00007,2058,0.81648,996,-0.3449
ENSG00000174917,MICOS13,175,-0.5155,435,0.93880,216,-0.2049,207,-0.2777,264,0.12235,265,0.13280,245,0.00935,305,0.35359,208,-0.2464,183,-0.4456
ENSG00000167733,HSD11B1L,37,-1.4237,145,0.66699,119,0.39099,94,-0.0386,82,-0.2487,85,-0.1889,77,-0.3423,91,-0.0836,93,-0.0471,113,0.26723
ENSG00000196365,LONP1,55,-0.2236,51,-0.3472,52,-0.3550,112,1.03956,81,0.37593,75,0.25464,14,-2.2133,59,-0.1270,56,-0.2145,48,-0.4496
ENSG00000174886,NDUFA11,300,-0.3395,511,0.50170,314,-0.2948,480,0.44990,307,-0.3020,412,0.15727,393,0.08398,382,0.03627,348,-0.1095,235,-0.7119
ENSG00000031823,RANBP3,55,-0.0379,52,-0.1489,57,0.01598,69,0.34312,54,-0.0845,61,0.10800,57,0.01400,59,0.07196,42,-0.4597,48,-0.2546
ENSG00000130382,MLLT1,73,-0.4792,131,0.43499,116,0.26819,134,0.52424,62,-0.7341,49,-1.0851,100,-0.0023,76,-0.4138,92,-0.1173,113,0.19937
ENSG00000125656,CLPP,81,0.21682,67,-0.0793,54,-0.4341,70,-0.0140,78,0.15915,108,0.69011,47,-0.6156,101,0.57273,50,-0.5259,64,-0.1365
