Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000121897,LIAS,13,-0.2050,10,-0.5954,11,-0.5408,18,0.30631,28,1.02698,7,-1.1786,16,0.15376
ENSG00000163683,SMIM14,74,0.09246,44,-0.7263,65,-0.0993,62,-0.1842,97,0.55111,61,-0.2097,74,0.14609
ENSG00000078140,UBE2K,43,-1.6037,67,-0.9113,98,-0.3242,139,0.22858,130,0.12927,169,0.55719,146,0.43920
ENSG00000121892,PDS5A,36,0.11831,20,-0.7989,39,0.23414,38,0.18671,40,0.27371,47,0.56502,28,-0.4099
ENSG00000163697,APBB2,54,1.06653,18,-0.6882,22,-0.4474,29,0.00018,28,-0.0531,26,-0.1408,27,-0.1135
ENSG00000154277,UCHL1,373,-2.6715,1188,-0.9387,1753,-0.3321,4204,1.14494,2271,0.08388,2267,0.08167,2451,0.28664
ENSG00000064042,LIMCH1,230,1.10042,69,-0.8825,75,-0.7533,131,0.13611,85,-0.5474,170,0.56399,109,-0.2185
ENSG00000109133,TMEM33,57,-0.3157,34,-1.1184,64,-0.1254,104,0.67163,52,-0.4552,94,0.49631,74,0.11951
ENSG00000014824,SLC30A9,64,-0.6546,66,-0.6048,105,0.12440,139,0.58760,95,-0.0380,102,0.08045,101,0.08885
ENSG00000124406,ATP8A1,120,-0.2138,53,-1.4824,232,0.88307,178,0.42684,101,-0.4944,161,0.25940,131,-0.1071
ENSG00000183783,KCTD8,11,-0.9941,7,-1.6639,108,3.29061,1,-4.0928,52,1.53504,0,-5.1684,5,-2.6005
ENSG00000151806,GUF1,19,-0.1072,12,-0.7436,23,0.19878,17,-0.3022,24,0.28725,18,-0.1368,23,0.26061
ENSG00000163281,GNPDA2,12,-0.7688,12,-0.7608,18,-0.1044,28,0.60157,21,0.10814,19,-0.0240,22,0.23927
ENSG00000163285,GABRG1,37,0.42287,40,0.57176,74,1.67692,6,-2.1997,59,1.23668,3,-3.1377,12,-1.5458
ENSG00000260878,AC104072.1,3,-2.9571,18,-0.2139,18,-0.1912,29,0.55289,12,-0.8828,55,1.70861,17,-0.3647
ENSG00000151834,GABRA2,12,-1.7668,46,0.31431,36,-0.0565,47,0.35718,26,-0.5782,41,0.15986,43,0.32392
ENSG00000109158,GABRA4,2,-4.5094,25,-1.0459,39,-0.3907,76,0.70659,47,-0.0988,74,0.65711,62,0.48564
ENSG00000163288,GABRB1,8,-0.8246,14,-0.0191,23,0.76709,26,0.95363,9,-0.6984,14,-0.0187,12,-0.4160
ENSG00000260918,AC107398.3,15,-2.3549,44,-0.7737,109,0.67279,135,1.05504,72,-0.0172,89,0.33990,63,-0.2977
ENSG00000169019,COMMD8,18,-0.8708,14,-1.1952,27,-0.2451,37,0.26468,40,0.38749,29,-0.0916,39,0.49135
ENSG00000109171,SLAIN2,27,1.10027,11,-0.3454,9,-0.7012,14,0.00514,23,0.78939,9,-0.6314,11,-0.4799
ENSG00000075539,FRYL,85,2.01302,15,-0.9671,30,0.14882,10,-1.5843,24,-0.2438,15,-0.9106,24,-0.3269
ENSG00000109180,OCIAD1,130,-1.5793,154,-1.3203,455,0.38235,457,0.38878,534,0.65461,453,0.37535,354,-0.0381
ENSG00000145247,OCIAD2,39,-0.9962,60,-0.3610,94,0.37604,93,0.35890,90,0.29665,77,0.05503,73,-0.0441
ENSG00000109184,DCUN1D4,34,-0.6970,47,-0.2119,58,0.14375,56,0.08714,59,0.17189,63,0.27643,54,0.02711
ENSG00000163069,SGCB,76,0.38112,45,-0.4643,71,0.26587,67,0.15819,54,-0.1829,71,0.26165,53,-0.2615
ENSG00000109189,USP46,44,-1.0801,73,-0.2827,65,-0.4738,101,0.23639,90,0.05439,125,0.60503,96,0.20378
ENSG00000226950,DANCR,39,-0.2766,62,0.46749,50,0.12009,35,-0.4615,59,0.39292,37,-0.3772,46,-0.0380
ENSG00000145216,FIP1L1,35,0.48541,23,-0.1957,28,0.11520,36,0.56120,21,-0.2932,35,0.49412,18,-0.6993
ENSG00000072201,LNX1,4,-3.8966,19,-1.6016,71,0.41718,88,0.77986,41,-0.4559,113,1.23687,53,-0.0788
ENSG00000134853,PDGFRA,34,1.47185,28,1.12337,9,-0.6768,11,-0.3757,3,-2.4331,8,-0.9575,12,-0.3268
ENSG00000157404,KIT,17,-0.5744,35,0.61895,79,2.17050,9,-1.4526,16,-0.6548,8,-1.7165,18,-0.6039
ENSG00000128039,SRD5A3,24,-0.2745,19,-0.6333,39,0.53139,27,-0.1065,32,0.17765,24,-0.2483,30,0.14252
ENSG00000134851,TMEM165,156,2.10140,32,-0.6926,42,-0.2509,39,-0.3806,33,-0.6172,42,-0.2762,34,-0.7635
ENSG00000134852,CLOCK,16,-1.0412,23,-0.5529,36,0.17862,44,0.53510,30,-0.0953,43,0.47285,32,0.00657
ENSG00000090989,EXOC1,37,-0.1289,22,-0.9085,42,0.08414,39,-0.0276,50,0.38469,59,0.67405,36,-0.2075
ENSG00000128050,PAICS,30,-0.4457,24,-0.7804,52,0.43787,26,-0.6861,46,0.22082,41,0.03808,47,0.35654
ENSG00000174780,SRP72,57,-0.2675,49,-0.4993,59,-0.1972,93,0.52789,59,-0.2211,87,0.41547,67,0.00386
ENSG00000171476,HOPX,19,-4.2908,260,-0.4001,58,-2.6667,491,0.64194,263,-0.3843,717,1.32267,400,0.40913
ENSG00000084092,NOA1,10,-0.2484,13,0.08796,13,0.13200,22,0.93183,10,-0.2499,14,0.16537,9,-0.5358
ENSG00000047315,POLR2B,22,-1.7724,38,-0.9503,65,-0.1208,121,0.91834,96,0.51100,94,0.48628,65,-0.1574
ENSG00000163453,IGFBP7,193,2.22682,73,0.38678,33,-0.8512,37,-0.6880,46,-0.3581,20,-1.6054,39,-0.7820
ENSG00000150471,ADGRL3,17,-1.9136,38,-0.6958,55,-0.0881,78,0.46775,107,1.01920,47,-0.3461,62,0.11940
ENSG00000145242,EPHA5,4,-3.7443,36,-0.6438,61,0.19692,141,1.68506,26,-1.1534,103,1.09045,39,-0.6532
ENSG00000033178,UBA6,27,0.09935,15,-0.8527,18,-0.5259,36,0.54880,12,-1.2038,34,0.47758,30,0.31190
ENSG00000083896,YTHDC1,93,1.20534,53,0.21793,53,0.23379,55,0.29202,35,-0.4141,32,-0.5484,31,-0.7930
ENSG00000132467,UTP3,22,-0.2412,13,-0.9562,27,0.11123,23,-0.1480,33,0.45062,30,0.28654,26,0.07709
ENSG00000018189,RUFY3,131,-0.8066,110,-1.0710,222,0.02545,372,0.89400,236,0.12325,244,0.17736,218,-0.0080
ENSG00000132463,GRSF1,74,-0.7865,60,-1.1021,135,0.16680,137,0.19094,127,0.07350,144,0.28018,139,0.30259
ENSG00000173542,MOB1B,22,-0.8094,23,-0.7590,23,-0.7013,61,0.84027,26,-0.5595,71,1.10910,35,-0.0886
ENSG00000156136,DCK,19,-1.0673,15,-1.3847,56,0.64318,37,-0.0295,43,0.20119,34,-0.1543,45,0.40878
ENSG00000080493,SLC4A4,35,0.60093,56,1.43034,32,0.42350,2,-3.3234,19,-0.4040,8,-1.6186,22,-0.1726
ENSG00000132466,ANKRD17,62,-0.0536,43,-0.6113,77,0.29386,80,0.35642,85,0.46685,65,0.01542,55,-0.3159
ENSG00000169116,PARM1,2,-5.0730,48,-0.6745,1,-5.3780,128,0.94382,62,-0.2617,121,0.83412,99,0.71153
ENSG00000163743,RCHY1,24,-1.0099,29,-0.7452,39,-0.2755,50,0.13777,32,-0.5799,58,0.36637,61,0.66210
ENSG00000138769,CDKL2,5,-2.1633,16,-0.5475,23,0.04815,29,0.38953,14,-0.7332,34,0.66011,27,0.43923
ENSG00000138757,G3BP2,81,-2.1459,163,-1.1056,342,0.06236,467,0.57884,285,-0.2321,519,0.76156,370,0.25566
ENSG00000138768,USO1,42,-0.5582,39,-0.6742,66,0.14764,87,0.60598,66,0.16165,66,0.14581,58,-0.0644
ENSG00000138744,NAAA,6,-1.0568,11,-0.1901,22,1.00512,13,0.03979,13,0.05194,8,-0.6802,13,0.06269
ENSG00000198301,SDAD1,29,-0.3335,11,-1.8267,35,-0.0243,55,0.72251,41,0.21900,65,1.01781,28,-0.4622
ENSG00000138760,SCARB2,200,1.28416,58,-0.7759,93,-0.0262,106,0.17612,95,-0.0034,46,-1.1332,85,-0.2174
ENSG00000138758,SEPTIN11,60,-0.8897,81,-0.4195,191,1.00003,119,0.18424,114,0.12002,104,-0.0313,95,-0.2335
ENSG00000118816,CCNI,372,0.05662,326,-0.1574,310,-0.2350,150,-1.3613,578,0.79953,200,-0.9215,432,0.42206
ENSG00000138764,CCNG2,19,-0.7912,23,-0.4945,38,0.28023,32,-0.0066,29,-0.1815,23,-0.5115,41,0.58636
ENSG00000138767,CNOT6L,11,-0.3566,9,-0.7335,21,0.60978,11,-0.4747,20,0.51916,14,-0.0357,15,0.02892
ENSG00000169288,MRPL1,21,-1.5962,33,-0.8912,51,-0.2381,90,0.69606,77,0.43599,57,-0.0700,68,0.30522
ENSG00000138756,BMP2K,30,1.38027,10,-0.4161,18,0.45567,14,0.01575,16,0.26677,9,-0.5347,8,-0.9987
ENSG00000163291,PAQR3,14,-0.9763,9,-1.5683,26,0.01329,24,-0.1063,19,-0.4846,42,0.82912,32,0.53452
ENSG00000152784,PRDM8,19,-2.1637,22,-1.9464,9,-3.1709,79,-0.0092,52,-0.6823,148,1.05005,129,1.22787
ENSG00000138670,RASGEF1B,9,-1.6559,8,-1.7509,1,-4.1542,9,-1.6851,17,-0.6985,45,0.88602,50,1.72145
ENSG00000273156,AC124016.2,11,-1.5409,21,-0.5331,30,0.04518,24,-0.3086,40,0.49874,24,-0.3004,38,0.59999
ENSG00000138668,HNRNPD,108,0.09680,88,-0.2283,114,0.18652,82,-0.3388,127,0.36770,108,0.10098,96,-0.1268
ENSG00000152795,HNRNPDL,321,0.22326,188,-0.6333,239,-0.2544,288,0.04742,284,0.02408,336,0.29861,288,0.06110
ENSG00000145293,ENOPH1,130,-0.0857,83,-0.7797,138,0.01716,105,-0.4137,181,0.46653,197,0.60387,132,-0.0758
ENSG00000249242,TMEM150C,13,-2.3746,20,-1.7264,29,-1.1336,72,0.27405,37,-0.7984,132,1.33081,83,0.70230
ENSG00000145284,SCD5,519,0.47786,248,-0.7102,662,0.89832,290,-0.4667,380,-0.0381,393,0.01609,336,-0.3051
ENSG00000138674,SEC31A,40,-0.3886,27,-1.0113,63,0.33924,56,0.15011,56,0.14800,38,-0.4519,60,0.35898
ENSG00000138663,COPS4,38,-1.3637,55,-0.7901,127,0.55574,112,0.34464,110,0.31544,89,-0.0360,96,0.11189
ENSG00000163319,MRPS18C,62,-0.7615,80,-0.3638,110,0.15348,97,-0.0415,163,0.82181,98,-0.0335,97,-0.0700
ENSG00000163624,CDS1,5,-3.7168,23,-1.4665,46,-0.4320,62,0.06336,60,-0.0059,52,-0.2373,98,1.23375
ENSG00000163625,WDFY3,70,0.30258,30,-1.0407,75,0.39585,74,0.37443,62,0.08577,52,-0.1905,55,-0.1366
ENSG00000109339,MAPK10,61,-2.0706,133,-0.9022,252,0.10915,286,0.31603,209,-0.1906,316,0.48516,288,0.45891
ENSG00000163629,PTPN13,37,1.93931,12,-0.0689,5,-1.4619,12,-0.0947,7,-0.8119,6,-1.0112,11,-0.2470
ENSG00000172493,AFF1,23,0.38139,11,-0.6866,6,-1.7203,13,-0.5200,22,0.30480,26,0.64317,20,0.25744
ENSG00000145332,KLHL8,22,-0.1630,14,-0.8911,9,-1.4483,17,-0.5850,19,-0.3762,30,0.34789,36,0.94582
ENSG00000198189,HSD17B11,25,-0.4122,22,-0.6457,64,1.12008,34,0.04337,44,0.46406,20,-0.7596,29,-0.2461
ENSG00000170502,NUDT9,19,-1.4112,33,-0.5937,72,0.66943,45,-0.0837,67,0.55140,61,0.41216,44,-0.1553
ENSG00000152583,SPARCL1,752,-1.4386,1226,-0.6898,1770,-0.1105,1012,-0.9864,2349,0.35350,1879,-0.0137,2689,0.84408
ENSG00000118785,SPP1,950,4.03519,70,-1.2471,83,-0.9866,14,-3.6138,106,-0.6119,26,-2.6856,53,-1.9610
ENSG00000118777,ABCG2,28,1.29826,17,0.43341,2,-2.6785,6,-1.1977,26,1.15312,5,-1.3898,11,-0.3159
ENSG00000163644,PPM1K,104,-0.1730,111,-0.0627,58,-1.0681,118,0.03552,137,0.27564,101,-0.2137,137,0.38340
ENSG00000138642,HERC6,12,-1.3028,16,-0.8988,32,0.19988,22,-0.3882,47,0.87820,24,-0.2229,33,0.37066
ENSG00000145337,PYURF,107,-0.1171,75,-0.6748,129,0.18801,105,-0.1380,165,0.59840,108,-0.0969,115,0.00178
ENSG00000138641,HERC3,10,-1.7503,10,-1.8259,43,0.46982,18,-0.8756,45,0.52323,41,0.37032,42,0.57792
ENSG00000177432,NAP1L5,41,-2.7683,126,-1.0838,181,-0.5333,288,0.21544,364,0.60736,254,0.00588,340,0.70216
ENSG00000138640,FAM13A,12,-0.8540,14,-0.6295,46,1.36684,43,1.23028,7,-1.6466,31,0.64022,12,-1.1054
ENSG00000145335,SNCA,156,-1.4029,234,-0.7868,673,0.94534,715,1.05523,326,-0.2658,384,-0.0060,326,-0.3466
ENSG00000163104,SMARCAD1,14,-0.0437,10,-0.6031,18,0.33776,27,0.99022,11,-0.4951,18,0.29128,12,-0.4618
ENSG00000163110,PDLIM5,64,2.39550,32,0.99766,17,-0.0546,10,-0.8316,3,-2.4254,6,-1.6999,9,-1.2807
ENSG00000138696,BMPR1B,11,0.06482,22,1.24777,10,-0.1496,2,-2.1853,6,-0.8380,15,0.58894,10,-0.1961
ENSG00000138698,RAP1GDS1,106,-1.0885,103,-1.1260,199,-0.1090,195,-0.1343,179,-0.2776,306,0.60917,275,0.59685
ENSG00000168785,TSPAN5,56,-1.3676,57,-1.3456,120,-0.1821,226,0.87055,113,-0.2776,214,0.77551,142,0.11902
ENSG00000151247,EIF4E,76,-0.4096,77,-0.3852,63,-0.7138,93,-0.0943,121,0.33241,131,0.47196,108,0.21523
ENSG00000164024,METAP1,6,-2.3574,25,-0.3466,23,-0.5194,38,0.32227,23,-0.4724,60,1.08941,36,0.28493
ENSG00000197894,ADH5,52,-0.6144,50,-0.6780,103,0.48845,72,-0.0975,91,0.27740,77,0.00638,82,0.13930
ENSG00000109270,LAMTOR3,24,-1.4730,36,-0.8807,59,-0.1197,87,0.50856,63,-0.0160,105,0.83669,66,0.08570
ENSG00000164031,DNAJB14,37,-1.1210,50,-0.6549,92,0.30099,61,-0.3479,66,-0.2352,90,0.27219,97,0.54656
ENSG00000164032,H2AFZ,80,-1.4521,135,-0.6501,261,0.40746,281,0.53365,263,0.41930,177,-0.2308,213,0.09177
ENSG00000138814,PPP3CA,88,-2.0894,195,-0.8958,834,1.56007,388,0.19850,195,-0.8944,563,0.83154,277,-0.4439
ENSG00000254531,AP001816.1,14,-0.4755,19,0.03058,13,-0.5121,35,1.03354,12,-0.7183,17,-0.1179,19,0.08189
ENSG00000109332,UBE2D3,129,-0.4486,117,-0.6037,181,0.09081,263,0.71937,147,-0.2402,157,-0.1336,181,0.13188
ENSG00000145354,CISD2,50,-0.6433,58,-0.4102,88,0.23852,103,0.51023,68,-0.1630,81,0.10397,78,0.05217
ENSG00000164038,SLC9B2,4,-2.3731,10,-1.0889,13,-0.6982,39,1.06405,32,0.71805,18,-0.1984,23,0.25333
ENSG00000164039,BDH2,67,2.09444,36,0.85950,33,0.71403,1,-3.7837,21,0.01884,5,-2.2368,9,-1.5059
ENSG00000168772,CXXC4,13,-1.0949,15,-0.8157,42,0.79719,17,-0.6595,57,1.34635,20,-0.3800,23,-0.2374
ENSG00000138777,PPA2,31,-0.8948,39,-0.5487,42,-0.4123,80,0.61269,71,0.41344,55,-0.0092,59,0.16211
ENSG00000145348,TBCK,10,-0.8947,12,-0.6002,10,-0.8121,41,1.47255,14,-0.3396,27,0.69203,15,-0.3703
ENSG00000164022,AIMP1,54,1.10586,19,-0.6218,21,-0.4709,21,-0.4870,26,-0.1148,19,-0.6035,31,0.22451
ENSG00000138801,PAPSS1,77,-0.0572,40,-1.0613,103,0.41432,107,0.48636,53,-0.6603,123,0.71886,72,-0.2189
ENSG00000138796,HADH,30,-0.0157,23,-0.3951,43,0.60204,33,0.13415,31,0.05353,25,-0.2919,29,-0.1168
ENSG00000109475,RPL34,3782,1.55195,2104,0.48907,1543,-0.0246,1046,-0.6416,1533,-0.0351,1011,-0.6942,1026,-0.8388
ENSG00000198856,OSTC,24,-0.4210,14,-1.1513,41,0.48242,36,0.23401,15,-1.0900,35,0.21671,37,0.42819
ENSG00000164089,ETNPPL,52,0.20689,118,1.68262,120,1.71370,14,-1.7576,17,-1.4914,15,-1.7234,25,-1.1672
ENSG00000138802,SEC24B,17,-0.5082,13,-0.9755,17,-0.5563,44,1.01754,13,-0.9138,35,0.60805,26,0.15047
ENSG00000123739,PLA2G12A,59,0.45422,25,-0.8777,34,-0.4093,58,0.42026,25,-0.9121,36,-0.3433,55,0.46769
ENSG00000170522,ELOVL6,9,-1.5348,9,-1.5212,24,-0.0122,27,0.18697,35,0.62738,37,0.72588,25,0.09993
ENSG00000138660,AP1AR,17,-1.2933,22,-0.8880,42,0.08402,44,0.16216,43,0.13947,57,0.61723,43,0.21101
ENSG00000174720,LARP7,112,1.57916,40,-0.2167,31,-0.5993,56,0.34495,45,-0.0114,33,-0.4904,31,-0.7786
ENSG00000145362,ANK2,147,-1.7115,338,-0.4374,516,0.24673,505,0.21176,361,-0.3298,551,0.35376,526,0.38445
ENSG00000145349,CAMK2D,24,-3.2861,89,-1.3831,191,-0.1952,426,1.16313,104,-1.1400,358,0.84839,251,0.33699
ENSG00000174607,UGT8,218,4.60616,18,-0.9147,15,-1.1370,1,-4.5384,20,-0.7228,3,-3.2640,4,-3.4869
ENSG00000269893,SNHG8,207,0.97062,153,0.44299,145,0.34788,128,0.14669,98,-0.2873,94,-0.3568,76,-0.8483
ENSG00000172403,SYNPO2,22,0.27522,6,-1.6803,84,3.00439,25,0.51658,2,-2.8907,4,-2.1329,7,-1.6880
ENSG00000164096,C4orf3,293,0.70730,158,-0.3044,200,0.07011,163,-0.2625,201,0.07807,144,-0.4495,188,-0.0361
ENSG00000164111,ANXA5,115,2.70663,35,0.34802,28,-0.0066,8,-1.9448,26,-0.1285,6,-2.2178,12,-1.5890
ENSG00000164112,TMEM155,9,-2.2846,11,-2.0433,90,1.32662,64,0.69097,92,1.36152,13,-1.7928,33,-0.5013
ENSG00000123737,EXOSC9,17,-0.4127,12,-0.8908,12,-0.9230,32,0.67129,18,-0.2936,29,0.47764,25,0.30808
ENSG00000138686,BBS7,7,-2.8465,16,-1.6411,47,-0.0167,97,1.21746,85,0.97611,61,0.39292,39,-0.4286
ENSG00000138688,KIAA1109,72,-0.3138,54,-0.7574,75,-0.2464,120,0.51511,70,-0.3637,100,0.22075,99,0.27656
ENSG00000151458,ANKRD50,5,-2.5796,16,-1.0634,20,-0.6692,37,0.25652,45,0.60624,45,0.60142,38,0.42102
ENSG00000164066,INTU,15,0.17612,11,-0.3137,17,0.44590,10,-0.4717,23,0.95529,9,-0.5745,11,-0.3329
ENSG00000164070,HSPA4L,16,-2.3079,33,-1.2487,47,-0.7004,92,0.36910,103,0.55294,95,0.41145,93,0.51924
ENSG00000164073,MFSD8,8,-1.0463,6,-1.4502,18,0.16617,18,0.23618,22,0.55215,14,-0.1896,19,0.37990
ENSG00000138709,LARP1B,18,-0.4823,17,-0.5520,17,-0.4970,24,-0.0006,23,-0.0927,44,1.03402,24,0.03130
ENSG00000164040,PGRMC2,53,-0.3452,38,-0.8862,53,-0.3599,103,0.73612,106,0.78526,58,-0.2133,62,-0.1447
ENSG00000077684,JADE1,21,-0.7090,14,-1.2916,15,-1.2305,55,0.86304,35,0.12990,49,0.65372,35,0.16938
ENSG00000138650,PCDH10,67,-0.7510,50,-1.1837,184,0.90736,74,-0.5823,197,1.03683,82,-0.4216,104,-0.0725
ENSG00000151012,SLC7A11,49,1.81066,43,1.56351,26,0.66776,6,-1.5981,2,-3.1323,4,-2.0726,9,-1.2157
ENSG00000109381,ELF2,33,1.54507,11,-0.3300,18,0.43032,9,-0.6667,10,-0.5420,11,-0.2650,10,-0.5708
ENSG00000109390,NDUFC1,166,-1.0234,279,-0.2149,337,0.08962,247,-0.4092,416,0.44033,347,0.13684,359,0.26653
ENSG00000164134,NAA15,32,0.52658,15,-0.6679,37,0.79123,25,0.14902,23,-0.0067,18,-0.3398,19,-0.4031
ENSG00000145391,SETD7,35,-0.3101,16,-1.4712,38,-0.1800,37,-0.2040,70,0.83084,36,-0.2775,50,0.37060
ENSG00000153130,SCOC,119,-1.4807,220,-0.5413,250,-0.3440,483,0.74437,359,0.24007,442,0.58991,305,-0.0331
ENSG00000109436,TBC1D9,10,-2.9468,32,-1.3099,41,-0.9600,114,0.68667,106,0.55192,73,-0.0483,101,0.68403
ENSG00000170153,RNF150,3,-3.6722,22,-1.0516,64,0.61729,57,0.43524,32,-0.4943,61,0.54209,52,0.36949
ENSG00000109445,ZNF330,16,-0.2140,11,-0.7168,19,0.04405,24,0.44235,8,-1.1528,24,0.41476,21,0.27305
ENSG00000109452,INPP4B,5,-1.4887,12,-0.2209,0,-4.9737,24,0.90722,12,-0.1639,27,1.12720,14,0.11812
ENSG00000109458,GAB1,64,2.85009,13,-0.2223,12,-0.3059,1,-3.3857,3,-2.3924,14,-0.0922,8,-1.0242
ENSG00000153147,SMARCA5,131,1.10071,77,0.20092,64,-0.1126,60,-0.2063,38,-0.9004,77,0.19133,56,-0.4063
ENSG00000164161,HHIP,122,3.81429,12,-0.8798,18,-0.2410,2,-2.9977,1,-3.7398,7,-1.5378,8,-1.6513
ENSG00000164162,ANAPC10,11,-0.4824,8,-1.0148,7,-1.1054,16,0.07538,26,0.89640,19,0.36936,16,0.17341
ENSG00000164163,ABCE1,22,-0.6515,24,-0.5167,45,0.47686,51,0.66719,31,-0.1392,49,0.61654,27,-0.4394
ENSG00000164164,OTUD4,20,0.07042,16,-0.2655,12,-0.6843,18,-0.0723,26,0.49643,22,0.27067,19,-0.0189
ENSG00000151612,ZNF827,17,0.15871,8,-1.0003,36,1.51327,10,-0.5790,12,-0.3210,6,-1.2635,15,0.03080
ENSG00000164167,LSM6,20,-0.2953,18,-0.4450,19,-0.3586,26,0.15713,39,0.82060,15,-0.6531,25,0.15628
ENSG00000164168,TMEM184C,7,-1.3521,8,-1.0938,31,0.93792,19,0.16652,11,-0.7570,36,1.23224,15,-0.3207
ENSG00000151623,NR3C2,4,-2.3120,11,-0.8668,10,-1.0278,8,-1.2623,33,0.95476,26,0.51610,26,0.75313
ENSG00000170390,DCLK2,48,-0.2027,51,-0.1153,47,-0.2425,58,0.10783,67,0.32716,70,0.40576,50,-0.1768
ENSG00000145425,RPS3A,1596,1.32456,859,0.23611,777,0.07265,502,-0.6245,712,-0.0697,439,-0.8314,602,-0.4349
ENSG00000059691,GATB,13,-0.9789,11,-1.1591,20,-0.3314,30,0.34900,31,0.39970,22,-0.2028,31,0.53509
ENSG00000109670,FBXW7,72,-2.0371,141,-1.0357,340,0.35843,405,0.65538,122,-1.2578,438,0.79437,314,0.30916
ENSG00000109654,TRIM2,331,0.16024,159,-0.9965,346,0.23440,330,0.15751,264,-0.2018,369,0.34172,300,-0.0012
ENSG00000145428,RNF175,15,-1.9273,17,-1.6798,42,-0.3753,74,0.56649,107,1.22160,61,0.22885,53,-0.0018
ENSG00000171566,PLRG1,24,-0.1744,22,-0.2865,35,0.48001,45,0.87888,24,-0.1152,28,0.07505,20,-0.5685
ENSG00000164114,MAP9,45,-1.3124,69,-0.6371,68,-0.6677,79,-0.4392,261,1.62518,154,0.65203,87,-0.3778
ENSG00000164116,GUCY1A1,14,-0.3645,11,-0.8176,2,-3.1331,35,1.11441,18,0.00134,29,0.76315,18,-0.0085
ENSG00000260244,AC104083.1,16,-0.2292,10,-1.0019,0,-7.3702,52,1.82602,9,-1.0602,29,0.74304,17,-0.1714
ENSG00000061918,GUCY1B1,14,-3.8599,82,-1.2599,115,-0.7507,289,0.74717,240,0.43013,288,0.74281,212,0.30687
ENSG00000109738,GLRB,9,-4.2385,44,-1.9213,199,0.42649,213,0.53864,148,-0.0573,220,0.59428,184,0.40283
ENSG00000120251,GRIA2,59,-2.4916,111,-1.5445,478,0.77177,460,0.70504,277,-0.1387,424,0.56522,302,0.00405
ENSG00000164125,GASK1B,53,1.45721,24,0.08681,105,2.99327,3,-3.0896,8,-1.6301,0,-4.9510,5,-2.7067
ENSG00000164124,TMEM144,408,4.01808,42,-0.7391,60,-0.1722,9,-2.9617,18,-1.9862,12,-2.5336,19,-2.2769
ENSG00000171509,RXFP1,4,-2.3136,4,-2.4008,78,2.67630,3,-2.6691,13,-0.5608,8,-1.4005,21,0.20491
ENSG00000171503,ETFDH,13,-0.0941,9,-0.5953,15,0.15836,21,0.66791,4,-1.6408,13,-0.0656,16,0.32679
ENSG00000171497,PPID,32,-1.1937,35,-1.0445,64,-0.1146,95,0.52646,63,-0.1350,80,0.25142,83,0.43450
ENSG00000052795,FNIP2,35,-0.1174,20,-1.0106,42,0.17036,61,0.79123,21,-0.9351,52,0.51020,37,-0.0570
ENSG00000109756,RAPGEF2,28,-1.4076,42,-0.7804,76,0.15705,114,0.84411,65,-0.0961,103,0.66731,64,-0.1459
ENSG00000145416,MARCH1,26,1.43905,12,0.17602,35,2.05816,16,0.63196,0,-4.4870,5,-1.0307,1,-3.0946
ENSG00000170088,TMEM192,13,-0.9031,25,0.08669,12,-1.0110,42,0.97989,23,-0.0113,17,-0.5261,26,0.25551
ENSG00000109466,KLHL2,87,0.21425,36,-1.1500,130,0.90119,149,1.13721,51,-0.6399,88,0.23418,49,-0.8883
ENSG00000052802,MSMO1,44,-1.4400,64,-0.8699,74,-0.6480,252,1.40902,65,-0.8529,212,1.08332,99,-0.2588
ENSG00000109472,CPE,560,-1.4054,1193,-0.2345,2790,1.21192,1573,0.21406,1008,-0.5012,1415,0.03999,1295,-0.1361
ENSG00000196104,SPOCK3,233,1.40554,48,-1.2000,67,-0.6983,6,-4.1824,358,2.30455,9,-3.6626,71,-0.7454
ENSG00000129116,PALLD,25,0.88442,25,0.85120,9,-0.6561,12,-0.2868,9,-0.7408,10,-0.6282,14,-0.1029
ENSG00000145439,CBR4,22,-0.0398,12,-0.9949,23,0.03026,20,-0.2080,30,0.48356,31,0.50833,22,-0.0743
ENSG00000154447,SH3RF1,18,-0.6783,18,-0.6488,12,-1.2247,27,-0.0735,20,-0.5408,39,0.53948,39,0.79130
ENSG00000137601,NEK1,26,0.71555,21,0.33654,11,-0.6805,14,-0.2439,19,0.17245,8,-1.0617,17,0.07873
ENSG00000109572,CLCN3,83,-0.5932,52,-1.3229,76,-0.7370,156,0.41954,135,0.18015,123,0.02261,155,0.57077
ENSG00000056050,HPF1,38,-0.4711,25,-1.0987,43,-0.2753,63,0.33928,55,0.10141,55,0.10047,61,0.38829
ENSG00000198948,MFAP3L,57,1.36492,20,-0.3831,25,-0.0434,13,-1.0361,16,-0.6944,34,0.43463,22,-0.3118
ENSG00000164104,HMGB2,27,0.65070,20,0.09682,15,-0.2927,10,-0.9236,30,0.83200,9,-1.0856,18,-0.0480
ENSG00000164105,SAP30,21,0.52871,14,-0.1387,21,0.56327,4,-1.8326,12,-0.4104,11,-0.4969,18,0.34323
ENSG00000164106,SCRG1,193,1.04071,97,-0.1224,175,0.86102,18,-2.6728,129,0.34291,42,-1.4231,96,-0.1758
