Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000006652,IFRD1,22,0.03027,23,0.06402,11,-1.0049,11,-1.0981,7,-1.6711,42,1.05784,20,-0.1607,19,-0.2490,20,-0.1316,33,0.76769
ENSG00000164603,BMT2,8,-0.8265,18,0.36605,14,-0.0345,9,-0.7140,10,-0.5509,16,0.22777,16,0.21539,18,0.37291,5,-1.4042,20,0.67768
ENSG00000164604,GPR85,24,0.43056,22,0.28674,18,-0.0497,6,-1.6205,9,-1.0177,30,0.81789,12,-0.5971,23,0.35278,17,-0.0548,19,0.10520
ENSG00000214194,SMIM30,73,1.13587,30,-0.3264,18,-1.0833,55,0.63805,48,0.40839,42,0.21574,28,-0.4002,30,-0.3335,25,-0.5833,28,-0.4670
ENSG00000198898,CAPZA2,214,0.23381,152,-0.3107,214,0.23171,109,-0.8250,82,-1.2535,123,-0.6380,211,0.20585,241,0.42298,166,-0.1758,263,0.64640
ENSG00000004866,ST7,6,-1.1551,9,-0.6129,16,0.22097,17,0.29009,6,-1.1893,16,0.21269,20,0.56021,26,0.93731,12,-0.2269,13,-0.1328
ENSG00000077063,CTTNBP2,3,-2.4987,7,-1.2965,11,-0.6454,11,-0.5702,18,0.12507,65,2.41420,15,-0.1221,7,-1.1727,25,0.66217,10,-0.8312
ENSG00000128534,LSM8,53,0.92571,35,0.27276,29,-0.0258,28,-0.0978,27,-0.1209,32,0.12653,17,-0.8192,26,-0.1776,24,-0.3431,27,-0.1474
ENSG00000184408,KCND2,6,-2.1350,20,-0.3127,18,-0.4358,10,-1.3477,10,-1.2471,20,-0.2481,37,0.69864,9,-1.4216,97,2.49610,19,-0.4227
ENSG00000196937,FAM3C,116,-0.7127,121,-0.6456,172,-0.1047,82,-1.2374,68,-1.5201,87,-1.1453,222,0.30729,309,0.85042,284,0.71043,279,0.78009
ENSG00000106278,PTPRZ1,71,-0.4613,73,-0.4167,110,0.21469,175,0.99041,215,1.35136,94,-0.0311,94,-0.0259,22,-2.2291,74,-0.4134,63,-0.7005
ENSG00000081803,CADPS2,9,-1.4562,26,0.10173,11,-1.2222,15,-0.7031,5,-2.3269,7,-1.7251,126,3.14409,56,1.39720,5,-2.3802,3,-3.2060
ENSG00000128609,NDUFA5,231,-0.4870,366,0.23770,312,-0.0178,276,-0.2087,166,-0.9959,325,0.04726,449,0.56890,381,0.30155,308,-0.0365,329,0.07099
ENSG00000106299,WASL,96,-0.4486,103,-0.3336,73,-0.8586,88,-0.5781,76,-0.8077,103,-0.3269,221,0.89924,180,0.55336,112,-0.2064,176,0.58781
ENSG00000170775,GPR37,6,-2.7260,12,-1.8262,7,-2.5857,52,0.43213,54,0.51647,263,3.90465,8,-2.2842,11,-1.8954,7,-2.5386,7,-2.6394
ENSG00000179603,GRM8,6,-1.1696,7,-0.9032,8,-0.6858,14,0.11625,5,-1.5568,6,-1.1209,15,0.13502,47,2.17686,13,-0.1044,13,-0.0361
ENSG00000004059,ARF5,46,-0.6543,49,-0.5551,69,-0.0163,33,-1.1546,23,-1.6615,40,-0.8530,41,-0.8096,147,1.24300,97,0.53724,111,0.86680
ENSG00000197157,SND1,35,-0.3537,30,-0.5987,42,-0.0521,26,-0.7882,41,-0.1220,46,0.06779,47,0.11086,63,0.57615,60,0.51116,46,0.09490
ENSG00000128594,LRRC4,28,-0.7382,27,-0.7958,34,-0.4761,16,-1.5794,23,-1.0720,9,-2.4635,60,0.44244,63,0.50155,85,1.01574,79,1.04572
ENSG00000106348,IMPDH1,27,0.33096,11,-1.0501,15,-0.5840,27,0.33625,12,-0.9703,19,-0.2087,31,0.52287,36,0.75484,21,-0.0784,22,0.00995
ENSG00000165055,METTL2B,11,-0.4338,7,-1.1369,8,-0.9146,12,-0.3760,12,-0.4010,19,0.35883,24,0.70260,20,0.40907,26,0.84670,14,-0.0973
ENSG00000128595,CALU,48,-0.0481,33,-0.6454,23,-1.1971,29,-0.8308,35,-0.5219,60,0.30746,56,0.19744,58,0.24118,42,-0.2682,81,0.92154
ENSG00000128596,CCDC136,26,-1.3289,62,0.01927,43,-0.5397,42,-0.6055,25,-1.3415,31,-1.0474,98,0.75595,33,-0.9560,202,2.07760,57,-0.1254
ENSG00000128524,ATP6V1F,264,-0.1477,283,-0.0371,326,0.18481,268,-0.1258,162,-0.9045,227,-0.3873,267,-0.1294,409,0.55306,453,0.72572,267,-0.1481
ENSG00000064419,TNPO3,20,-0.3872,16,-0.7877,9,-1.6279,10,-1.3670,23,-0.1885,27,0.02064,51,1.07683,43,0.80518,38,0.58429,26,-0.0229
ENSG00000158467,AHCYL2,83,1.72605,24,-0.3222,31,0.05184,24,-0.3441,31,0.04521,18,-0.8169,21,-0.5323,13,-1.2427,33,0.14205,26,-0.2378
ENSG00000128578,STRIP2,8,-1.3101,10,-1.1072,15,-0.4791,2,-3.1948,4,-2.2612,0,-7.1169,1,-3.5528,17,-0.2393,18,-0.1741,74,3.06319
ENSG00000240204,SMKR1,23,0.24493,22,0.17389,32,0.81822,8,-1.3260,4,-2.2475,1,-4.1561,6,-1.7077,21,0.12787,27,0.49877,35,1.12342
ENSG00000186591,UBE2H,86,0.52883,36,-0.8395,86,0.52502,83,0.46789,43,-0.5519,37,-0.7889,50,-0.3147,58,-0.0868,65,0.07121,68,0.16622
ENSG00000128607,KLHDC10,11,-2.1634,44,-0.1592,32,-0.6197,43,-0.1656,30,-0.7329,45,-0.1225,78,0.77714,74,0.69739,52,0.10858,61,0.41836
ENSG00000106477,CEP41,11,-1.0468,14,-0.7122,24,0.10833,13,-0.7822,11,-1.0838,23,0.09469,37,0.81627,31,0.51951,16,-0.4969,32,0.67023
ENSG00000106484,MEST,7,-1.9729,21,-0.3106,31,0.32534,8,-1.7074,9,-1.6229,28,0.13022,58,1.36592,29,0.17679,28,0.14682,31,0.37102
ENSG00000286214,AUXG01000058.1,87,-1.1972,183,-0.0502,212,0.18064,109,-0.8495,56,-1.8400,215,0.20843,396,1.23322,187,-0.0126,132,-0.5601,251,0.51462
ENSG00000231721,LINC-PINT,13,-0.7738,18,-0.2295,19,-0.1842,22,0.06125,19,-0.1701,36,0.85884,12,-0.8857,27,0.35312,16,-0.3970,26,0.34784
ENSG00000128585,MKLN1,112,1.31421,26,-1.0430,36,-0.5177,36,-0.5134,45,-0.2050,62,0.31714,74,0.61408,27,-0.9625,46,-0.1616,47,-0.1217
ENSG00000128567,PODXL,149,3.18042,5,-2.6165,9,-1.6885,11,-1.4535,17,-0.7577,27,-0.0382,6,-2.2632,20,-0.5396,4,-2.7986,31,0.16651
ENSG00000221866,PLXNA4,25,-0.3954,29,-0.1594,30,-0.1267,17,-0.9277,10,-1.7257,22,-0.5806,27,-0.2439,46,0.58169,58,0.95150,44,0.59423
ENSG00000106554,CHCHD3,39,0.61331,13,-1.0542,26,-0.0462,17,-0.6590,8,-1.7905,20,-0.4269,26,-0.0179,33,0.35678,35,0.47051,37,0.59340
ENSG00000131558,EXOC4,50,0.03121,46,-0.0987,40,-0.2866,35,-0.4904,23,-1.1313,64,0.44327,70,0.59246,64,0.43687,62,0.37863,40,-0.3212
ENSG00000205060,SLC35B4,9,-2.1718,38,0.01607,19,-1.0576,21,-0.8618,29,-0.3645,39,0.06202,76,1.18024,57,0.68186,53,0.57692,35,-0.1272
ENSG00000085662,AKR1B1,123,0.04872,90,-0.4487,110,-0.1373,86,-0.5155,66,-0.9129,81,-0.6056,102,-0.2557,161,0.47931,217,0.97666,140,0.28531
ENSG00000172331,BPGM,9,-1.3169,15,-0.5542,22,-0.0259,25,0.21223,17,-0.3679,12,-0.9200,31,0.53278,20,-0.1056,38,0.88487,26,0.30146
ENSG00000122786,CALD1,346,4.37680,13,-1.9295,14,-1.8225,14,-1.7507,30,-0.6823,48,0.04474,14,-1.8062,10,-2.2847,8,-2.4909,6,-3.0889
ENSG00000122783,CYREN,7,-0.8155,12,0.00166,11,-0.2091,22,0.88970,25,1.11334,9,-0.4808,5,-1.3194,12,-0.0947,25,1.14178,4,-1.5695
ENSG00000080802,CNOT4,20,-0.2860,23,-0.1227,27,0.16943,27,0.18110,25,0.02141,45,0.99494,20,-0.2840,19,-0.3987,27,0.17892,17,-0.5630
ENSG00000243317,STMP1,118,1.66407,25,-0.8642,38,-0.2565,47,0.10516,58,0.42761,39,-0.1853,32,-0.4888,30,-0.5960,51,0.21705,24,-0.9866
ENSG00000105887,MTPN,148,-1.0315,287,-0.0062,285,-0.0197,156,-0.9498,138,-1.1374,254,-0.1966,540,1.03804,388,0.47956,147,-1.0393,414,0.66798
ENSG00000105894,PTN,1457,3.11119,149,-1.0046,162,-0.8784,286,0.00091,373,0.42982,247,-0.2269,111,-1.4485,42,-2.8826,106,-1.5128,104,-1.6431
ENSG00000157680,DGKI,26,-0.2552,33,0.12262,32,0.07737,15,-1.1098,13,-1.3308,34,0.17936,41,0.48129,25,-0.3049,33,0.13646,42,0.57276
ENSG00000122779,TRIM24,1,-3.9898,27,0.21197,18,-0.3712,18,-0.3616,17,-0.5286,43,0.98527,43,1.01107,27,0.23560,30,0.40728,16,-0.6278
ENSG00000122778,KIAA1549,1,-3.3221,17,0.01900,21,0.30858,10,-0.7746,6,-1.5445,22,0.43145,25,0.60236,30,0.92589,18,0.13632,18,0.07992
ENSG00000164898,FMC1,38,-0.1884,31,-0.5158,44,0.02683,29,-0.5865,53,0.32726,36,-0.2588,27,-0.7133,47,0.12929,60,0.54270,54,0.40405
ENSG00000146963,LUC7L2,46,-0.1476,38,-0.4452,35,-0.5525,40,-0.3502,69,0.51457,58,0.22550,50,0.00542,61,0.32017,67,0.46173,44,-0.2301
ENSG00000236279,CLEC2L,12,-1.6764,29,-0.3797,28,-0.4074,24,-0.6251,8,-2.2737,6,-2.5897,5,-2.7941,48,0.43683,132,2.27023,55,0.74840
ENSG00000064393,HIPK2,101,-0.4775,76,-0.9135,47,-1.6258,198,0.59630,455,2.10462,482,2.22590,40,-1.8525,30,-2.2698,29,-2.3547,25,-2.6592
ENSG00000157800,SLC37A3,1,-2.9552,7,-0.9269,5,-1.5162,5,-1.5952,3,-2.0353,27,1.09153,9,-0.6984,26,1.05893,21,0.63541,24,0.99590
ENSG00000133606,MKRN1,72,0.10133,57,-0.2551,51,-0.4347,47,-0.5564,32,-1.1431,68,0.02042,67,-0.0176,88,0.43162,126,1.02634,67,-0.0188
ENSG00000133597,ADCK2,20,-0.5253,14,-1.0662,23,-0.3605,22,-0.3974,17,-0.7711,27,-0.0747,49,0.86933,35,0.34173,47,0.80493,30,0.06769
ENSG00000090266,NDUFB2,506,0.08936,479,0.00090,542,0.19711,673,0.55130,496,0.05507,380,-0.3616,297,-0.7404,484,0.01778,699,0.61318,355,-0.5120
ENSG00000157764,BRAF,34,0.11557,24,-0.4573,32,-0.0144,24,-0.4183,11,-1.6171,39,0.32629,34,0.12087,56,0.90924,26,-0.3083,35,0.17687
ENSG00000090263,MRPS33,65,-0.2174,68,-0.1406,68,-0.1524,91,0.31719,68,-0.1451,65,-0.2236,69,-0.1207,94,0.36720,87,0.23698,73,-0.0315
ENSG00000261115,TMEM178B,51,-0.2117,31,-0.9604,48,-0.2864,43,-0.4588,20,-1.6011,15,-2.0198,72,0.33622,57,-0.0222,108,1.02294,96,0.95745
ENSG00000006530,AGK,16,-0.8830,22,-0.4598,25,-0.2197,12,-1.3450,6,-2.2631,30,0.05470,43,0.62179,55,1.02644,38,0.43079,37,0.41011
ENSG00000257093,DENND11,4,-3.0145,25,-0.4326,37,0.15648,20,-0.8031,38,0.18923,93,1.75002,28,-0.2568,30,-0.1422,20,-0.7529,36,0.11463
ENSG00000106028,SSBP1,112,0.20705,96,-0.0445,113,0.21511,90,-0.1330,81,-0.2952,122,0.33885,60,-0.7645,131,0.46688,138,0.54195,69,-0.5878
ENSG00000270672,MTRNR2L6,16,-1.5311,70,0.71205,44,-0.0223,101,1.35398,79,0.92312,67,0.65617,27,-0.7791,12,-1.9577,24,-0.9352,26,-0.8881
ENSG00000106123,EPHB6,47,-0.6033,62,-0.1762,47,-0.6017,50,-0.5297,29,-1.3555,100,0.58123,155,1.33825,114,0.79945,122,0.91574,20,-1.9661
ENSG00000197448,GSTK1,59,1.31923,19,-0.5362,22,-0.2733,32,0.28905,23,-0.2577,23,-0.2285,13,-1.1253,21,-0.4029,40,0.64143,21,-0.3831
ENSG00000159784,FAM131B,11,-2.4100,55,0.01949,59,0.13513,34,-0.7091,19,-1.5494,72,0.44840,56,0.03204,72,0.44249,64,0.25899,78,0.66485
ENSG00000159840,ZYX,60,1.05559,18,-0.8852,22,-0.5441,18,-0.8130,19,-0.7407,28,-0.1773,49,0.70302,23,-0.4760,67,1.25284,21,-0.6870
ENSG00000198420,TCAF1,69,-1.0758,87,-0.7273,83,-0.8103,80,-0.8571,28,-2.3894,137,-0.0341,330,1.44436,172,0.33227,165,0.26118,193,0.59279
ENSG00000174469,CNTNAP2,72,-0.7477,82,-0.5479,106,-0.1566,64,-0.9222,62,-0.9707,56,-1.1155,111,-0.0705,67,-0.8461,340,1.84750,161,0.58787
ENSG00000055130,CUL1,23,-1.2681,51,-0.0676,24,-1.2431,30,-0.8721,22,-1.3466,43,-0.3365,76,0.55787,95,0.92291,103,1.07115,62,0.24237
ENSG00000155660,PDIA4,63,1.45745,14,-0.9730,22,-0.2494,21,-0.3165,21,-0.3284,50,1.03362,32,0.30740,18,-0.5484,21,-0.3407,13,-1.1133
ENSG00000196453,ZNF777,3,-2.0239,9,-0.5013,16,0.43078,16,0.47814,12,-0.0413,11,-0.1912,10,-0.3563,15,0.37650,9,-0.5030,17,0.55872
ENSG00000181220,ZNF746,33,0.93039,15,-0.3113,24,0.42524,8,-1.1828,13,-0.5648,12,-0.7200,30,0.76686,11,-0.7241,14,-0.4290,22,0.28080
ENSG00000171130,ATP6V0E2,271,-0.5209,432,0.21192,338,-0.1772,340,-0.1710,231,-0.7692,362,-0.0692,420,0.16582,528,0.53652,506,0.46849,368,-0.0502
ENSG00000106538,RARRES2,148,2.28518,22,-0.9310,22,-0.9491,36,-0.1839,97,1.46570,61,0.66734,12,-1.7916,6,-2.7819,27,-0.6453,8,-2.5587
ENSG00000214022,REPIN1,29,-0.0122,13,-1.1862,25,-0.2372,45,0.70182,26,-0.2038,65,1.33299,27,-0.0976,14,-1.0558,45,0.68970,16,-1.0286
ENSG00000106565,TMEM176B,32,1.37568,9,-0.6519,9,-0.6451,23,0.80124,38,1.67893,22,0.71789,1,-3.6237,3,-2.1835,5,-1.3690,6,-1.4545
ENSG00000055118,KCNH2,20,-0.5841,22,-0.4790,31,0.08233,27,-0.1387,15,-1.0696,11,-1.5231,30,0.01737,31,0.03326,77,1.59598,32,0.12950
ENSG00000197150,ABCB8,24,-0.5456,22,-0.6585,45,0.45981,34,0.02230,38,0.18774,30,-0.1756,33,-0.0160,39,0.23441,42,0.33707,32,-0.0951
ENSG00000164885,CDK5,59,-1.0175,97,-0.2660,137,0.28351,76,-0.6457,50,-1.2846,31,-1.9965,86,-0.4484,180,0.73061,176,0.69424,186,0.90487
ENSG00000164896,FASTK,37,-0.4020,46,-0.0685,51,0.10457,55,0.21977,42,-0.1965,60,0.35012,53,0.14910,42,-0.2017,47,-0.0367,47,-0.0250
ENSG00000164897,TMUB1,16,-0.9465,40,0.47792,26,-0.1705,25,-0.2775,24,-0.3040,31,0.07804,53,0.96415,25,-0.2440,33,0.19416,25,-0.2610
ENSG00000133612,AGAP3,127,-0.9941,339,0.54301,355,0.61958,209,-0.2313,165,-0.6030,214,-0.1926,286,0.26502,256,0.08430,218,-0.1685,248,0.04290
ENSG00000033050,ABCF2,26,-0.8711,37,-0.3277,30,-0.6399,20,-1.2507,18,-1.3911,40,-0.2384,61,0.43327,46,0.00935,101,1.29214,64,0.59829
ENSG00000033100,CHPF2,4,-2.4507,9,-1.1952,14,-0.5028,9,-1.2449,5,-1.9936,25,0.34236,11,-0.8434,36,0.96238,33,0.81700,37,1.15557
ENSG00000082014,SMARCD3,74,-0.7513,135,0.19064,150,0.35673,157,0.43287,117,-0.0331,192,0.77186,162,0.49091,92,-0.4034,123,0.03685,57,-1.2105
ENSG00000013374,NUB1,59,0.83759,17,-1.1398,26,-0.4517,19,-0.9311,27,-0.4081,48,0.47481,54,0.67667,33,-0.0944,54,0.66469,26,-0.5144
ENSG00000187260,WDR86,13,-0.0255,18,0.43994,25,1.03668,19,0.58711,9,-0.6652,6,-1.2687,4,-1.6065,23,0.89968,12,-0.1691,9,-0.6991
ENSG00000106615,RHEB,168,-0.4879,156,-0.5998,175,-0.4275,150,-0.6641,129,-0.8937,187,-0.3268,303,0.44460,377,0.80831,311,0.48587,287,0.39729
ENSG00000106617,PRKAG2,56,-0.0751,32,-0.9379,50,-0.2332,29,-1.0605,24,-1.3305,74,0.38260,98,0.83824,105,0.95145,55,-0.0955,60,0.04660
ENSG00000239911,PRKAG2-AS1,19,-1.5979,51,-0.0901,53,-0.0393,32,-0.7920,25,-1.1753,52,-0.0804,67,0.32725,67,0.33752,53,-0.0543,90,0.93764
ENSG00000178234,GALNT11,48,-0.3870,51,-0.3159,32,-0.9983,39,-0.7048,14,-2.2107,35,-0.8979,92,0.62431,101,0.78473,125,1.15029,74,0.30060
ENSG00000055609,KMT2C,27,-0.3486,31,-0.1075,14,-1.3019,27,-0.3134,63,1.04945,64,1.07567,24,-0.5148,36,0.13078,25,-0.4357,27,-0.3292
ENSG00000261455,LINC01003,22,0.60808,17,0.21694,15,-0.0109,29,1.07133,14,-0.1549,7,-1.0741,11,-0.5364,11,-0.4121,18,0.29739,10,-0.5971
ENSG00000133627,ACTR3B,66,-0.7552,75,-0.5551,93,-0.2252,35,-1.7076,32,-1.8196,50,-1.1658,97,-0.1645,133,0.33401,62,-0.8431,271,1.90936
ENSG00000130226,DPP6,96,-1.1916,111,-0.9767,147,-0.5470,96,-1.1986,90,-1.2950,87,-1.3344,239,0.21612,367,0.92389,419,1.15287,324,0.81552
ENSG00000157219,HTR5A,7,-1.6670,27,0.37334,12,-0.8094,6,-1.8268,11,-0.9649,6,-1.7373,18,-0.2428,27,0.41599,49,1.39333,34,0.89122
ENSG00000186480,INSIG1,60,0.03857,31,-1.0006,34,-0.8600,34,-0.8460,32,-0.9425,101,0.87677,154,1.63327,81,0.50777,48,-0.3171,37,-0.7856
ENSG00000184863,RBM33,18,-0.2913,15,-0.5982,9,-1.2895,17,-0.4120,18,-0.2911,32,0.59069,22,-0.0468,21,-0.0731,32,0.55951,30,0.53326
ENSG00000105983,LMBR1,32,-0.5006,23,-0.9763,28,-0.6837,22,-1.0460,17,-1.4546,25,-0.8802,40,-0.1383,65,0.62363,93,1.25038,69,0.84375
ENSG00000009335,UBE3C,39,-0.1850,28,-0.6695,43,-0.0392,29,-0.6300,22,-1.0574,44,-0.0098,53,0.30827,60,0.48973,40,-0.1605,63,0.65340
ENSG00000105993,DNAJB6,110,-1.1374,211,-0.1454,158,-0.5929,166,-0.5201,106,-1.2027,392,0.85982,365,0.73953,333,0.58833,221,-0.0768,243,0.08388
ENSG00000155093,PTPRN2,122,-0.7703,212,0.08660,169,-0.2667,127,-0.7087,107,-0.9739,112,-0.8944,277,0.52205,249,0.34639,362,0.97106,234,0.27983
ENSG00000117868,ESYT2,55,0.23175,23,-1.0775,34,-0.5437,35,-0.4792,22,-1.1773,42,-0.1922,58,0.30828,58,0.31305,66,0.52246,66,0.58061
ENSG00000126870,WDR60,32,0.35320,28,0.11643,22,-0.2474,36,0.52789,29,0.20532,46,0.93179,20,-0.3957,25,-0.0403,20,-0.4158,13,-1.1219
ENSG00000147364,FBXO25,29,0.08197,24,-0.2167,36,0.43208,21,-0.3656,28,0.04235,37,0.49877,18,-0.6197,37,0.47669,24,-0.2118,23,-0.2851
ENSG00000104714,ERICH1,15,-0.1545,17,0.00761,9,-0.9973,8,-1.1156,7,-1.2933,7,-1.2330,29,0.86334,18,0.11307,27,0.73866,24,0.65995
ENSG00000198010,DLGAP2,15,-0.8805,25,-0.1469,29,0.10879,11,-1.3370,10,-1.4534,15,-0.8894,56,1.18722,26,-0.0743,29,0.06602,42,0.78443
ENSG00000182372,CLN8,5,-1.7966,8,-1.2441,15,-0.2989,20,0.13798,21,0.21299,47,1.58359,10,-0.8974,21,0.21243,16,-0.2230,19,0.06902
ENSG00000253982,AC100810.1,45,0.03447,40,-0.1492,46,0.07173,77,0.89544,59,0.45570,47,0.07729,31,-0.5423,28,-0.7300,32,-0.5020,41,-0.1244
ENSG00000104728,ARHGEF10,13,0.12401,12,-0.0494,5,-1.1983,18,0.62714,22,0.94761,33,1.66555,7,-0.9033,6,-1.1034,2,-2.4885,8,-0.6663
ENSG00000176595,KBTBD11,63,-0.7256,102,0.01072,97,-0.0553,99,-0.0340,70,-0.5684,91,-0.1590,89,-0.2023,118,0.24778,94,-0.1111,144,0.64942
ENSG00000036448,MYOM2,11,-0.2913,17,0.41760,16,0.28948,9,-0.4891,9,-0.5302,9,-0.5258,9,-0.5474,21,0.80459,8,-0.6762,16,0.42568
ENSG00000183117,CSMD1,0,-4.7664,12,-0.4988,9,-0.9299,8,-0.9885,3,-2.3184,18,0.17101,25,0.70656,21,0.36457,17,0.04995,33,1.36096
ENSG00000155189,AGPAT5,42,-0.4085,43,-0.3868,51,-0.1246,30,-0.8985,39,-0.5143,60,0.14909,95,0.90255,64,0.25684,69,0.35503,55,-0.0070
ENSG00000275342,PRAG1,11,-1.1784,15,-0.6839,21,-0.2285,7,-1.8944,4,-2.4695,0,-9.2976,7,-1.7955,22,-0.1515,21,-0.2363,79,2.68030
ENSG00000147324,MFHAS1,16,0.05663,7,-1.1938,7,-1.1475,17,0.18782,18,0.24470,22,0.59715,23,0.62503,18,0.22765,13,-0.3039,14,-0.1406
ENSG00000173273,TNKS,24,-0.6767,23,-0.7526,22,-0.8489,28,-0.4711,42,0.16488,40,0.07766,45,0.26951,46,0.31708,71,1.02902,38,-0.0067
ENSG00000253230,LINC00599,12,-1.1623,18,-0.5906,10,-1.4172,24,-0.1194,15,-0.8189,21,-0.3410,47,0.93063,32,0.28839,47,0.93120,32,0.33285
ENSG00000175806,MSRA,22,-1.0141,55,0.43756,58,0.52452,34,-0.3377,17,-1.4053,47,0.16116,43,0.03992,70,0.82768,35,-0.2879,41,-0.0387
ENSG00000104643,MTMR9,34,-0.5853,25,-1.0529,44,-0.1966,31,-0.7314,23,-1.1919,69,0.54013,97,1.10430,69,0.52980,77,0.71453,38,-0.4309
ENSG00000154319,FAM167A,36,1.24794,15,-0.2256,18,0.09886,26,0.66166,42,1.50314,33,1.10035,5,-1.8425,2,-3.0821,5,-1.6767,2,-2.8730
ENSG00000154328,NEIL2,34,-0.3887,35,-0.3587,61,0.50698,34,-0.4020,48,0.11444,34,-0.3924,54,0.31993,42,-0.0917,45,0.02199,50,0.21017
ENSG00000079459,FDFT1,118,-0.2192,118,-0.2221,77,-0.8683,95,-0.5522,81,-0.8038,161,0.27292,181,0.46542,253,1.02472,86,-0.7026,161,0.30933
ENSG00000164733,CTSB,469,0.47083,244,-0.5639,361,0.04469,173,-1.0841,235,-0.6245,280,-0.3512,376,0.11127,472,0.48044,401,0.21472,422,0.33443
ENSG00000283674,AC068587.4,9,-0.6429,12,-0.2798,11,-0.3591,13,-0.1363,9,-0.6917,15,0.11120,16,0.15336,13,-0.1119,23,0.75156,18,0.37178
ENSG00000154359,LONRF1,27,-0.2176,16,-1.0288,20,-0.6786,28,-0.1631,18,-0.7960,24,-0.3623,75,1.50087,36,0.24847,17,-0.9006,39,0.41908
ENSG00000164741,DLC1,50,1.34865,16,-0.5046,7,-1.6534,19,-0.2036,21,-0.0783,50,1.35728,31,0.52579,7,-1.7177,26,0.29666,8,-1.6705
ENSG00000104723,TUSC3,72,-0.4142,66,-0.5424,65,-0.5636,35,-1.4866,38,-1.3674,113,0.30790,165,0.92977,169,0.97758,144,0.69659,80,-0.2586
ENSG00000155970,MICU3,51,-0.5716,54,-0.4975,54,-0.5030,51,-0.5703,29,-1.4535,69,-0.1062,111,0.65198,109,0.62210,130,0.91140,79,0.11601
ENSG00000104219,ZDHHC2,55,1.56959,11,-0.9547,25,0.25521,35,0.77047,26,0.32759,33,0.68277,7,-1.7016,7,-1.5897,18,-0.2624,9,-1.3350
ENSG00000198791,CNOT7,70,-0.1417,67,-0.2179,79,0.05099,26,-1.6588,69,-0.1796,82,0.09847,98,0.38262,88,0.20567,77,0.00868,95,0.38711
ENSG00000155975,VPS37A,11,-0.5705,13,-0.4292,11,-0.6380,18,0.09352,16,-0.1022,22,0.40167,5,-1.8158,24,0.54720,28,0.85338,18,0.17841
ENSG00000003987,MTMR7,4,-2.9911,35,-0.0319,28,-0.3335,15,-1.2488,11,-1.7496,38,0.10698,44,0.33420,58,0.80241,45,0.39882,55,0.81832
ENSG00000129422,MTUS1,85,1.39287,4,-3.0346,12,-1.6855,38,0.06111,62,0.85888,126,2.15652,14,-1.4873,11,-1.7341,30,-0.3329,11,-1.8976
ENSG00000078674,PCM1,109,0.56686,47,-0.7505,62,-0.3368,52,-0.6147,98,0.39063,104,0.49502,67,-0.2173,81,0.09238,97,0.37445,63,-0.3271
ENSG00000104763,ASAH1,182,0.74989,35,-1.7940,67,-0.8200,71,-0.7446,88,-0.4172,94,-0.3054,122,0.09755,211,1.00045,158,0.51195,117,0.03439
ENSG00000156011,PSD3,165,-0.6740,291,0.21010,176,-0.5776,152,-0.8032,104,-1.3804,242,-0.0828,213,-0.2855,426,0.83944,144,-0.8847,447,1.06990
ENSG00000147408,CSGALNACT1,14,-0.8777,24,-0.0771,36,0.55954,21,-0.2862,27,0.10488,57,1.31015,36,0.52290,31,0.29413,9,-1.4714,13,-1.1312
ENSG00000104613,INTS10,42,0.10238,27,-0.5366,38,-0.0497,11,-1.8232,31,-0.3343,41,0.07340,31,-0.3771,67,0.89311,53,0.49012,44,0.19694
ENSG00000147416,ATP6V1B2,124,-1.4178,343,0.14194,225,-0.5183,85,-1.9709,72,-2.2131,266,-0.2588,550,0.92171,632,1.16204,446,0.56847,354,0.21378
ENSG00000061337,LZTS1,6,-2.8672,54,0.45229,35,-0.2316,38,-0.1017,18,-1.2100,20,-1.0576,36,-0.2022,67,0.81969,20,-1.1005,77,1.21670
ENSG00000168546,GFRA2,15,-0.4533,11,-0.9794,8,-1.3911,6,-1.8452,2,-3.0366,11,-0.8713,100,2.97756,41,1.13483,13,-0.6347,8,-1.4582
ENSG00000130227,XPO7,42,0.06571,36,-0.1966,41,0.01573,22,-0.9382,18,-1.1986,38,-0.1149,52,0.37548,55,0.48346,40,-0.0347,52,0.43376
ENSG00000158806,NPM2,11,-2.0430,66,0.61680,53,0.26763,54,0.29603,35,-0.3727,19,-1.2865,40,-0.1744,51,0.20627,65,0.59094,50,0.16759
ENSG00000158856,DMTN,104,-1.5946,434,0.62304,314,0.09608,235,-0.3600,169,-0.8662,326,0.15964,280,-0.0844,398,0.48024,282,-0.0744,354,0.32564
ENSG00000158863,FAM160B2,18,-0.2072,15,-0.4446,26,0.35151,10,-1.0487,18,-0.1820,18,-0.2110,16,-0.4201,21,0.00619,44,1.27565,20,-0.0538
ENSG00000168481,LGI3,39,-0.8281,61,-0.1305,28,-1.3204,26,-1.4114,42,-0.7217,85,0.38721,50,-0.4577,81,0.31417,208,1.97476,57,-0.2789
