Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000094880,CDC23,0,-5.4995,6,-1.5043,16,-0.0171,28,0.92274,13,-0.3465,9,-0.9017,14,-0.1626,17,0.13427,15,-0.0872,29,1.07972
ENSG00000120709,FAM53C,0,-7.5032,24,-1.4815,52,-0.3595,112,0.87894,81,0.34194,37,-0.8530,73,0.18542,110,0.84680,53,-0.3143,92,0.62950
ENSG00000120733,KDM3B,55,0.42453,47,0.18553,30,-0.5500,35,-0.2722,46,0.15430,52,0.32783,62,0.62733,22,-0.9649,55,0.41507,34,-0.3292
ENSG00000132563,REEP2,1,-6.9369,34,-1.8928,115,-0.0666,144,0.29498,134,0.17907,100,-0.2815,163,0.49913,164,0.50519,146,0.31403,159,0.51338
ENSG00000120738,EGR1,974,3.52767,32,-2.3918,63,-1.4854,125,-0.3612,171,0.12228,35,-2.2413,38,-2.1283,82,-1.0040,25,-2.7370,145,-0.1546
ENSG00000120705,ETF1,84,0.82817,27,-0.9590,39,-0.4046,32,-0.6986,22,-1.2646,45,-0.1651,42,-0.2818,62,0.34812,104,1.20234,52,0.07801
ENSG00000113013,HSPA9,47,-1.7239,167,0.19572,124,-0.2984,120,-0.3199,124,-0.2701,181,0.32232,158,0.10334,216,0.60850,175,0.27275,168,0.22371
ENSG00000044115,CTNNA1,210,1.29225,310,2.01481,57,-0.8683,29,-1.7856,94,-0.0385,133,0.51592,71,-0.4711,69,-0.5078,26,-1.9539,48,-1.1272
ENSG00000146006,LRRTM2,0,-6.7463,16,-1.3414,29,-0.4454,43,0.19780,142,2.28515,18,-1.1750,40,0.06368,61,0.73592,21,-0.8904,30,-0.4044
ENSG00000120725,SIL1,68,1.89009,22,-0.0490,16,-0.5734,14,-0.7147,17,-0.4409,26,0.24747,4,-2.6041,7,-1.6195,25,0.16232,27,0.32413
ENSG00000120727,PAIP2,118,-0.4473,175,0.16864,108,-0.6226,122,-0.3842,79,-1.0485,238,0.66893,286,0.97638,215,0.50183,132,-0.2695,151,-0.0658
ENSG00000170464,DNAJC18,17,-1.3588,42,-0.0191,35,-0.3213,53,0.36126,66,0.70006,45,0.10183,55,0.42234,58,0.49760,14,-1.6012,44,0.05357
ENSG00000131508,UBE2D2,101,0.11131,113,0.29416,71,-0.4687,65,-0.5541,87,-0.1145,111,0.27344,68,-0.5047,54,-0.8330,169,0.96028,107,0.23176
ENSG00000171604,CXXC5,85,-0.9977,169,0.05628,124,-0.4654,278,0.86003,196,0.29317,149,-0.1445,88,-0.9388,132,-0.3291,236,0.59172,189,0.25294
ENSG00000146005,PSD2,0,-7.3542,47,-0.3273,69,0.28932,21,-1.5420,49,-0.2907,165,1.74156,101,0.87284,78,0.46353,28,-1.1157,38,-0.7162
ENSG00000185129,PURA,0,-6.8748,72,0.87073,52,0.38132,49,0.23256,58,0.51928,33,-0.3733,35,-0.2588,47,0.16799,42,0.01039,31,-0.4790
ENSG00000182700,IGIP,3,-4.5016,99,0.47134,71,-0.0601,60,-0.3104,69,-0.0969,75,0.03011,84,0.21409,99,0.46209,77,0.07763,87,0.29753
ENSG00000120306,CYSTM1,207,1.31672,44,-1.1529,65,-0.5997,56,-0.7841,65,-0.5544,183,1.10115,79,-0.2460,101,0.12431,92,-0.0186,80,-0.2477
ENSG00000113068,PFDN1,121,0.39110,48,-1.0418,75,-0.3881,52,-0.9274,100,0.07622,96,0.02291,90,-0.0842,115,0.31114,139,0.60610,113,0.31381
ENSG00000131503,ANKHD1,16,-1.3221,78,1.10180,43,0.13513,48,0.29012,42,0.09418,47,0.26493,29,-0.4676,61,0.68561,3,-3.5912,33,-0.3227
ENSG00000213523,SRA1,55,0.61088,26,-0.5587,26,-0.6053,25,-0.6094,21,-0.8500,43,0.23176,37,-0.0045,51,0.47387,48,0.37899,46,0.34124
ENSG00000113108,APBB3,0,-6.5569,29,-0.2080,28,-0.2847,29,-0.2401,51,0.66164,20,-0.7513,31,-0.1389,44,0.43131,35,0.04838,54,0.85182
ENSG00000176087,SLC35A4,28,0.67445,40,1.28813,15,-0.3386,12,-0.6477,9,-1.0048,16,-0.2001,6,-1.6593,12,-0.6817,18,0.00598,24,0.48152
ENSG00000131495,NDUFA2,172,0.00184,170,-0.0103,124,-0.5396,75,-1.2549,103,-0.7836,246,0.57572,307,0.94279,157,-0.1391,246,0.57560,167,-0.0454
ENSG00000113141,IK,186,1.72535,53,-0.3473,46,-0.6038,43,-0.6735,59,-0.1923,66,-0.0218,53,-0.3498,44,-0.6511,67,0.01507,68,0.04092
ENSG00000170445,HARS,38,-0.6143,23,-1.3409,45,-0.3814,68,0.30166,67,0.28182,34,-0.7875,52,-0.1151,72,0.39062,68,0.30347,82,0.66756
ENSG00000146007,ZMAT2,66,-0.8187,67,-0.7933,95,-0.2888,109,-0.0563,123,0.13813,107,-0.0732,103,-0.1459,78,-0.5656,199,0.92001,155,0.57073
ENSG00000178913,TAF7,43,-0.8428,82,0.15787,41,-0.9848,36,-1.0926,65,-0.2043,106,0.56011,74,-0.0078,71,-0.0689,118,0.74687,108,0.66411
ENSG00000131504,DIAPH1,68,1.06500,2,-4.1327,22,-0.7259,21,-0.7432,55,0.73226,26,-0.4434,71,1.15631,38,0.10909,50,0.58107,22,-0.7805
ENSG00000171720,HDAC3,0,-6.3824,5,-2.5592,24,-0.3468,64,1.24784,28,-0.1147,27,-0.1413,30,-0.0025,33,0.15794,32,0.14121,45,0.73894
ENSG00000164620,RELL2,0,-6.6741,6,-2.6035,39,0.09822,69,1.02393,23,-0.7121,28,-0.3891,34,-0.0935,78,1.25357,2,-3.9250,60,0.90107
ENSG00000081791,DELE1,38,0.74240,30,0.36259,15,-0.7400,28,0.26543,14,-0.8333,31,0.39919,22,-0.1638,26,0.13201,10,-1.2567,29,0.32181
ENSG00000013561,RNF14,0,-6.7575,35,-0.1410,34,-0.2258,41,0.10332,69,0.93713,33,-0.2292,24,-0.7081,46,0.26759,36,-0.1135,56,0.65011
ENSG00000113552,GNPDA1,0,-6.6730,26,-0.4895,21,-0.8686,53,0.60390,23,-0.6998,27,-0.4778,27,-0.4807,29,-0.3372,80,1.29190,64,1.05496
ENSG00000131507,NDFIP1,89,-2.8622,164,-1.9626,401,-0.6771,579,-0.0578,666,0.16235,477,-0.3593,715,0.27674,754,0.36203,756,0.36540,1104,1.14181
ENSG00000187678,SPRY4,70,1.45496,7,-2.0187,13,-1.3223,13,-1.1777,41,0.56705,28,-0.0389,38,0.43847,119,2.50469,0,-8.1933,2,-3.6632
ENSG00000113578,FGF1,0,-7.5827,504,4.04543,70,0.01993,19,-1.9329,22,-1.7209,62,-0.1796,20,-1.8844,25,-1.5326,9,-3.0205,17,-2.2336
ENSG00000145819,ARHGAP26,48,-0.8556,1,-5.8677,61,-0.5173,80,-0.0627,95,0.19964,85,0.02235,66,-0.3706,120,0.57661,119,0.57373,133,0.84733
ENSG00000113580,NR3C1,131,1.48103,46,-0.2496,30,-0.9263,83,0.70211,61,0.21349,51,-0.0910,56,0.05611,42,-0.3941,23,-1.2587,45,-0.2867
ENSG00000145817,YIPF5,41,-0.1980,21,-1.2039,31,-0.6489,63,0.49145,55,0.26841,27,-0.8155,99,1.24606,37,-0.3644,53,0.19792,49,0.10070
ENSG00000183775,KCTD16,0,-8.0310,3,-4.7262,71,-0.4639,53,-0.8762,37,-1.4139,110,0.25416,165,0.91056,142,0.66274,261,1.72195,107,0.22180
ENSG00000133706,LARS,86,0.47597,49,-0.4080,53,-0.3265,87,0.48259,49,-0.4048,54,-0.2587,37,-0.8441,90,0.53688,65,0.01699,73,0.22573
ENSG00000091009,RBM27,5,-2.6298,21,-0.5306,32,0.14661,25,-0.2141,43,0.62481,30,0.01234,41,0.52634,30,0.06185,41,0.53938,26,-0.2228
ENSG00000113649,TCERG1,0,-6.8554,31,-0.4540,49,0.27986,55,0.45707,26,-0.7023,36,-0.2038,48,0.23084,37,-0.1547,44,0.08583,61,0.69585
ENSG00000156475,PPP2R2B,30,-2.2424,75,-0.9054,130,-0.0832,147,0.12027,133,-0.0408,127,-0.1031,116,-0.2539,159,0.24861,147,0.12090,220,0.87691
ENSG00000113657,DPYSL3,127,0.89639,53,-0.4938,65,-0.2024,63,-0.2275,65,-0.1783,120,0.79521,80,0.14691,50,-0.5984,15,-2.3721,87,0.30862
ENSG00000176049,JAKMIP2,0,-6.3164,35,0.34644,29,0.03430,29,0.05415,22,-0.3881,34,0.28142,21,-0.4737,46,0.78407,17,-0.7587,39,0.55231
ENSG00000173210,ABLIM3,0,-5.8131,27,0.47147,20,-0.0079,31,0.71904,64,1.98643,6,-1.7745,6,-1.7691,49,1.46890,0,-7.6627,8,-1.3622
ENSG00000164284,GRPEL2,0,-5.2653,5,-1.3724,16,0.31128,22,0.78217,9,-0.5582,18,0.45156,7,-1.0118,23,0.85164,0,-3.9570,22,0.89495
ENSG00000145882,PCYOX1L,0,-6.0082,2,-3.2922,17,-0.4831,47,1.18008,10,-1.2613,19,-0.2399,22,-0.0448,27,0.25706,31,0.48431,40,1.05526
ENSG00000113712,CSNK1A1,114,-0.3952,137,-0.1068,101,-0.6286,175,0.27513,135,-0.1252,140,-0.0748,157,0.10240,221,0.65350,103,-0.5483,189,0.45278
ENSG00000183111,ARHGEF37,16,-0.0723,66,2.39588,12,-0.4679,3,-2.3851,21,0.39350,17,0.05602,16,-0.0350,20,0.28499,0,-7.4073,8,-1.2293
ENSG00000113716,HMGXB3,74,1.57907,12,-1.2788,13,-1.2898,29,0.02110,19,-0.6557,20,-0.5747,32,0.16391,30,0.05309,40,0.53807,31,0.16249
ENSG00000182578,CSF1R,207,3.17630,52,0.49841,31,-0.3403,29,-0.3879,28,-0.4564,15,-1.3615,25,-0.6359,22,-0.8010,0,-8.5776,7,-2.5821
ENSG00000113721,PDGFRB,373,4.40425,14,-1.8430,14,-1.8886,5,-3.1399,34,-0.5057,57,0.31319,11,-2.1204,13,-1.8648,0,-8.2633,13,-1.9587
ENSG00000011083,SLC6A7,50,0.75326,2,-3.5743,18,-0.8813,74,1.42764,37,0.27384,2,-4.0577,9,-1.8357,49,0.70459,1,-5.0029,57,1.12664
ENSG00000070808,CAMK2A,0,-9.5962,17,-4.1395,324,0.19371,468,0.77120,300,0.05029,320,0.15536,197,-0.5976,224,-0.4029,400,0.51019,455,0.81793
ENSG00000070814,TCOF1,32,0.04305,38,0.32176,33,0.13676,54,0.90644,26,-0.2686,7,-2.0784,32,0.08296,71,1.36697,0,-5.2516,21,-0.6208
ENSG00000019582,CD74,3791,5.25153,276,-0.5983,124,-1.8936,69,-2.6639,146,-1.5581,101,-2.1017,84,-2.3643,92,-2.2371,14,-4.9611,30,-4.0017
ENSG00000164587,RPS14,3023,2.25721,1618,1.08994,677,-0.3485,348,-1.3315,509,-0.7584,665,-0.3470,770,-0.1197,423,-1.0358,590,-0.5316,338,-1.4600
ENSG00000070614,NDST1,29,-0.3147,79,1.31122,32,-0.1632,51,0.59002,41,0.22647,27,-0.4291,29,-0.3058,35,-0.0330,18,-0.9855,26,-0.5183
ENSG00000171992,SYNPO,216,-0.0492,21,-3.4855,191,-0.2628,239,0.11407,379,0.86026,168,-0.4399,117,-0.9893,159,-0.5211,477,1.25640,257,0.25319
ENSG00000086589,RBM22,94,0.81176,55,-0.0362,36,-0.7203,90,0.74768,72,0.38792,56,-0.0250,26,-1.1772,47,-0.2863,28,-1.0815,69,0.34643
ENSG00000132912,DCTN4,65,0.44293,69,0.53063,32,-0.7082,43,-0.2162,49,0.00503,59,0.28080,56,0.19033,54,0.15790,40,-0.3378,46,-0.1130
ENSG00000211445,GPX3,250,2.23741,1,-5.3971,59,-0.2776,101,0.60185,10,-2.8163,29,-1.3243,45,-0.6463,121,0.90675,3,-4.5381,76,0.16098
ENSG00000145901,TNIP1,0,-6.1074,37,0.65122,24,-0.0303,18,-0.4225,25,0.04401,21,-0.2164,37,0.64091,38,0.69516,14,-0.8145,27,0.19791
ENSG00000197043,ANXA6,182,-0.1779,37,-2.5374,136,-0.6723,276,0.48078,268,0.43541,137,-0.6204,102,-1.0587,270,0.44691,109,-0.9652,397,1.26247
ENSG00000196743,GM2A,56,2.01159,41,1.43263,12,-0.5251,2,-2.7185,13,-0.3577,35,1.14827,0,-6.1058,13,-0.4153,0,-7.4396,10,-0.8566
ENSG00000123643,SLC36A1,0,-5.1651,2,-2.4428,17,0.49746,45,2.20385,6,-1.1740,10,-0.3182,4,-1.6802,7,-0.8933,0,-7.0156,22,0.98806
ENSG00000113140,SPARC,1483,2.64375,608,0.94046,209,-0.8120,79,-2.1924,102,-1.8181,339,-0.0067,257,-0.4363,183,-0.9581,252,-0.4687,184,-1.0164
ENSG00000177556,ATOX1,133,0.52147,227,1.43536,76,-0.3911,60,-0.7055,60,-0.7126,116,0.30226,81,-0.2526,90,-0.0949,114,0.28071,57,-0.8487
ENSG00000145907,G3BP1,74,0.41944,61,0.10706,37,-0.7294,40,-0.5512,55,-0.0456,81,0.55791,49,-0.2307,62,0.12696,50,-0.1977,69,0.33738
ENSG00000155511,GRIA1,1,-7.3394,13,-3.6721,101,-0.7716,157,-0.0416,122,-0.4248,146,-0.1558,315,1.09881,316,1.10331,218,0.47940,221,0.56736
ENSG00000164576,SAP30L,80,1.95763,49,1.05212,16,-0.7905,11,-1.1993,39,0.69000,22,-0.2078,8,-1.7651,10,-1.4380,21,-0.2785,16,-0.7001
ENSG00000155506,LARP1,176,-0.4697,73,-1.7966,182,-0.4607,373,0.71582,307,0.39883,181,-0.4275,285,0.27782,285,0.28167,130,-0.9328,346,0.67096
ENSG00000170271,FAXDC2,85,1.52497,145,2.59754,15,-1.3329,10,-1.7919,32,-0.0870,57,0.82780,20,-0.8017,8,-2.1362,0,-8.4158,10,-1.9051
ENSG00000155508,CNOT8,51,0.30788,50,0.27568,36,-0.2404,55,0.44234,41,-0.0190,38,-0.1540,70,0.83617,27,-0.6702,29,-0.5869,34,-0.3409
ENSG00000082515,MRPL22,0,-6.3838,34,0.22846,23,-0.4303,12,-1.2939,15,-1.0250,44,0.62993,36,0.29862,23,-0.3930,70,1.40797,38,0.42695
ENSG00000055163,CYFIP2,138,-1.2471,55,-2.6020,250,-0.3815,340,0.13414,313,0.00406,330,0.08609,341,0.13677,354,0.19474,466,0.64102,457,0.68825
ENSG00000155858,LSM11,0,-6.3044,3,-3.1337,17,-0.8460,63,1.31571,18,-0.6519,23,-0.2733,7,-2.0415,84,1.85287,19,-0.5890,43,0.76369
ENSG00000113282,CLINT1,31,-0.2788,22,-0.7639,31,-0.3074,48,0.41226,49,0.42706,43,0.22347,11,-1.7492,13,-1.5479,22,-0.8157,72,1.24744
ENSG00000145860,RNF145,21,-2.0593,47,-0.9136,63,-0.5006,90,0.08475,111,0.42236,61,-0.5173,43,-1.0341,117,0.49599,170,1.12200,119,0.58837
ENSG00000164332,UBLCP1,45,-0.0996,29,-0.7786,35,-0.5105,56,0.25497,63,0.44496,34,-0.4927,49,0.03469,44,-0.1306,32,-0.5934,75,0.82037
ENSG00000170214,ADRA1B,0,-5.8229,0,-8.0475,11,-0.9590,5,-1.9012,7,-1.6066,30,0.66234,38,1.03397,68,2.08072,46,1.35279,12,-0.7986
ENSG00000113312,TTC1,24,-1.8067,59,-0.4356,72,-0.1379,96,0.31403,93,0.26843,68,-0.2360,42,-0.9504,65,-0.3012,146,1.00378,103,0.48055
ENSG00000170234,PWWP2A,44,0.82899,41,0.74894,13,-1.1571,24,-0.0926,22,-0.2502,11,-1.3314,40,0.68370,66,1.54208,10,-1.3775,14,-0.9956
ENSG00000164609,SLU7,55,-0.6138,82,-0.0039,82,-0.0151,160,1.07892,74,-0.1639,39,-1.1361,91,0.15895,97,0.25476,47,-0.8522,90,0.15151
ENSG00000145864,GABRB2,0,-9.2993,3,-6.2644,214,-0.0999,235,0.05358,168,-0.4654,144,-0.7005,414,0.98054,481,1.23605,210,-0.1195,320,0.61713
ENSG00000022355,GABRA1,0,-9.1995,14,-4.4460,210,-0.5274,377,0.43158,222,-0.4030,190,-0.6406,721,1.53829,548,1.05232,218,-0.4301,370,0.44909
ENSG00000113327,GABRG2,23,-2.6819,15,-3.2793,119,-0.2936,169,0.28428,77,-0.9185,109,-0.4007,237,0.84114,274,1.08423,146,0.05710,202,0.64651
ENSG00000113328,CCNG1,34,1.09560,34,1.10006,12,-0.5570,5,-1.6568,19,0.20459,14,-0.2688,30,0.93050,2,-2.8096,0,-7.4441,21,0.32690
ENSG00000170584,NUDCD2,70,0.90173,81,1.15175,32,-0.3559,15,-1.4528,27,-0.6154,53,0.45520,28,-0.5577,70,0.89445,11,-1.8714,30,-0.4766
ENSG00000038274,MAT2B,50,-0.3940,43,-0.6364,47,-0.5119,56,-0.2085,59,-0.1237,122,1.04447,49,-0.4258,75,0.24036,94,0.59778,65,0.01271
ENSG00000145934,TENM2,0,-7.3579,3,-4.1399,56,-0.0879,70,0.27636,42,-0.5021,54,-0.1254,34,-0.8423,78,0.45349,101,0.87453,105,1.08368
ENSG00000113645,WWC1,0,-6.5210,15,-1.1998,34,0.07226,26,-0.3393,44,0.47553,62,1.04075,21,-0.6862,26,-0.3223,44,0.45793,43,0.48015
ENSG00000113643,RARS,89,1.24840,11,-1.9726,22,-1.0313,25,-0.7582,35,-0.2582,43,0.06714,78,1.02953,46,0.14808,25,-0.7871,51,0.35700
ENSG00000188573,FBLL1,0,-8.1007,13,-2.9709,85,-0.2601,186,1.03306,107,0.12744,100,0.02748,107,0.13292,192,1.09114,54,-0.9153,127,0.44703
ENSG00000120137,PANK3,14,-2.0857,54,-0.1092,42,-0.5215,75,0.39335,50,-0.2177,79,0.49414,71,0.31934,47,-0.3387,55,-0.0758,83,0.64306
ENSG00000184347,SLIT3,213,2.89876,1,-5.5672,16,-1.6021,43,-0.0342,44,0.00197,16,-1.4733,26,-0.7753,15,-1.5898,34,-0.3879,50,0.23793
ENSG00000182132,KCNIP1,0,-6.2355,14,-1.0188,19,-0.5220,10,-1.5026,38,0.56048,31,0.22886,112,2.53771,47,0.90923,0,-8.0847,15,-0.9074
ENSG00000181163,NPM1,496,1.96139,187,0.26831,93,-0.8734,77,-1.0947,98,-0.7371,152,-0.0622,106,-0.6208,159,0.01344,181,0.22116,126,-0.3814
ENSG00000072803,FBXW11,93,-0.0976,101,0.03745,59,-0.8416,95,-0.0588,110,0.17023,72,-0.4933,65,-0.6496,106,0.10104,176,0.93208,125,0.41738
ENSG00000168246,UBTD2,0,-5.4139,23,0.70873,17,0.18848,12,-0.3648,14,-0.0718,9,-0.7179,12,-0.3204,21,0.49901,9,-0.7483,23,0.75178
ENSG00000214357,NEURL1B,80,1.36179,4,-3.0492,44,0.38093,41,0.24250,45,0.38002,19,-0.9034,13,-1.4685,63,0.93466,0,-5.5047,34,-0.0487
ENSG00000120129,DUSP1,3691,5.92380,69,-2.4878,78,-2.4230,83,-2.2107,102,-1.9207,39,-3.3211,31,-3.6552,107,-1.8490,16,-4.5503,30,-3.8017
ENSG00000113719,ERGIC1,45,0.38071,13,-1.4440,32,-0.1638,25,-0.5335,35,0.01440,49,0.51875,35,0.00262,58,0.78921,8,-2.2508,45,0.44446
ENSG00000037241,RPL26L1,12,-1.1514,22,-0.2765,15,-0.9391,25,-0.0637,34,0.40489,46,0.92312,32,0.33373,44,0.84915,22,-0.2465,23,-0.2119
ENSG00000113732,ATP6V0E1,224,2.45154,72,0.39791,33,-0.8562,21,-1.4923,65,0.23498,84,0.65415,35,-0.7177,17,-1.7563,28,-1.0196,29,-1.0728
ENSG00000164463,CREBRF,0,-6.0062,51,0.52663,25,-0.6047,34,-0.0875,45,0.32824,35,-0.0515,80,1.28178,80,1.28231,16,-1.2605,23,-0.7542
ENSG00000145919,BOD1,0,-6.4826,34,0.11510,23,-0.5053,17,-0.9518,13,-1.3115,46,0.58434,15,-1.1232,72,1.33509,53,0.80928,42,0.50972
ENSG00000113742,CPEB4,41,-1.2899,62,-0.6716,86,-0.1714,142,0.63551,114,0.27623,80,-0.2832,81,-0.2457,156,0.79219,95,-0.0047,101,0.10101
ENSG00000170091,NSG2,53,-3.0158,40,-3.4143,229,-0.9284,274,-0.5918,365,-0.1535,373,-0.1174,468,0.23871,578,0.58012,825,1.18002,696,1.01789
ENSG00000164466,SFXN1,0,-7.2677,34,-0.7409,45,-0.3511,45,-0.3210,80,0.58386,29,-0.9978,96,0.89337,108,1.08610,35,-0.7128,74,0.51428
ENSG00000113749,HRH2,16,-0.5241,1,-3.6876,14,-0.8057,16,-0.5853,18,-0.3967,22,-0.0364,19,-0.2759,21,-0.1047,60,1.58440,37,0.85545
ENSG00000145920,CPLX2,191,-1.9256,45,-4.0281,627,-0.1408,716,0.07910,705,0.05565,940,0.51604,1076,0.73892,544,-0.3484,623,-0.1387,1037,0.76681
ENSG00000051596,THOC3,0,-7.1202,12,-2.1482,23,-1.2502,35,-0.5287,41,-0.2984,60,0.28899,27,-0.9204,48,-0.0448,194,2.39239,67,0.52696
ENSG00000122203,KIAA1191,30,-2.3870,41,-1.9538,119,-0.3747,171,0.22351,185,0.34229,138,-0.1212,177,0.27883,228,0.68843,168,0.19627,204,0.56621
ENSG00000175414,ARL10,56,0.62482,17,-1.1915,24,-0.7693,33,-0.1991,58,0.70153,47,0.34002,20,-0.9380,30,-0.3347,37,-0.0315,53,0.61248
ENSG00000146066,HIGD2A,117,0.57543,74,-0.1557,71,-0.2456,50,-0.7612,64,-0.3770,118,0.58625,109,0.46460,76,-0.1005,90,0.16104,70,-0.2661
ENSG00000175416,CLTB,183,-0.3611,107,-1.1760,171,-0.4983,303,0.43398,176,-0.4225,201,-0.2156,316,0.50630,262,0.20209,295,0.39415,290,0.40993
ENSG00000113194,FAF2,3,-3.3568,22,-0.5839,27,-0.2996,53,0.78882,38,0.24052,43,0.43897,30,-0.0954,38,0.26457,24,-0.4250,41,0.42360
ENSG00000146083,RNF44,0,-7.3396,17,-1.8689,47,-0.3376,52,-0.1558,105,0.96621,73,0.35874,54,-0.1237,69,0.28510,56,-0.0517,87,0.74060
ENSG00000169258,GPRIN1,0,-7.0498,1,-4.7023,30,-0.7611,30,-0.7084,100,1.22141,54,0.22066,58,0.31126,40,-0.2645,99,1.20613,63,0.51100
ENSG00000074317,SNCB,79,-2.5506,17,-4.7501,374,-0.2576,709,0.79042,298,-0.5865,401,-0.1266,602,0.52099,443,0.02970,443,0.02926,739,0.98079
ENSG00000048140,TSPAN17,19,-0.5574,4,-2.7829,10,-1.6050,18,-0.6376,32,0.24026,28,0.02262,18,-0.6654,38,0.52803,65,1.41360,44,0.85246
ENSG00000113763,UNC5A,0,-7.3190,9,-2.7117,41,-0.5490,101,0.91767,89,0.70550,27,-1.1149,35,-0.7334,26,-1.1758,108,1.03769,104,1.11142
ENSG00000165671,NSD1,9,-1.5133,29,0.22715,23,-0.1523,22,-0.1928,10,-1.3089,17,-0.5801,57,1.34123,43,0.87374,29,0.21176,19,-0.4360
ENSG00000169228,RAB24,20,0.10461,13,-0.5447,8,-1.2390,15,-0.3330,16,-0.1896,13,-0.4832,19,0.04267,34,0.97652,34,0.99024,20,0.15044
ENSG00000169230,PRELID1,65,-0.1113,73,0.06971,52,-0.4728,59,-0.2615,106,0.67752,72,0.06323,58,-0.2818,72,0.06250,86,0.33574,69,-0.0074
ENSG00000169223,LMAN2,118,1.48708,55,0.19576,27,-0.9408,38,-0.3591,35,-0.4937,85,0.92391,34,-0.5307,30,-0.6970,40,-0.2968,44,-0.1456
ENSG00000169220,RGS14,0,-6.5331,4,-2.9883,14,-1.3561,18,-0.9417,22,-0.6086,39,0.27166,29,-0.2195,23,-0.5157,134,2.47771,49,0.71008
ENSG00000198055,GRK6,51,0.83069,15,-1.0363,21,-0.5833,28,-0.1395,17,-0.8702,19,-0.6792,40,0.44751,56,0.98407,0,-5.7949,47,0.80489
ENSG00000131188,PRR7,0,-6.7957,13,-1.6372,40,0.01520,35,-0.1953,45,0.20901,34,-0.2354,16,-1.3682,37,-0.1053,88,1.30620,64,0.86375
ENSG00000113758,DBN1,47,-0.5388,11,-2.6659,51,-0.4394,79,0.28403,83,0.35507,75,0.18534,70,0.07683,74,0.16873,90,0.47935,83,0.39526
ENSG00000196923,PDLIM7,226,3.80498,0,-8.7661,16,-1.1668,49,0.62132,38,0.21234,2,-3.6767,6,-2.5836,7,-2.3077,0,-8.3922,20,-0.8459
ENSG00000183258,DDX41,6,-3.1856,14,-1.9768,64,0.31341,47,-0.1956,60,0.16436,60,0.16417,54,0.01392,48,-0.1578,64,0.27762,81,0.74728
ENSG00000146067,FAM193B,0,-6.3948,23,-0.3848,26,-0.2440,43,0.58127,37,0.31565,11,-1.4277,24,-0.3555,54,0.95994,31,0.03413,42,0.60732
ENSG00000184840,TMED9,146,0.95714,63,-0.3701,57,-0.5867,67,-0.2802,70,-0.2207,93,0.22913,52,-0.6768,60,-0.4458,79,-0.0329,112,0.58246
ENSG00000027847,B4GALT7,79,1.83678,23,-0.2334,17,-0.7435,18,-0.6101,15,-0.8960,19,-0.4707,33,0.34730,29,0.16562,23,-0.1936,23,-0.2707
ENSG00000170074,FAM153A,0,-5.6642,9,-1.0437,6,-1.6472,17,-0.0907,25,0.52504,15,-0.2960,13,-0.5157,29,0.77517,22,0.30155,37,1.34895
ENSG00000204677,FAM153CP,19,-1.0978,23,-0.8479,23,-0.9324,40,-0.0061,36,-0.1451,43,0.13010,42,0.06119,57,0.55244,66,0.80871,54,0.53955
ENSG00000145916,RMND5B,37,0.01814,27,-0.4713,30,-0.3277,54,0.61731,33,-0.1544,31,-0.2532,42,0.23235,29,-0.3437,25,-0.5675,50,0.55259
ENSG00000145912,NHP2,150,-0.0265,121,-0.3631,126,-0.3288,108,-0.5431,81,-0.9782,128,-0.2741,144,-0.0946,142,-0.1114,302,1.11200,203,0.50965
ENSG00000197451,HNRNPAB,120,1.13725,56,-0.0960,52,-0.2405,56,-0.0993,43,-0.4951,40,-0.5955,30,-1.0279,82,0.49885,56,-0.0852,64,0.12623
ENSG00000113240,CLK4,87,1.71994,32,0.02046,19,-0.7988,43,0.49097,50,0.74950,22,-0.5527,27,-0.2339,23,-0.5001,6,-2.4464,24,-0.4303
ENSG00000176783,RUFY1,32,0.87378,33,0.90893,17,-0.1218,22,0.28320,16,-0.2165,18,-0.0646,11,-0.7140,23,0.38152,7,-1.3199,12,-0.6877
ENSG00000169045,HNRNPH1,242,1.14345,155,0.40528,82,-0.6331,155,0.40071,52,-1.2664,116,-0.0628,188,0.71730,142,0.25928,70,-0.8272,80,-0.6863
ENSG00000127022,CANX,451,0.33397,359,-0.0280,253,-0.6159,367,0.00543,362,-0.0161,381,0.06642,425,0.23765,588,0.76643,220,-0.7808,364,-0.0081
ENSG00000161013,MGAT4B,83,0.86598,20,-1.3477,46,-0.0870,28,-0.8199,41,-0.2489,34,-0.5505,32,-0.6276,37,-0.4170,75,0.68251,70,0.65735
ENSG00000161011,SQSTM1,244,0.21028,232,0.12821,159,-0.5015,217,0.02166,157,-0.4789,287,0.46598,178,-0.2894,390,0.97633,150,-0.5447,197,-0.1383
ENSG00000161010,MRNIP,0,-5.5092,18,0.18075,12,-0.4203,23,0.55088,16,0.00273,29,0.92292,12,-0.4121,28,0.90727,0,-7.3580,21,0.46535
